column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50,column51,column52,column53,column54,column55,column56,column57,column58,column59,column60,column61,column62,column63,column64,column65,column66,column67,column68,column69,column70,column71,column72,column73,column74,column75,column76,column77,column78,column79,column80
9,4,68,69,13,1,2,0,2,7,2,3,1,1,4,3,4,2,2,4,3,0,4,2,4,1,0,0,1,0,1,1,1,1,3,1,3,4,0,1,1,1,1,1,2,4,2,1,2,3,4,0,0,1,0,2,3,0,0,0,3,1,1,2,4,3,1,2,4,0,4,3,2,4,0,1,2,1,4,4
10,0,79,95,19,0,1,1,3,1,3,0,0,4,2,1,2,4,1,4,3,4,0,1,4,1,1,3,1,3,0,1,3,4,2,2,3,1,2,3,1,1,1,0,3,1,1,0,2,3,4,2,0,2,0,4,2,0,1,0,1,4,0,0,1,2,3,1,3,2,3,2,3,2,1,1,3,4,4,4
16,1,86,4,9,0,0,1,13,7,3,0,1,2,4,3,1,4,3,2,0,1,4,0,2,1,0,2,1,3,3,0,1,4,3,1,1,3,4,1,4,3,4,0,1,1,4,2,0,1,4,0,0,0,3,3,2,0,1,1,0,0,1,4,0,3,3,2,0,1,2,0,2,2,1,2,3,2,3,0
44,1,15,32,15,0,2,1,12,4,3,2,3,4,1,1,0,1,0,2,0,1,3,2,3,2,1,3,1,4,2,2,1,2,2,2,3,1,2,2,2,0,0,0,0,1,4,1,0,0,0,1,4,1,0,4,2,0,1,1,0,2,2,0,4,0,0,0,0,0,2,0,0,4,3,1,4,4,4,4
30,1,63,25,13,1,3,0,12,4,3,0,4,1,2,1,4,0,4,1,2,1,3,2,3,2,3,4,4,0,1,0,3,3,4,4,3,2,4,1,1,3,0,0,2,3,0,1,2,0,3,1,0,4,2,3,1,2,4,2,0,2,3,0,2,0,0,4,1,0,0,0,2,2,3,1,3,3,4,0
46,0,59,33,0,2,0,2,19,3,1,3,4,2,2,1,1,0,2,2,0,2,3,3,3,2,2,3,2,1,0,3,1,0,2,2,3,1,2,0,1,0,0,2,4,0,4,2,2,0,2,3,4,4,0,4,0,0,1,0,0,1,0,2,2,0,2,1,0,2,3,0,2,4,3,0,4,2,3,4
49,4,92,41,3,1,1,1,10,8,3,3,2,2,1,2,4,3,3,2,0,4,1,0,3,2,0,1,4,0,1,1,0,2,4,4,1,4,3,1,0,0,3,4,1,4,3,0,0,2,0,1,1,2,1,3,2,1,1,0,4,0,1,4,4,0,0,4,2,4,4,3,2,2,0,0,0,2,1,0
98,3,28,16,8,4,2,2,13,9,0,0,3,2,0,0,4,2,2,3,1,4,1,0,1,3,4,0,4,1,0,3,3,3,4,4,3,0,3,3,2,3,0,3,4,2,4,4,0,4,3,0,0,0,0,0,3,4,1,0,0,4,4,0,4,3,1,0,1,0,2,2,1,4,0,0,1,3,1,0
49,4,50,79,0,2,0,0,6,0,4,2,2,3,2,1,3,2,3,4,3,1,1,1,3,2,1,0,3,3,0,4,1,0,3,1,4,4,4,3,3,4,2,0,3,1,3,0,3,0,1,0,3,0,4,3,0,1,0,1,2,0,0,4,4,4,2,0,1,1,2,1,1,4,0,2,2,0,0,1
4,3,75,31,1,2,1,3,11,5,2,0,1,4,2,1,0,4,2,3,1,2,1,2,3,2,1,0,3,3,3,4,3,1,1,3,0,1,2,4,3,4,2,0,2,3,4,0,0,0,2,4,2,2,4,4,0,4,1,4,1,1,0,4,2,0,0,1,0,0,3,3,3,3,1,2,1,2,0,0
20,2,56,65,15,2,0,1,15,0,1,0,1,0,2,1,1,1,1,1,2,1,1,1,1,3,1,2,0,0,1,2,0,1,3,1,3,4,0,0,0,1,0,3,1,0,2,0,3,4,0,4,0,1,2,0,4,1,0,0,0,2,0,2,3,0,0,4,4,2,1,3,3,2,1,2,3,4,0,4
59,2,75,31,3,0,1,3,2,5,2,0,1,4,1,2,4,0,4,1,2,2,3,3,3,2,0,0,1,2,4,0,4,0,3,1,1,1,1,2,4,3,0,2,0,1,2,1,1,0,0,0,0,2,4,4,0,0,3,3,0,0,0,1,1,4,2,0,2,4,1,0,3,3,4,1,2,1,3,4
17,4,65,27,0,2,0,1,7,9,2,3,0,0,2,1,0,1,0,4,3,1,4,0,1,3,1,4,4,0,1,1,0,0,4,4,3,0,3,0,1,1,0,4,4,1,2,4,3,4,3,0,1,1,1,0,0,0,1,0,2,2,0,0,4,0,0,0,3,4,0,3,2,1,0,2,1,3,3,0
74,4,17,34,10,0,1,2,6,3,2,0,4,0,3,4,0,2,1,2,0,0,2,4,3,2,1,2,0,2,4,0,4,0,1,3,3,1,2,1,0,2,4,2,4,1,2,0,1,0,3,2,2,0,2,0,2,2,4,0,3,2,4,0,1,1,2,0,0,2,2,1,1,4,2,0,0,2,3,0
44,1,3,15,13,0,0,1,19,3,0,0,2,0,4,1,0,1,0,2,0,1,0,3,0,4,3,0,2,0,1,1,1,1,3,1,3,1,2,0,3,0,1,1,4,1,4,4,0,2,0,4,0,0,4,4,2,0,2,1,1,0,3,1,0,2,1,0,2,2,2,0,2,1,4,1,3,1,1,4
54,0,4,21,17,0,2,2,23,2,3,1,0,5,3,4,1,1,1,1,2,0,1,3,0,4,0,3,0,1,1,4,0,2,1,2,3,2,4,2,1,2,4,2,4,2,1,3,2,0,2,3,4,3,1,0,0,0,4,0,3,3,0,4,0,0,4,0,4,0,4,0,4,1,1,1,2,4,2,1
44,1,11,14,10,0,1,1,13,7,3,0,2,3,2,1,2,4,1,4,3,1,1,1,0,4,2,1,1,3,0,3,0,2,3,1,3,1,2,0,1,1,1,3,3,0,4,4,4,2,2,2,0,3,2,4,2,0,0,4,4,2,3,1,3,1,0,2,4,0,4,2,1,2,0,1,1,3,0,1
84,1,84,0,13,0,0,2,14,4,2,3,2,5,4,3,2,2,4,0,4,2,1,2,3,2,3,3,0,4,2,2,4,4,0,0,1,1,1,2,0,1,4,0,2,0,0,1,2,0,0,0,0,2,3,2,0,4,0,0,0,0,1,4,2,2,2,2,1,0,3,0,1,2,3,3,1,3,1,0
34,4,58,22,6,0,0,2,23,2,2,0,2,1,2,1,2,1,3,3,1,2,3,3,0,4,4,0,4,3,3,3,4,4,1,0,3,0,3,4,2,1,0,1,0,1,2,2,1,0,2,0,0,1,3,1,3,0,1,0,2,0,2,4,0,4,3,1,1,4,0,0,4,4,3,1,3,4,4,3
25,0,89,2,9,3,1,2,14,0,4,0,4,3,2,1,1,2,4,3,1,4,0,0,4,1,0,4,2,3,3,1,1,1,2,2,4,0,1,4,3,2,0,1,1,0,1,0,4,3,4,2,4,2,2,1,1,0,0,4,4,1,0,1,1,2,0,0,4,2,1,2,0,0,1,1,1,2,3,0
48,3,68,69,8,2,0,2,20,0,3,0,1,3,2,1,2,4,1,3,1,3,0,0,2,0,1,3,1,1,0,4,1,0,4,4,0,1,2,0,0,1,1,4,1,2,0,4,4,1,1,1,1,1,1,0,2,4,1,1,0,2,0,2,0,0,0,1,3,2,2,0,2,2,2,2,1,3,4,4
10,0,15,32,8,1,1,0,17,6,0,0,4,5,2,1,2,4,1,0,4,1,4,0,2,0,2,2,0,3,0,0,3,3,4,4,3,3,1,3,0,2,4,4,4,2,0,1,1,1,2,1,1,2,2,2,0,2,3,4,1,0,0,0,3,1,1,1,3,0,1,0,1,4,2,2,1,4,4,1
19,3,52,68,6,0,0,0,9,6,3,0,0,4,4,3,2,0,2,2,0,0,4,1,1,3,3,2,1,0,1,1,1,1,3,1,3,2,4,1,1,1,1,0,3,2,2,3,2,0,1,1,3,4,4,0,1,2,1,0,4,2,2,3,2,0,1,1,3,2,2,4,3,2,3,2,1,0,2,1
56,4,79,95,5,4,2,2,19,3,1,0,4,5,0,0,4,2,2,2,0,0,0,0,4,1,4,0,4,0,1,3,1,0,1,3,2,3,0,1,2,3,2,1,3,1,2,4,1,0,4,2,2,4,0,0,1,0,1,0,3,0,1,4,2,4,0,1,0,4,1,4,0,0,2,0,4,3,3,2
90,0,68,69,8,4,2,2,20,2,1,3,1,1,4,3,4,1,0,3,1,3,3,4,1,3,3,2,1,1,0,1,1,1,3,0,4,0,0,0,0,3,0,2,4,2,0,2,0,3,3,0,0,1,3,0,0,0,0,1,3,1,2,2,1,0,0,1,4,0,4,2,1,4,3,1,2,3,3,1
49,0,41,54,3,3,2,0,24,0,2,0,1,4,0,0,4,0,4,4,3,4,0,1,1,4,2,3,2,0,1,0,1,4,2,2,4,1,1,4,1,0,2,0,3,1,2,3,3,0,0,2,4,4,1,2,0,1,1,0,0,4,3,4,2,4,3,1,0,4,0,0,0,2,1,0,3,2,0,4
83,0,80,3,16,4,1,2,23,2,3,1,3,2,0,0,2,2,4,2,0,3,4,1,2,0,3,4,4,3,3,1,0,0,2,2,3,0,3,4,3,3,3,3,3,4,1,2,2,1,1,2,4,1,0,0,1,2,2,4,4,0,1,1,1,1,2,1,1,1,2,0,0,4,2,2,3,4,0,3
40,0,95,8,11,0,0,1,18,9,1,2,0,2,3,4,0,2,1,2,0,1,1,1,3,2,0,0,1,0,1,3,4,4,0,0,1,0,0,4,2,3,1,0,1,2,1,1,0,2,0,3,2,3,1,0,1,2,2,0,0,0,4,1,1,2,3,3,3,0,0,0,4,3,2,2,2,0,0,3
82,4,99,0,7,1,3,1,0,9,0,2,2,5,4,3,4,3,3,1,1,0,3,2,3,0,0,0,1,0,1,0,4,4,3,0,0,1,2,1,1,3,1,0,1,1,3,1,1,0,4,0,0,1,0,4,1,4,1,1,0,1,1,0,0,3,3,1,1,1,3,0,4,4,4,2,4,4,4,3
94,1,62,57,11,4,1,2,23,2,3,0,0,4,4,3,0,2,1,4,3,1,4,0,3,2,1,0,3,0,1,4,4,3,4,4,4,0,0,1,1,0,0,4,1,1,4,3,1,0,1,1,1,1,1,2,4,1,0,4,4,0,2,2,1,2,1,1,3,3,1,0,0,2,1,1,3,4,0,3
4,1,33,48,2,0,0,2,15,6,1,1,4,1,1,2,4,3,3,3,1,3,0,0,0,4,1,3,1,1,0,3,1,4,0,0,4,4,2,1,1,3,1,3,1,0,4,2,0,0,0,0,1,4,1,4,2,0,1,1,1,0,3,4,4,4,1,2,2,4,2,0,4,4,0,0,2,1,3,4
13,0,30,52,15,1,3,2,9,0,0,0,1,2,1,2,2,4,1,3,4,1,1,1,3,2,4,4,1,4,2,2,4,4,2,0,3,1,2,0,2,1,1,3,1,2,0,1,0,2,0,3,2,4,0,0,2,3,0,2,0,3,0,4,0,2,1,0,4,4,3,0,3,1,3,1,3,4,0,1
36,2,18,93,3,3,2,2,13,9,0,3,1,1,1,2,2,1,3,0,4,0,0,0,3,2,0,1,4,1,0,0,4,0,1,3,3,0,3,3,0,0,0,4,1,1,2,2,1,2,0,4,1,1,1,1,3,0,3,0,0,0,3,4,0,0,0,3,3,3,1,1,3,2,2,3,3,1,0,0
77,3,26,0,3,0,1,0,18,7,2,3,3,4,2,0,2,1,3,0,4,3,1,3,2,0,4,2,3,4,2,3,3,3,4,4,3,3,0,2,0,4,0,2,4,0,0,3,1,0,1,1,0,2,4,0,0,2,0,4,4,0,3,0,0,3,1,0,0,2,1,4,4,4,3,1,3,2,2,0
46,0,92,41,11,1,3,2,20,0,1,0,1,0,2,1,1,0,0,0,1,4,2,3,2,0,2,1,1,2,4,1,4,2,2,2,4,1,1,0,4,3,2,1,4,4,0,4,2,0,3,2,0,1,1,0,0,0,1,2,1,0,2,0,2,0,4,0,4,4,0,0,4,3,4,1,3,1,1,3
11,4,89,0,8,1,1,1,13,7,4,2,1,5,1,2,4,2,2,0,4,1,1,1,3,2,1,2,0,1,0,3,4,4,1,3,4,0,0,3,2,2,4,0,3,1,3,4,2,2,1,3,2,2,4,2,4,3,1,0,0,0,1,4,2,4,3,2,0,0,1,2,0,1,1,0,1,2,2,4
19,3,92,41,5,1,0,2,14,4,3,0,1,2,1,2,3,4,2,3,1,4,1,0,3,2,4,3,2,4,2,3,1,0,2,2,4,3,3,0,0,2,0,2,2,3,0,2,2,0,2,1,4,2,1,3,1,0,1,0,2,3,2,1,2,4,0,1,1,2,0,0,0,0,1,0,1,1,1,4
33,2,31,53,1,2,1,0,5,2,3,3,3,1,4,3,0,2,1,3,1,1,1,1,1,4,0,0,1,1,0,0,3,3,0,0,3,1,2,0,1,3,1,3,4,0,2,2,1,0,2,0,0,3,1,4,3,4,1,3,0,0,4,1,3,3,0,0,2,4,3,3,4,0,1,2,3,2,1,1
17,4,90,30,7,0,1,1,12,4,4,2,1,5,2,1,4,2,2,1,2,4,2,3,3,2,2,1,1,4,2,2,1,2,2,2,3,1,2,0,0,1,1,1,0,1,3,0,4,2,0,4,4,0,0,0,2,0,4,4,0,0,0,3,2,1,4,2,0,2,1,1,2,1,2,2,4,0,4,1
76,2,90,30,9,0,0,2,18,1,3,0,0,4,2,1,2,1,3,4,3,0,0,0,0,4,0,1,4,3,3,2,4,4,3,1,1,2,0,4,2,1,0,4,1,1,0,3,1,3,2,3,2,0,0,2,0,1,0,1,0,2,3,3,0,2,1,3,1,2,2,0,3,1,1,3,2,4,1,4
79,0,44,35,5,2,2,0,16,8,2,3,2,5,4,3,2,1,3,0,4,1,2,4,1,4,4,2,3,0,1,1,4,0,1,3,3,0,3,1,1,4,0,2,4,2,0,3,1,0,2,4,4,4,1,0,0,3,0,0,3,0,2,0,0,4,2,0,0,3,4,0,0,4,0,0,4,1,3,4
44,1,5,36,17,0,2,1,17,4,4,2,4,4,1,2,2,1,1,4,3,1,0,2,0,4,1,3,1,1,0,3,1,0,2,0,4,3,3,0,2,2,1,1,2,1,3,3,3,2,0,0,4,0,4,4,2,0,1,0,1,0,2,2,1,0,0,2,1,2,3,2,0,3,0,3,4,3,0,1
48,3,44,35,17,2,1,2,14,0,2,3,3,4,2,1,4,2,2,4,3,0,0,2,3,2,1,3,1,3,3,4,1,0,1,3,4,2,2,4,3,2,4,4,0,3,0,3,1,2,1,3,2,4,3,0,0,1,0,0,0,2,3,2,2,0,0,4,2,4,4,0,1,4,0,0,4,4,1,4
58,3,21,97,17,2,1,2,12,1,1,1,0,3,2,1,1,0,0,4,0,0,3,2,1,3,2,0,4,1,0,3,1,2,2,2,3,4,0,3,1,1,3,1,2,3,1,0,4,0,3,2,0,3,2,2,3,2,1,4,4,1,0,1,0,1,4,3,2,0,3,0,0,2,3,1,4,4,3,0
96,1,91,63,19,0,1,2,0,0,3,0,1,2,2,1,2,1,3,0,4,1,0,3,2,0,1,2,0,3,3,1,4,2,2,2,4,0,0,0,3,0,4,0,4,3,3,1,0,1,2,4,0,4,0,0,4,3,3,0,4,2,0,0,0,1,4,0,4,2,2,0,0,1,4,2,3,1,0,1
54,1,85,38,18,4,2,3,19,0,4,3,3,1,1,2,3,1,1,4,3,2,4,4,4,1,3,3,0,2,4,2,0,1,2,2,3,0,3,2,3,0,4,2,1,1,1,2,2,3,3,4,0,2,3,1,0,1,0,0,0,1,4,2,3,0,0,1,0,2,2,1,3,4,1,4,2,2,1,0
31,3,82,23,13,4,2,1,24,5,2,2,0,1,2,1,1,0,2,1,2,1,0,3,0,4,0,2,3,0,1,2,4,4,2,2,4,4,4,1,1,4,2,1,0,3,2,1,0,1,2,2,4,1,2,3,2,0,4,1,0,2,0,2,2,4,1,2,4,0,1,2,0,2,0,1,4,1,4,4
46,0,82,23,19,0,1,1,24,5,3,0,0,4,4,3,2,2,4,0,4,1,0,4,2,0,2,2,1,2,4,1,3,4,2,2,3,0,3,2,1,1,0,0,1,2,1,3,1,1,4,2,4,1,0,2,2,1,0,4,3,1,1,1,0,4,4,0,0,1,2,3,2,4,2,2,4,4,4,0
79,4,67,82,17,0,0,2,3,4,1,2,0,2,4,3,1,2,4,0,4,1,0,3,3,2,1,2,0,0,3,3,1,0,4,4,3,2,4,4,3,2,4,2,0,4,0,1,0,2,4,1,1,0,3,3,1,4,0,1,2,1,2,0,0,4,2,2,0,2,4,0,0,2,4,4,2,2,2,1
50,4,35,88,3,0,1,3,4,7,3,1,2,5,2,1,1,0,2,1,2,3,3,3,4,1,2,1,1,2,4,1,1,1,1,3,3,1,2,2,3,0,2,2,4,4,0,1,1,0,3,4,2,0,2,0,2,1,4,4,1,2,2,3,1,0,0,2,1,2,3,2,0,2,0,3,2,1,2,4
85,1,34,89,2,4,0,0,13,9,0,2,1,0,2,1,2,1,3,2,1,1,0,3,4,1,1,2,0,0,1,2,0,1,1,3,0,1,2,0,1,0,3,2,4,0,4,4,3,0,3,0,4,3,0,4,2,4,1,1,0,1,3,4,4,2,1,0,3,2,2,4,2,3,3,2,1,4,3,0
18,0,31,2,6,3,2,2,13,9,2,0,0,0,1,2,1,4,3,3,1,4,0,1,2,0,0,3,0,0,1,3,3,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,3,0,0,2,3,2,3,0,0,2,1,3,2,4,4,3,1,0,3,1,1,3,2,3,0,1,3,2,1,4
35,1,63,25,9,2,1,2,10,7,3,1,2,5,3,4,0,0,3,3,1,0,0,0,4,1,3,3,1,0,1,2,1,2,3,1,4,0,0,1,4,2,1,4,1,1,4,1,4,0,1,3,3,4,2,2,4,0,3,4,0,1,3,0,0,4,0,0,2,2,2,1,1,4,3,1,3,3,1,0
60,2,16,83,13,0,0,1,11,1,3,2,0,0,2,1,4,0,4,4,3,1,1,1,4,0,4,3,2,3,3,2,1,2,4,4,4,1,1,4,4,1,0,0,1,1,2,3,3,1,1,1,1,2,1,0,2,0,1,1,2,1,0,0,1,1,3,4,3,4,4,2,2,1,0,1,3,1,0,3
95,0,40,61,14,0,0,2,20,0,3,2,1,1,0,0,2,0,2,0,4,1,1,1,1,3,3,1,3,2,4,3,2,1,3,1,3,2,4,1,4,0,0,3,0,2,1,2,0,4,1,0,0,1,0,3,2,3,3,1,0,0,3,1,2,1,0,0,4,2,0,0,4,1,4,1,1,4,3,4
98,3,47,12,6,0,0,0,12,3,1,2,0,2,0,0,4,1,0,2,0,3,1,3,2,0,0,0,1,0,1,3,3,3,2,2,0,1,2,1,2,0,1,1,0,1,0,0,0,1,4,3,4,0,3,4,2,2,4,1,0,0,3,0,3,3,0,0,0,2,0,2,0,4,3,1,2,3,3,0
73,2,89,2,8,1,1,2,14,4,2,0,3,2,0,0,4,2,2,3,1,0,2,0,3,2,4,3,3,0,1,3,2,1,2,2,3,4,0,0,1,4,2,4,1,1,1,1,0,2,0,3,0,2,2,2,4,0,1,0,0,4,4,3,3,1,0,2,1,2,3,1,4,0,1,1,1,3,2,0
46,0,31,0,6,2,3,1,7,9,4,2,4,1,3,4,2,1,3,4,3,0,0,0,3,2,2,2,0,4,2,0,0,1,2,2,3,1,2,0,0,0,0,4,2,1,0,2,0,0,1,3,4,1,1,0,0,2,1,1,1,3,2,0,0,0,1,0,3,0,1,1,2,0,3,2,1,4,1,4
31,3,8,91,15,0,1,0,17,0,1,0,1,0,3,4,0,0,3,2,0,0,4,1,0,4,4,2,3,3,1,2,3,0,0,0,3,2,4,0,1,4,2,0,3,3,2,2,3,0,2,3,1,1,3,3,1,2,2,4,4,1,4,4,0,3,0,0,4,0,2,0,3,1,0,3,3,4,4,3
56,4,52,68,5,4,2,1,20,8,3,1,3,2,2,1,2,2,4,3,1,2,4,4,4,1,2,4,3,4,2,4,3,1,4,4,0,1,2,2,0,0,0,0,2,2,1,3,2,0,4,0,1,4,1,0,2,4,1,2,4,0,1,0,1,2,0,0,0,3,2,3,2,0,2,2,4,1,3,4
40,1,50,79,18,4,2,1,13,7,1,3,2,5,4,3,2,2,4,0,4,1,0,3,2,0,2,4,4,0,1,3,0,1,0,0,0,1,2,0,1,3,3,0,0,1,4,1,2,0,1,3,4,3,0,0,1,1,3,0,3,1,1,1,1,0,1,0,0,4,2,2,4,2,1,1,3,1,0,0
24,4,5,36,9,3,3,3,5,3,3,2,0,0,0,0,4,1,0,3,1,0,1,3,0,0,2,1,1,0,1,4,1,0,4,0,4,0,0,1,1,3,0,1,4,4,0,0,1,1,1,3,0,1,0,0,3,4,1,2,1,4,2,0,0,0,2,1,0,4,0,0,0,4,3,3,3,3,1,2
99,0,81,74,0,0,3,0,16,8,3,0,3,0,1,2,3,2,0,3,1,0,0,0,1,3,0,0,1,4,2,2,1,2,4,4,4,2,2,4,2,1,0,4,4,0,1,0,3,4,0,0,0,2,1,4,2,0,1,0,0,0,3,1,3,1,4,0,4,2,2,1,2,0,2,1,4,2,2,4
6,3,28,16,13,1,3,1,2,8,1,3,4,3,0,0,2,2,4,1,2,1,4,0,4,1,1,0,0,2,4,0,3,3,4,4,1,0,0,2,4,0,0,2,1,1,0,0,4,3,4,1,0,1,4,2,1,1,4,1,1,4,1,0,1,3,0,0,0,4,3,1,0,1,1,2,4,1,3,4
88,4,0,10,9,3,3,0,23,6,3,0,3,0,0,0,3,1,0,2,0,0,1,3,0,4,3,0,0,1,3,1,0,0,2,2,3,4,0,4,3,2,4,0,0,4,3,0,3,0,0,2,0,2,3,2,4,2,1,2,1,4,1,1,4,1,0,1,1,0,2,2,2,3,1,4,3,0,3,0
32,0,11,14,19,0,1,3,1,9,2,2,0,2,1,2,0,2,1,4,3,4,0,1,1,3,2,3,2,3,1,1,1,1,3,1,2,0,3,2,0,1,1,3,3,1,0,0,0,4,3,4,1,3,2,1,3,0,0,4,0,3,2,0,2,2,1,3,3,0,1,2,4,0,4,2,4,2,2,2
4,3,26,80,19,2,1,1,23,4,3,0,0,0,2,1,1,2,4,0,4,3,1,3,0,4,2,3,2,1,0,3,4,4,1,3,4,1,1,2,0,1,0,2,4,3,1,0,2,0,0,4,2,1,1,0,1,0,0,2,1,2,2,0,1,3,2,0,1,4,2,2,2,0,4,1,1,1,2,4
95,4,62,57,6,4,3,3,18,6,0,0,3,1,3,4,2,4,0,1,2,1,3,2,3,2,4,3,2,3,3,2,2,3,2,2,3,0,3,1,4,1,0,0,2,1,3,0,0,2,2,2,0,2,1,2,1,4,2,0,0,1,0,1,2,3,0,1,2,4,4,4,4,0,3,2,1,0,3,2
85,2,81,74,2,4,1,2,20,0,2,0,2,1,2,1,3,2,3,2,0,2,0,0,3,2,3,0,2,0,1,4,1,0,2,2,3,4,0,3,1,2,1,4,1,0,2,3,0,4,0,3,0,2,2,2,4,2,1,3,4,2,4,4,0,1,2,4,4,2,3,3,1,2,2,1,0,4,3,4
41,3,56,65,4,1,2,1,21,1,1,2,1,1,3,4,4,4,1,1,2,1,4,0,3,2,0,4,2,4,3,1,3,4,3,1,3,4,0,1,2,0,2,4,1,2,1,0,0,0,0,0,4,1,0,2,4,1,4,0,3,3,2,2,1,3,3,3,2,2,1,3,2,1,1,2,2,4,1,1
58,1,46,0,19,0,1,2,14,4,4,2,4,4,2,1,2,4,1,2,0,0,4,1,0,4,4,4,1,0,1,1,1,1,3,1,0,1,2,1,3,1,1,3,3,1,1,0,3,0,0,0,3,1,0,0,0,2,3,4,2,2,0,1,3,2,0,0,0,0,3,0,4,0,3,3,3,2,4,1
92,3,33,48,17,0,2,0,8,0,1,0,1,0,4,3,2,4,1,3,1,2,3,3,1,3,1,4,4,0,1,3,1,0,1,3,4,1,1,1,1,3,3,1,0,3,0,4,3,0,3,2,0,1,0,0,2,0,1,0,0,1,1,0,3,0,2,0,1,1,2,0,2,2,0,1,1,3,0,3
47,1,32,19,15,3,2,2,16,8,1,2,0,2,2,1,4,1,1,4,3,1,0,3,2,2,0,0,1,3,3,2,4,4,3,1,0,0,3,4,4,2,0,0,0,1,4,1,2,2,3,2,3,3,0,1,3,2,0,0,3,2,0,2,0,4,4,0,0,1,2,3,2,1,1,0,3,4,2,3
13,1,75,31,4,0,0,0,8,0,2,0,3,2,4,3,4,4,1,1,2,0,3,2,0,4,0,0,1,1,3,0,0,1,1,3,3,4,0,0,3,2,2,4,2,2,0,1,0,1,2,2,1,2,4,0,4,1,0,0,2,4,1,2,0,2,0,4,1,2,1,2,4,4,2,2,2,4,3,3
81,3,33,48,19,4,2,0,6,4,3,0,1,2,3,4,4,1,1,3,1,0,3,2,0,4,0,1,4,0,1,1,0,0,4,4,2,1,1,3,2,3,0,1,3,3,2,2,2,2,2,0,1,1,3,0,0,4,0,0,3,1,0,2,4,0,0,2,0,4,2,2,1,1,0,0,1,2,4,1
78,1,72,11,13,0,0,2,7,6,1,2,2,0,2,1,2,0,2,3,1,1,4,0,0,4,1,2,3,0,4,3,1,0,1,3,1,1,1,1,4,4,0,4,2,1,0,3,4,2,2,2,2,3,1,4,1,0,0,0,0,0,0,3,4,1,2,1,1,2,3,2,3,0,1,2,0,4,1,3
35,0,69,86,6,4,0,2,5,0,0,0,2,0,4,1,2,2,4,4,3,1,1,1,0,4,4,3,2,4,2,3,1,0,2,2,2,2,4,0,0,2,0,3,1,2,1,4,3,2,2,2,0,0,0,0,2,1,1,1,0,2,0,1,2,0,2,4,3,1,4,0,1,4,4,1,1,2,1,1
94,4,54,9,15,0,2,2,23,2,3,0,2,3,2,1,4,2,2,3,1,2,0,0,3,2,2,4,3,1,0,1,4,2,1,3,3,0,3,3,0,4,0,0,1,4,2,2,4,2,1,3,4,1,0,0,0,4,1,2,1,0,2,3,1,1,4,0,3,3,4,1,2,2,4,2,2,2,0,0
0,4,80,3,16,2,2,3,21,4,0,3,3,4,2,1,1,1,1,2,0,4,2,3,2,0,1,1,2,3,3,4,4,3,2,2,4,0,0,1,4,2,1,1,0,1,0,3,3,0,3,1,0,4,1,0,0,0,2,0,3,0,0,2,3,3,1,0,2,4,4,1,4,2,4,0,4,0,2,1
69,0,65,27,1,0,3,1,14,0,2,0,0,0,1,2,1,1,1,0,4,1,1,1,1,3,1,0,0,1,0,2,1,2,4,4,3,1,2,0,3,1,4,3,3,1,1,3,2,4,3,1,1,0,4,0,0,3,0,2,1,3,2,2,3,2,4,4,1,4,2,0,4,4,3,2,4,4,1,1
79,0,6,6,8,4,2,1,3,1,2,0,4,0,2,1,1,4,3,2,0,2,4,4,0,4,3,3,0,2,4,0,1,4,2,2,4,4,4,0,1,0,4,0,0,2,0,0,3,1,0,2,4,4,4,3,2,2,2,0,1,1,3,4,0,4,4,0,3,4,4,4,4,3,0,0,1,1,2,0
58,1,0,10,8,0,2,1,23,2,2,0,0,0,1,2,1,2,4,1,2,0,0,1,1,3,1,3,1,1,0,1,1,1,4,4,4,0,0,3,0,1,0,0,3,4,4,0,3,4,4,0,2,4,1,0,4,1,4,0,0,0,0,1,1,0,2,3,4,0,1,1,3,0,1,0,1,2,0,1
81,3,54,9,6,4,0,1,9,0,2,1,4,5,3,4,0,2,1,2,0,0,1,3,3,2,3,0,2,2,4,0,3,3,3,1,4,1,2,4,1,2,0,1,0,3,1,1,4,0,2,2,3,2,2,0,0,2,2,4,4,1,0,2,3,2,2,0,1,2,2,2,0,0,3,1,2,3,0,1
62,1,24,39,14,2,3,0,18,7,2,3,2,5,2,1,2,2,4,4,3,4,2,3,2,0,1,4,0,1,0,1,1,1,2,2,4,4,4,0,0,0,4,0,1,3,4,1,1,1,4,2,4,0,2,3,2,1,0,1,0,0,3,1,1,2,1,0,2,2,2,2,0,4,3,2,2,4,4,3
54,1,87,42,1,4,3,2,0,1,3,0,3,0,1,2,2,2,4,0,4,1,1,1,3,2,1,3,1,3,3,3,3,3,3,1,0,2,1,1,3,3,1,3,1,1,3,3,3,0,0,0,3,4,0,0,0,4,3,1,1,3,3,1,1,3,1,3,1,1,2,2,3,4,3,2,3,1,4,0
35,0,36,99,13,0,0,1,2,8,0,3,0,4,3,4,3,1,1,4,3,4,0,1,1,3,2,0,4,3,3,0,1,4,4,4,4,4,4,4,3,1,1,3,3,2,0,3,2,0,3,0,1,2,0,0,0,1,0,2,4,1,4,2,3,3,3,0,4,4,4,0,4,4,2,3,1,2,0,4
