column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50,column51,column52,column53,column54,column55,column56,column57,column58,column59,column60,column61,column62,column63,column64,column65,column66,column67,column68,column69,column70
37,1,10,88,7,0,0,0,20,0,1,1,0,0,2,2,3,3,1,0,2,4,4,1,3,4,2,0,1,4,3,3,0,3,0,1,0,3,1,0,0,2,4,0,1,0,2,2,0,0,4,4,3,0,0,2,0,3,0,0,3,1,1,2,2,0,3,1,4,4
74,0,83,8,18,2,0,0,14,6,0,3,3,1,2,2,4,3,0,1,0,2,4,4,0,1,4,1,4,3,2,3,0,3,1,0,0,2,4,0,0,2,4,1,3,0,0,2,3,1,1,1,0,0,1,2,0,0,2,0,1,0,2,1,2,0,4,0,4,4
90,3,19,25,11,2,0,3,12,8,0,3,0,0,0,0,1,3,1,4,1,4,2,2,2,0,0,2,1,0,0,3,3,1,3,0,0,3,3,4,4,2,0,0,0,2,2,0,0,4,1,0,4,1,4,3,4,3,1,4,0,2,3,3,0,3,2,2,4,3
61,3,44,34,18,2,0,2,1,1,0,3,3,1,4,1,2,3,4,4,4,2,4,4,4,3,2,3,1,2,1,1,2,1,2,2,0,1,0,1,4,2,3,1,4,0,2,2,2,3,0,1,1,1,0,2,0,3,0,2,2,0,1,2,0,3,3,1,2,4
99,4,14,75,15,4,3,0,6,1,3,3,4,2,4,1,0,3,3,0,2,4,1,0,0,1,2,4,1,0,0,3,3,1,0,2,0,0,1,3,1,0,0,2,0,4,4,3,1,4,2,2,0,2,3,3,3,2,4,1,2,1,0,3,1,1,4,3,3,0
92,2,67,67,18,2,0,1,24,6,0,1,1,3,0,0,4,3,0,4,1,2,2,2,0,1,3,4,1,1,4,2,0,2,4,1,1,0,4,3,4,0,0,0,2,2,2,1,0,0,1,1,4,2,3,2,4,3,2,4,1,1,0,4,2,3,4,1,1,1
58,1,62,63,9,2,0,2,12,6,0,3,0,1,4,1,0,3,3,3,3,3,4,2,3,4,3,1,1,2,1,3,3,1,3,0,3,2,2,0,0,0,0,2,1,3,2,0,4,4,3,0,3,4,0,2,1,0,4,2,1,1,3,4,2,3,0,1,0,1
3,0,67,67,2,2,3,0,10,1,3,1,3,3,3,3,0,3,3,0,2,4,1,0,1,2,2,4,2,0,0,1,0,4,0,4,2,0,0,0,0,0,1,4,3,0,0,0,2,4,4,0,4,4,0,1,3,2,0,1,2,2,1,2,2,0,4,0,1,2
46,4,48,24,18,3,3,0,21,7,1,1,1,0,1,4,0,1,0,2,4,3,3,0,2,0,3,4,1,3,2,1,2,0,0,1,3,3,3,1,1,0,2,3,0,4,1,4,3,2,0,0,4,2,3,3,4,0,1,4,2,3,1,0,3,4,2,2,2,2
84,4,82,0,6,4,3,3,22,8,2,3,3,4,4,2,3,3,1,2,4,2,3,3,3,4,1,4,3,1,4,1,1,1,3,3,3,1,1,1,1,4,1,1,1,4,0,0,1,2,2,3,0,1,0,4,1,3,4,1,0,3,1,3,2,3,0,2,4,4
37,1,86,48,0,0,0,1,3,9,0,0,2,3,4,1,2,1,1,0,2,0,3,3,2,0,1,1,4,0,3,1,3,2,4,3,3,4,1,4,0,0,0,3,1,0,2,1,1,1,0,4,0,2,1,2,3,4,0,3,2,2,4,2,1,4,3,3,0,0
78,0,22,79,7,2,1,1,0,2,2,2,1,1,4,1,4,2,2,0,2,4,3,4,2,0,2,4,2,3,2,2,1,4,0,2,0,2,3,1,4,2,2,2,3,1,3,3,4,2,0,1,1,4,0,2,0,1,3,1,2,0,1,1,2,4,0,2,0,2
95,0,53,57,10,2,2,1,2,6,0,1,1,3,3,3,1,3,0,0,2,2,2,2,3,4,1,3,2,2,2,4,4,3,3,0,4,4,1,1,3,3,0,1,3,1,3,0,3,0,1,0,4,3,0,1,3,2,2,3,4,1,0,3,2,4,0,1,2,4
64,1,90,94,5,3,0,1,11,5,4,2,1,5,0,0,3,3,1,4,1,4,2,2,1,1,1,4,3,2,1,3,0,2,3,0,0,0,3,1,0,3,0,0,1,4,2,0,1,0,0,0,3,0,4,4,0,3,1,0,4,1,3,2,2,4,0,4,1,2
78,0,67,67,17,0,3,3,4,9,3,1,0,1,3,3,2,2,2,1,0,4,0,3,4,3,3,3,4,4,1,2,4,1,3,2,0,1,0,1,1,1,0,0,0,1,0,3,4,4,3,1,2,1,1,0,0,0,3,3,1,2,1,0,3,2,4,2,0,2
91,1,64,36,9,2,0,0,6,1,2,0,0,1,1,4,3,2,2,2,4,4,3,4,1,1,2,2,3,4,3,0,4,1,0,0,0,1,4,2,0,0,2,0,1,3,3,3,4,4,3,3,0,0,0,0,3,1,4,1,1,1,4,3,1,3,2,1,1,1
2,3,29,41,18,4,1,3,3,7,2,2,2,2,0,0,2,2,2,0,2,2,4,4,2,0,1,3,2,4,3,3,4,0,2,2,3,0,1,1,4,0,0,0,1,2,1,1,4,2,4,4,2,2,2,2,0,4,0,2,3,1,4,4,1,4,1,2,0,2
8,4,14,75,4,1,2,1,20,2,1,1,4,1,3,3,0,3,3,4,1,4,0,0,3,4,1,3,2,0,0,0,4,2,3,3,1,3,4,0,1,3,3,3,0,4,0,0,1,4,2,2,0,2,2,1,4,1,0,0,1,4,2,3,4,1,3,1,2,4
94,2,71,55,15,0,3,0,13,7,4,0,1,1,1,4,0,1,2,0,2,4,2,2,4,3,3,3,4,4,3,3,2,2,3,1,1,2,0,0,1,4,2,2,2,0,1,3,4,3,0,4,2,3,2,0,3,1,0,2,2,3,0,4,2,0,4,2,2,4
98,1,76,54,9,0,1,0,13,0,4,3,0,4,2,2,2,2,2,4,1,2,0,0,3,4,2,1,4,0,0,0,0,2,0,0,4,1,1,2,2,0,4,1,3,3,1,0,0,0,1,0,3,2,1,2,1,2,0,3,1,3,4,2,0,0,4,4,4,0
67,4,44,34,14,0,3,3,7,1,2,1,4,5,1,4,0,1,2,2,4,3,1,4,1,2,3,2,2,1,4,0,0,2,0,0,0,2,4,0,4,0,0,2,0,1,2,0,4,2,2,3,1,0,0,0,0,0,0,1,0,1,0,2,3,2,4,2,2,3
14,4,75,81,18,4,1,0,10,1,0,0,3,5,4,1,4,3,0,1,0,4,2,2,0,1,1,4,3,4,3,2,1,4,0,1,0,0,1,1,0,1,2,3,0,1,3,1,0,2,0,4,3,0,4,0,0,1,0,2,2,3,0,0,1,1,4,2,4,2
67,4,97,97,7,3,3,0,14,6,0,3,0,0,3,3,1,0,0,4,1,0,0,0,4,0,4,3,3,3,2,2,0,2,0,4,1,3,0,4,0,0,0,3,0,0,0,1,0,2,0,1,3,1,1,1,4,3,2,3,3,1,4,3,1,4,2,2,1,4
63,0,80,0,15,2,3,1,23,8,0,1,0,0,0,0,3,3,0,2,4,1,1,0,2,0,2,1,4,0,0,2,2,0,0,3,0,0,0,4,1,4,0,3,3,0,1,0,0,0,2,2,0,1,4,3,3,1,1,1,0,1,1,2,0,4,4,2,2,0
66,1,27,92,18,1,3,3,24,0,0,0,4,1,3,3,3,3,1,3,3,0,4,2,2,0,4,2,1,0,0,3,0,3,0,1,0,1,0,1,0,4,3,3,4,0,0,2,1,1,2,2,1,4,3,3,0,4,0,3,3,1,2,1,0,2,4,1,1,4
51,2,40,85,7,2,1,0,20,3,0,2,2,2,2,2,2,3,4,0,2,4,4,1,1,2,1,1,4,3,2,1,0,4,1,4,3,1,2,2,1,2,4,1,0,0,0,0,0,3,0,0,2,1,0,0,0,2,1,1,4,2,1,0,2,3,4,1,0,1
5,3,70,5,7,0,0,3,6,9,2,1,0,4,1,4,1,1,0,3,3,4,4,1,2,0,1,0,1,0,0,3,2,2,0,3,3,1,3,1,0,3,2,2,0,1,1,0,3,0,1,2,2,1,0,2,1,1,0,3,0,2,1,4,2,4,0,0,3,2
93,1,56,29,2,2,3,1,5,2,2,0,0,1,4,1,0,2,1,4,1,2,0,0,2,0,2,4,2,0,0,0,2,0,0,4,0,2,1,1,1,4,0,1,3,3,1,4,1,3,1,2,2,1,0,1,4,0,3,1,1,1,3,4,0,0,0,2,0,2
4,0,28,19,9,0,1,0,4,3,0,1,0,0,0,0,4,3,0,3,3,4,4,1,4,3,1,4,3,4,3,0,0,2,0,1,0,3,0,2,0,1,0,3,4,1,2,0,3,2,0,2,2,2,0,0,1,1,0,1,1,2,2,2,3,1,2,2,1,2
88,4,83,8,13,4,1,0,22,8,4,1,0,1,4,1,3,1,3,2,4,0,0,0,2,0,3,1,3,0,0,1,2,0,0,4,1,2,3,4,0,0,1,1,2,1,1,3,2,4,1,0,1,0,4,0,3,1,1,1,1,2,0,3,2,3,0,3,2,1
94,2,47,76,14,4,2,1,24,6,1,1,2,4,2,2,1,4,4,2,0,4,2,2,3,4,3,3,4,4,3,2,0,2,0,1,4,0,1,0,3,1,4,1,0,2,1,0,0,3,3,1,1,1,1,1,0,1,0,4,2,2,3,1,1,3,0,2,0,2
28,3,39,71,10,3,1,1,12,9,3,1,1,5,1,4,1,2,3,4,1,0,4,2,3,4,0,3,3,0,0,2,4,1,0,0,1,4,4,1,0,0,3,0,1,2,4,3,0,3,3,2,4,4,3,3,1,3,2,3,3,1,0,2,3,4,0,3,4,2
21,4,76,0,18,0,0,3,1,8,0,0,1,2,2,2,4,1,4,2,4,2,4,4,2,0,2,3,0,4,3,2,1,4,2,0,0,0,1,1,0,2,4,1,0,4,0,0,0,0,4,4,2,1,2,0,0,0,2,1,2,1,4,4,2,0,4,2,2,0
79,4,59,13,5,3,0,2,16,0,1,3,1,2,3,3,3,4,0,3,3,3,0,0,1,2,0,3,3,4,3,2,2,0,0,3,0,2,2,2,4,0,0,3,1,1,1,1,3,0,4,0,3,4,4,3,0,4,3,3,2,1,0,1,0,1,2,0,0,4
85,1,14,75,0,0,0,1,10,8,0,1,3,5,0,0,4,4,3,2,4,1,4,1,4,3,3,2,2,3,2,2,1,4,0,0,1,2,1,4,0,2,0,0,4,0,1,0,0,1,0,3,0,2,0,1,3,4,2,1,0,1,0,3,1,4,0,1,2,2
79,4,77,99,10,2,2,3,2,6,4,0,4,5,3,3,4,3,0,4,1,0,4,2,4,3,2,3,0,1,4,4,1,1,0,0,0,0,0,1,2,1,0,4,0,1,2,0,0,2,2,3,2,1,2,4,4,3,2,4,2,1,0,4,4,4,4,1,4,0
56,3,78,3,16,4,1,2,4,7,0,0,1,2,1,4,0,2,1,2,4,2,1,1,2,0,3,3,0,0,0,0,2,0,0,3,0,1,0,4,2,3,0,2,4,3,1,4,1,4,0,0,4,0,0,0,0,0,0,0,2,1,1,3,2,3,2,3,3,1
73,0,22,79,5,2,1,1,17,7,0,3,4,4,2,2,3,1,3,3,3,4,0,3,4,3,3,3,1,4,0,2,1,4,4,1,4,1,3,2,0,0,0,0,3,1,3,1,0,1,0,3,0,0,3,3,0,4,2,2,2,2,0,1,4,3,4,3,2,1
95,0,1,72,18,3,3,0,13,7,0,1,3,5,1,2,3,1,3,0,0,4,2,0,2,0,4,1,4,1,4,3,2,2,0,1,1,2,0,4,4,1,4,1,3,0,4,0,0,2,4,3,4,4,1,1,0,1,0,0,1,0,3,4,1,1,2,2,1,2
48,1,41,40,0,4,2,2,6,6,0,0,1,5,2,0,0,0,0,4,1,2,2,2,3,4,1,0,1,0,0,0,3,4,0,1,1,0,2,0,3,3,0,3,1,3,0,4,3,0,1,0,2,1,0,3,1,1,2,2,1,3,0,3,3,4,2,1,2,1
63,4,22,79,5,4,3,2,11,4,3,1,3,3,3,3,1,3,2,3,4,3,3,1,4,4,3,3,4,3,2,3,4,0,1,1,2,4,1,1,2,4,3,0,1,1,1,4,0,2,0,1,0,4,1,2,0,0,2,1,3,2,1,2,3,1,0,3,2,2
76,2,3,31,9,4,0,1,14,3,0,1,2,0,4,1,3,1,0,0,2,2,1,1,3,1,1,1,4,3,2,1,0,4,0,1,1,3,2,3,4,0,1,1,0,0,3,3,1,0,1,0,3,2,4,3,3,1,2,4,1,2,1,3,1,4,0,0,0,2
90,0,35,21,1,4,3,0,16,0,4,3,1,5,4,1,0,3,3,0,2,3,4,2,3,4,3,4,0,0,0,3,2,2,4,1,0,0,1,1,4,4,1,1,3,0,2,0,0,4,0,2,1,2,0,0,0,2,0,3,2,3,1,1,0,0,0,0,3,4
61,3,51,17,16,3,0,2,5,2,0,3,1,5,3,3,0,2,1,4,1,3,2,3,3,1,4,3,3,2,1,3,3,1,3,0,1,4,4,2,0,0,0,4,4,1,0,2,1,1,0,0,4,0,0,3,4,2,3,3,0,2,2,4,3,3,0,3,2,2
35,0,76,54,1,1,1,1,10,8,2,2,1,3,4,1,4,3,0,0,2,4,0,3,3,4,2,0,1,0,0,2,3,3,4,2,2,4,1,0,0,2,0,2,2,3,0,4,4,2,1,0,2,3,4,2,3,2,1,0,0,0,0,4,0,3,0,4,0,4
10,1,53,57,15,3,0,2,13,3,0,2,4,1,3,3,4,0,2,0,2,4,3,0,0,1,4,3,3,3,2,2,1,4,0,4,0,1,4,1,4,0,0,4,1,3,0,1,0,2,0,1,0,3,0,0,0,2,0,4,1,2,4,1,1,0,4,1,1,1
65,2,53,57,18,2,0,1,24,6,2,3,1,3,4,1,3,0,4,2,4,2,1,1,1,2,4,4,2,0,0,2,2,0,1,1,0,4,1,2,4,3,0,1,1,2,1,4,2,3,1,1,3,0,4,1,0,3,2,4,2,2,3,2,3,1,1,2,4,4
8,4,98,66,18,3,3,1,22,3,0,0,0,4,1,4,4,1,4,3,3,2,3,3,3,4,4,2,1,0,0,3,0,3,4,3,4,0,4,0,1,4,0,0,1,4,0,2,2,1,1,3,0,1,0,0,0,0,0,4,1,3,0,3,3,3,0,1,4,4
79,0,75,81,0,0,0,1,15,9,4,1,3,5,1,4,0,2,1,0,2,2,1,1,3,4,3,3,4,0,0,3,1,4,1,0,0,4,1,1,4,4,2,0,4,0,3,0,1,2,2,2,1,1,3,0,3,2,3,4,3,1,0,1,2,3,2,1,1,4
88,4,52,59,2,2,3,2,23,4,0,2,1,4,4,1,3,1,4,1,0,4,2,0,2,4,3,4,1,0,0,4,4,3,0,3,4,1,1,0,0,0,0,1,2,4,2,2,2,1,1,1,0,2,3,3,2,1,1,1,0,0,1,1,0,4,2,0,0,2
67,4,82,22,13,1,1,3,22,8,0,0,1,2,3,3,1,2,3,2,4,4,4,1,3,4,4,1,4,4,3,1,2,0,0,3,3,2,1,1,2,2,0,4,2,4,1,4,2,0,4,1,0,3,4,0,4,0,2,3,2,0,1,3,1,3,4,2,1,4
49,2,22,79,7,2,1,1,16,3,4,0,0,3,4,1,3,0,4,2,4,2,0,0,3,4,3,0,0,3,2,3,1,4,0,0,1,4,3,1,0,2,1,1,2,0,4,4,3,0,1,1,2,4,2,0,0,3,1,4,1,0,4,1,3,4,0,3,4,4
73,1,32,90,11,3,3,1,24,6,4,3,1,0,3,3,3,3,1,3,3,3,4,2,1,2,0,1,2,3,3,2,4,3,4,1,3,3,3,0,1,1,3,4,4,0,3,0,1,0,4,4,1,4,0,2,0,0,4,4,4,1,1,3,1,0,3,0,1,0
56,3,29,41,15,4,3,1,6,0,2,1,0,4,3,3,4,2,1,3,3,1,0,2,2,0,1,2,0,0,0,2,4,1,3,0,4,0,3,4,1,4,3,3,0,1,3,2,1,1,1,0,2,2,2,0,0,3,4,3,2,3,1,0,1,2,1,3,2,4
67,4,61,82,2,2,3,0,23,4,2,1,0,0,3,3,0,3,3,4,1,3,3,1,2,0,4,3,3,2,1,1,0,4,1,1,0,4,0,1,1,4,0,2,0,4,1,1,0,0,0,0,2,3,4,0,1,1,2,1,1,2,3,2,1,3,0,3,3,4
77,2,6,18,9,3,1,0,13,7,2,1,1,5,4,1,0,2,1,0,2,3,3,0,4,3,3,2,2,0,0,3,1,4,0,4,0,0,0,4,4,0,1,1,2,2,0,1,0,0,1,2,4,0,0,2,3,1,2,0,4,2,0,1,1,1,3,1,1,0
12,2,21,26,1,0,0,3,3,7,1,2,0,4,1,4,3,2,2,1,0,2,1,1,1,2,1,4,2,3,2,0,0,2,1,3,4,1,2,2,0,1,2,2,4,1,0,1,0,4,2,0,3,4,1,0,2,1,2,0,3,1,2,4,1,4,0,1,0,4
33,2,44,1,2,0,1,0,1,4,2,0,3,0,3,3,3,3,1,4,1,2,0,0,2,0,1,3,2,3,2,0,4,1,0,4,0,0,4,1,1,2,3,1,2,1,4,3,1,1,0,0,0,0,1,0,1,3,1,4,0,3,1,4,1,3,4,0,2,2
67,4,22,79,2,4,1,3,3,7,2,2,1,2,4,1,2,3,4,3,3,2,3,3,0,1,2,3,0,3,2,3,2,2,2,3,3,1,0,3,2,2,1,0,0,4,3,0,0,3,0,3,1,4,0,4,0,4,0,0,3,1,2,2,0,3,4,1,2,4
18,3,93,4,0,2,2,0,20,0,4,0,0,3,1,4,2,1,1,3,3,4,0,3,3,4,1,2,0,0,0,4,3,0,4,3,2,4,4,0,3,0,0,2,4,4,2,1,1,1,1,2,3,1,0,0,1,4,0,3,0,1,0,1,0,3,0,0,0,0
16,1,54,87,18,2,0,1,24,1,4,1,0,1,0,0,4,3,1,2,4,1,4,1,2,0,1,3,2,0,0,3,1,4,0,0,1,2,1,4,4,2,1,3,1,0,1,0,0,1,1,0,4,3,1,0,0,3,0,2,4,2,1,1,3,3,0,3,4,1
13,0,97,97,9,4,0,0,10,1,3,3,1,2,1,4,2,4,0,2,4,3,1,4,3,4,3,0,0,0,0,4,0,4,2,0,3,1,1,0,0,0,2,2,0,0,3,0,0,0,2,0,0,0,2,4,1,3,4,2,1,2,4,1,1,4,3,3,0,3
1,4,40,85,9,2,0,0,17,4,0,0,1,2,4,1,3,3,0,2,4,4,2,2,0,1,1,1,4,3,2,3,0,4,3,0,0,1,1,1,0,0,1,1,1,4,3,4,3,0,0,1,1,0,4,0,0,0,1,3,0,4,2,0,2,3,3,3,2,4
84,4,13,89,1,0,0,0,17,1,0,1,3,5,2,2,3,2,2,2,4,2,0,0,1,2,1,3,2,1,4,1,4,3,0,4,0,2,2,2,0,4,1,1,0,0,3,2,0,2,1,3,4,2,0,1,4,0,4,2,2,4,1,3,3,3,0,0,3,2
14,4,13,89,7,4,0,3,4,9,0,3,1,5,0,0,0,0,0,2,4,3,0,0,1,2,4,3,3,0,0,2,4,1,0,1,1,0,2,1,4,4,2,0,2,4,3,3,0,2,0,3,3,2,0,3,1,3,3,0,0,1,4,3,0,3,0,3,0,4
91,1,39,71,15,2,2,0,1,4,1,1,1,3,3,3,4,4,3,0,2,3,4,2,3,4,3,3,4,3,2,2,1,4,3,1,2,4,4,1,1,2,0,4,2,0,0,4,1,0,1,1,4,0,4,0,3,1,1,3,1,4,1,4,2,3,2,3,0,1
70,3,76,54,1,4,3,0,16,0,0,3,3,1,2,0,4,2,1,4,1,1,2,3,3,0,2,1,4,4,3,3,1,4,4,2,0,1,3,4,1,4,0,3,4,1,0,0,0,4,4,0,3,3,1,2,4,2,0,4,1,0,4,4,1,4,4,3,3,4
72,2,79,44,0,3,3,1,15,9,4,3,1,0,4,1,2,2,2,3,3,1,4,1,4,3,2,2,3,3,2,0,0,2,1,1,3,3,0,3,1,4,1,1,2,2,2,0,0,2,0,0,3,3,4,3,1,1,2,3,4,3,1,2,2,0,0,1,3,4
86,3,8,12,7,1,0,1,5,2,3,1,1,5,1,4,3,1,3,0,2,3,4,3,1,2,3,4,1,1,4,2,1,4,2,2,1,0,3,2,0,0,4,0,4,3,4,1,0,4,2,3,1,3,0,2,0,4,0,0,1,2,3,0,1,3,4,1,2,2
3,0,53,57,1,2,3,3,11,2,0,0,3,5,4,1,3,3,1,0,2,3,3,1,2,0,2,0,1,0,0,3,1,1,0,1,1,2,3,0,1,4,1,0,3,1,0,3,1,3,1,0,0,0,3,4,3,3,0,0,1,2,2,4,2,4,4,1,2,2
60,0,14,75,10,0,3,0,17,4,0,3,3,1,1,4,0,1,2,2,4,3,0,0,2,0,4,0,0,4,3,4,0,4,0,0,1,3,1,4,1,0,3,2,3,0,3,0,4,4,4,4,0,0,2,4,4,0,2,4,1,2,4,0,1,0,0,2,3,4
57,0,92,0,7,2,1,0,0,9,4,2,2,2,1,4,2,1,1,3,3,3,4,2,3,4,1,3,2,3,2,3,2,2,0,0,3,0,1,1,2,2,3,2,3,1,1,1,0,4,2,1,0,1,1,1,0,4,3,3,0,3,0,3,0,4,3,1,0,1
43,4,85,51,0,4,2,3,13,1,1,1,3,2,3,3,3,2,2,4,1,3,2,3,3,4,3,3,4,1,4,1,0,4,4,3,0,1,1,0,3,3,0,2,1,4,3,0,0,2,1,3,0,1,2,0,4,2,4,1,4,0,2,1,0,0,0,1,0,4
92,4,50,46,6,2,0,3,24,3,2,0,1,4,4,1,0,3,3,1,0,3,1,4,1,2,3,2,2,3,2,3,1,4,4,2,4,1,2,0,4,1,2,3,0,4,4,0,0,4,0,1,1,3,1,0,2,0,0,3,2,2,1,2,0,0,4,3,0,2
68,3,71,55,16,2,3,1,6,0,0,1,0,0,3,3,1,1,0,0,2,1,1,0,3,4,3,2,2,0,0,3,3,1,1,4,3,3,1,1,1,4,3,2,4,1,0,3,3,0,1,2,1,0,1,0,0,1,0,3,1,4,4,3,2,3,3,3,2,1
98,1,40,85,2,2,3,2,1,1,0,1,4,1,2,2,1,1,2,2,4,4,1,0,3,4,2,3,0,4,3,0,3,4,0,4,0,2,1,1,4,4,4,1,1,3,1,0,4,0,4,1,1,0,2,4,1,3,4,1,3,1,0,4,1,3,2,3,1,4
73,1,95,45,11,0,2,1,19,0,3,0,0,1,1,4,1,0,1,2,4,4,2,2,4,3,3,3,4,0,0,0,1,3,0,4,0,2,0,1,2,1,0,0,1,3,3,2,0,4,1,0,3,0,1,2,0,0,0,3,1,1,3,1,2,3,4,3,0,3
46,0,17,70,2,3,0,2,19,2,2,0,1,4,3,3,1,2,3,1,0,4,0,3,2,0,1,3,2,3,2,2,1,4,4,3,4,0,2,1,2,0,0,4,3,1,3,1,0,1,0,0,0,2,1,1,0,0,0,0,1,1,2,3,3,3,0,1,2,2
38,0,66,9,0,0,0,3,9,5,2,1,3,0,3,1,1,3,2,0,2,4,2,2,4,3,1,3,2,0,0,4,0,4,3,0,2,3,0,2,0,1,0,1,3,4,2,0,4,0,2,2,1,3,0,1,3,4,4,2,1,1,3,4,3,3,3,1,2,0
4,1,71,1,5,3,0,0,9,2,0,0,1,2,1,2,0,3,0,3,3,0,4,2,3,4,1,3,2,0,0,4,3,0,3,1,0,2,1,1,0,3,4,0,0,3,1,0,0,0,3,1,2,0,1,1,1,0,0,0,2,4,2,1,2,3,2,3,1,0
12,2,52,59,2,4,1,0,6,1,2,2,4,1,0,0,1,2,3,4,1,4,3,4,1,2,4,4,2,3,2,3,0,3,1,0,4,1,3,2,0,3,2,0,2,2,0,3,0,0,0,1,2,0,1,1,3,4,0,2,1,0,2,4,2,3,2,3,0,4
38,2,6,18,1,0,0,1,23,8,4,0,0,3,4,1,3,3,1,1,3,4,4,4,3,4,3,1,3,3,1,2,1,4,2,2,2,4,3,1,4,2,0,0,1,2,0,1,1,0,0,0,2,0,0,0,0,4,2,1,4,2,3,4,1,0,4,3,1,4
27,4,34,53,12,1,2,3,6,9,0,0,4,1,4,1,3,3,1,2,4,3,1,4,2,0,4,2,1,1,4,4,0,0,2,2,1,2,0,4,3,1,2,1,1,1,3,4,1,1,2,1,2,3,3,3,2,0,3,3,0,0,4,1,1,4,4,3,1,2
58,4,65,65,0,4,3,0,15,0,2,0,0,1,0,0,3,3,1,4,1,2,2,2,0,1,4,3,3,0,0,3,0,3,3,0,1,1,1,0,1,4,1,0,0,1,0,4,0,1,1,0,0,0,0,1,4,2,3,3,1,1,1,0,1,2,3,0,4,2
71,4,96,33,17,1,2,0,19,9,0,0,0,0,3,3,4,1,4,0,2,4,0,3,3,1,2,4,2,0,0,2,0,2,4,3,0,0,4,3,1,1,3,4,1,1,2,0,2,0,2,2,0,1,1,0,0,2,3,1,3,2,0,2,0,3,4,1,0,1
43,4,3,31,9,3,1,1,3,9,2,2,0,1,1,4,1,3,2,3,3,4,2,1,0,1,2,3,0,4,3,3,4,0,1,1,0,2,4,3,0,2,0,1,2,2,4,4,0,2,0,1,2,1,2,4,1,0,3,3,0,2,0,2,2,4,2,2,2,0
2,3,3,31,5,2,1,3,3,7,2,0,1,4,0,0,0,2,1,4,1,3,3,1,1,1,3,1,3,4,3,2,1,4,0,1,4,1,4,3,4,2,2,3,4,1,0,1,0,4,3,1,3,0,4,0,4,4,0,2,2,3,4,2,2,4,4,1,0,1
16,1,3,31,4,1,3,0,3,0,0,3,1,5,1,4,0,0,4,2,4,4,0,0,3,4,3,0,0,0,0,2,1,4,0,4,1,0,1,1,4,1,4,2,3,0,0,0,1,3,1,2,0,0,0,0,1,1,0,3,3,1,0,2,1,4,4,0,1,2
35,0,2,6,18,2,0,1,5,2,2,0,4,1,3,3,4,3,0,4,1,0,3,3,2,0,2,1,4,0,0,0,4,1,4,3,0,3,3,1,4,2,3,3,0,4,4,3,3,2,3,2,0,0,1,0,0,3,3,0,2,1,1,1,3,3,0,3,0,0
68,3,32,90,2,3,0,3,17,9,0,1,2,0,0,0,3,2,2,4,1,3,3,1,4,3,3,4,1,3,2,1,1,1,0,1,3,3,1,2,0,0,0,0,4,1,0,3,0,2,1,1,0,4,0,2,3,2,3,3,1,0,4,4,2,3,3,0,2,1
67,4,63,77,0,2,2,2,12,6,3,3,3,0,3,0,0,3,3,1,0,4,0,3,1,2,1,2,0,2,1,3,1,4,1,3,0,0,0,2,0,3,1,0,0,1,2,0,0,4,3,2,4,0,2,0,2,2,0,3,1,4,1,1,1,3,4,3,0,1
77,1,37,14,1,3,0,0,14,6,0,1,0,0,4,1,2,3,4,3,3,2,1,1,2,0,2,0,1,0,0,3,3,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,4,1,2,2,3,4,3,1,4,4,4,1,4,1,2,3,0,4,3,1,4
63,4,74,0,11,4,1,0,11,8,0,3,1,5,3,3,4,3,0,1,0,4,3,4,3,4,1,2,0,3,2,0,1,3,0,0,0,0,4,0,0,2,0,4,1,1,0,4,1,2,0,0,2,4,2,0,0,1,2,1,1,0,0,1,3,1,4,1,1,2
1,4,17,1,3,3,3,1,12,9,4,3,2,2,4,1,2,1,1,0,2,4,0,3,3,4,1,3,2,4,3,2,4,1,0,2,0,1,1,1,1,4,0,1,2,4,0,3,0,0,4,4,0,0,1,2,3,2,3,3,1,2,1,3,1,0,1,2,0,2
49,2,98,66,18,1,3,0,13,7,3,3,0,0,3,3,0,1,2,4,1,0,2,4,4,3,1,0,1,1,4,3,0,3,2,2,0,3,0,2,3,4,0,4,2,1,3,2,0,2,1,3,3,1,4,3,4,1,0,0,1,1,1,0,3,4,4,1,0,2
60,0,6,18,13,1,1,3,2,6,2,3,1,2,1,4,0,2,1,3,3,3,1,4,3,4,2,4,2,1,4,2,0,2,2,0,3,2,3,1,2,1,0,0,4,0,1,1,0,4,2,3,2,1,1,1,3,4,2,3,1,1,2,0,2,3,0,1,1,0
64,1,76,54,18,2,0,2,7,3,4,3,2,2,3,0,1,3,2,4,1,3,2,3,4,3,4,4,2,0,2,0,2,0,3,3,3,0,0,1,4,3,2,0,1,3,1,4,0,2,1,1,3,0,1,1,0,2,0,0,2,2,3,4,0,0,4,4,2,4
46,4,33,5,18,4,1,3,5,4,0,2,0,2,1,4,4,3,0,2,4,2,4,4,0,1,1,2,0,0,0,2,0,2,0,2,0,0,4,3,4,0,2,2,1,4,0,4,3,2,1,0,2,1,0,0,3,1,2,1,3,2,0,1,4,4,1,1,0,4
