column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50
87,4,73,0,15,3,2,3,23,8,4,3,3,4,2,1,1,3,4,3,3,4,4,4,4,0,4,4,4,0,1,0,4,0,1,3,4,4,4,0,4,3,1,0,4,2,4,4,3,2
73,4,52,74,9,1,2,3,0,2,2,3,3,1,2,2,4,4,1,3,3,3,1,1,4,3,0,2,0,4,1,0,0,3,4,2,0,0,4,1,3,1,4,4,4,1,4,2,0,2
73,4,61,10,11,1,3,1,2,2,2,1,0,4,1,0,2,2,0,0,4,1,4,3,4,4,4,1,2,2,0,1,0,2,0,2,2,0,0,4,0,1,2,4,3,4,1,1,2,4
15,4,22,61,3,2,0,0,9,9,1,0,4,5,3,3,1,0,2,1,1,4,1,3,1,2,4,3,0,2,3,1,3,0,0,1,0,3,1,4,2,4,2,2,4,2,0,1,3,0
35,2,67,99,19,3,3,2,6,4,3,3,1,3,0,2,4,4,1,4,2,3,1,1,2,3,3,2,2,2,1,0,4,4,0,3,0,2,1,3,1,2,1,2,1,2,2,3,3,4
54,0,90,84,4,2,3,1,4,9,0,2,1,3,0,2,4,4,1,4,2,1,1,3,3,0,2,2,2,3,3,1,4,3,0,0,3,0,2,1,1,1,2,2,3,2,3,4,0,3
48,1,35,50,16,2,0,3,20,7,3,2,2,4,1,2,1,2,1,0,4,3,1,1,3,0,0,2,0,2,0,1,4,4,0,4,0,2,3,2,3,0,2,4,2,2,1,1,3,1
20,4,26,69,4,1,0,3,3,3,4,0,3,1,1,0,3,2,1,1,0,4,2,0,1,0,1,0,1,1,1,2,3,3,0,0,1,1,2,0,4,3,4,1,3,2,2,0,2,0
91,1,67,99,5,3,0,1,22,0,3,3,2,5,3,3,4,2,4,4,2,4,1,3,2,0,2,4,3,1,3,0,0,2,1,0,1,1,1,1,2,0,4,4,1,2,4,0,2,1
2,2,20,3,11,0,2,2,5,1,4,3,3,4,2,1,2,0,4,3,3,2,3,0,0,2,0,3,0,4,3,1,2,2,4,4,4,0,1,1,3,3,2,4,1,2,3,0,0,1
46,3,11,15,1,1,0,0,7,2,0,0,1,3,4,1,0,1,3,3,0,0,2,0,1,0,1,3,3,3,4,3,2,2,4,2,3,0,0,0,0,1,2,0,3,3,2,1,0,4
32,0,79,24,11,1,3,3,12,6,0,0,2,1,1,0,2,4,3,2,0,2,2,4,0,0,0,4,2,0,1,0,0,1,1,1,2,1,0,4,0,1,4,1,2,4,2,0,1,0
81,1,84,19,6,3,0,1,4,9,2,2,1,3,1,0,4,1,0,4,2,2,3,0,1,0,1,0,1,1,2,3,0,2,2,2,3,1,0,1,0,1,4,4,3,2,4,1,3,4
13,0,74,0,16,4,1,1,3,0,3,2,0,3,1,0,0,0,2,4,2,2,2,4,4,0,0,1,2,0,4,3,3,0,3,0,1,3,0,4,1,2,3,1,0,3,1,2,1,0
45,2,48,26,6,0,1,3,13,7,0,0,0,0,2,1,1,4,3,3,3,2,1,3,4,0,3,2,1,3,0,1,1,1,4,4,3,0,2,0,0,2,4,0,2,0,4,0,1,2
73,4,67,99,18,1,3,1,18,4,0,0,0,0,4,4,1,3,4,3,3,2,1,3,0,0,2,3,0,0,0,1,2,0,1,4,0,1,2,2,0,1,3,1,0,2,4,1,3,3
37,3,3,77,13,0,3,3,15,6,0,2,2,3,1,0,1,4,3,0,4,1,2,1,3,0,1,2,2,0,1,3,0,2,3,0,2,0,1,2,3,0,1,2,4,4,1,3,2,0
45,2,32,52,0,1,0,2,1,0,2,0,1,0,1,0,4,4,1,2,1,4,1,3,3,0,3,2,3,2,2,1,4,4,3,1,2,1,0,2,4,4,1,0,3,4,3,1,4,0
51,3,93,46,5,3,3,0,13,5,1,3,2,2,1,0,2,1,1,4,2,3,1,1,1,2,2,0,2,0,2,1,4,0,2,1,0,1,3,1,1,1,1,0,2,1,4,2,2,0
53,4,38,3,0,3,2,1,2,2,1,0,1,3,1,0,2,2,0,2,1,4,0,2,0,0,4,3,0,1,4,3,0,2,3,2,1,2,0,0,2,4,1,3,2,4,2,1,2,0
59,3,81,12,3,4,2,3,13,7,0,3,0,1,3,3,3,4,0,0,0,0,2,0,0,1,1,3,3,0,0,2,1,2,3,2,2,3,1,1,4,3,3,0,0,0,1,3,1,1
64,2,46,6,1,0,3,0,6,5,4,0,1,0,2,1,0,2,0,2,1,2,2,4,1,4,3,0,0,1,4,1,1,0,1,2,4,2,1,3,4,0,2,3,2,2,4,1,3,0
3,1,23,56,13,1,1,3,10,1,1,3,3,4,3,3,1,2,1,2,1,4,4,4,4,2,0,4,3,3,1,1,0,3,1,4,1,2,3,1,2,4,1,0,1,4,1,1,3,0
48,1,79,1,19,2,0,2,13,0,4,3,3,4,0,2,4,4,4,1,0,1,1,0,0,3,0,3,1,1,1,1,2,2,3,1,0,2,3,2,4,0,0,3,1,2,3,0,2,0
58,1,16,97,12,1,3,1,19,2,0,2,3,0,0,4,1,1,0,1,0,4,1,3,2,1,2,3,2,1,0,1,0,0,0,2,0,4,3,1,0,3,2,0,4,1,4,2,3,0
7,1,57,70,16,0,1,1,0,6,0,0,0,0,4,4,3,3,4,3,0,3,1,1,1,1,2,1,1,3,4,3,0,0,3,1,3,1,3,1,4,3,4,3,3,0,4,0,1,0
86,3,12,5,16,3,3,1,21,7,0,2,0,0,2,1,1,4,2,1,0,4,1,3,3,3,4,2,2,0,4,1,3,1,0,0,0,2,0,2,4,1,4,0,4,2,1,0,4,1
99,3,47,9,8,3,1,1,15,9,4,0,2,3,1,0,2,3,3,4,0,2,4,2,0,0,4,3,3,3,1,0,0,1,0,1,4,1,0,3,4,4,0,4,1,1,4,0,2,0
97,1,58,32,10,1,1,3,15,6,0,3,2,5,2,1,4,4,0,1,0,4,2,0,1,1,1,3,2,0,3,0,3,2,3,1,4,3,4,1,4,3,1,3,0,2,2,0,4,0
60,0,24,42,17,1,0,3,16,0,3,1,0,5,4,4,3,0,3,3,3,2,2,4,3,1,3,2,1,1,1,0,1,1,3,1,0,4,2,4,4,0,1,4,4,2,1,3,2,0
63,3,72,91,13,1,2,3,11,2,4,0,0,2,0,2,4,3,2,0,4,3,0,0,1,1,1,3,0,1,2,0,3,0,4,1,0,0,1,1,3,0,3,1,3,3,3,2,3,3
49,0,96,63,17,3,2,1,21,7,2,1,3,0,0,2,4,2,4,4,2,2,2,4,3,2,0,1,0,0,3,1,0,0,4,4,3,2,2,4,3,1,1,0,4,1,3,0,3,0
61,4,8,18,19,2,0,1,6,4,0,1,1,5,3,3,3,2,1,1,0,2,1,3,4,2,2,1,3,1,0,0,4,4,1,4,1,1,3,1,4,3,2,0,3,1,1,0,1,4
40,1,94,80,2,1,0,1,10,6,0,0,4,5,4,4,2,3,2,1,0,3,1,1,0,2,1,0,3,2,1,1,3,2,3,0,3,1,1,1,4,4,4,0,4,0,1,1,1,0
66,3,26,69,3,0,0,2,11,3,4,3,2,3,1,0,1,0,2,2,1,2,1,0,1,2,0,3,3,1,3,4,3,2,0,2,1,1,0,1,2,0,2,1,3,2,3,1,1,0
48,1,48,26,6,1,0,1,11,2,0,3,1,2,3,3,2,1,1,1,0,4,4,4,4,4,3,4,4,2,1,2,0,4,3,2,1,3,4,4,4,1,2,3,0,4,1,3,3,0
33,1,14,59,13,2,2,1,3,0,2,3,2,5,3,3,4,2,4,1,0,1,4,2,2,1,0,3,3,4,3,0,0,0,3,1,1,3,3,1,3,1,3,1,2,2,2,1,4,4
46,3,86,75,8,4,3,1,18,4,0,2,1,3,2,1,0,3,1,2,1,2,2,4,4,1,4,1,0,0,3,0,4,3,0,3,3,2,2,2,4,0,1,4,3,4,1,4,4,0
31,4,69,44,16,3,3,1,0,6,0,2,2,3,1,0,4,0,3,1,0,2,4,2,1,1,4,1,0,1,4,3,0,2,0,1,1,1,4,0,4,4,1,4,4,1,4,0,2,0
50,1,75,14,17,1,0,2,21,1,0,2,4,4,2,1,2,1,1,4,2,3,4,3,2,0,4,1,3,2,0,0,3,2,3,4,1,1,0,1,4,1,2,0,0,4,3,1,0,1
48,1,4,76,8,2,0,1,19,2,3,0,0,0,4,4,3,0,3,4,2,0,4,2,0,2,4,1,3,2,4,1,1,0,1,0,0,0,4,4,4,1,0,4,1,1,4,3,4,1
1,0,67,99,18,4,3,1,2,2,0,1,3,2,0,2,1,2,1,4,2,2,2,4,2,3,3,0,0,4,2,1,4,3,4,2,0,0,2,0,4,2,4,4,4,0,1,2,3,0
60,0,19,65,13,1,1,1,8,3,0,2,2,3,4,4,2,4,3,4,2,4,4,4,0,4,1,1,1,3,3,0,0,1,2,4,0,4,2,4,4,1,3,3,4,3,4,2,2,2
14,3,90,84,16,1,2,2,22,5,0,2,1,3,1,0,1,0,2,1,0,3,0,0,3,1,0,0,0,0,4,0,3,0,1,2,2,0,0,2,3,3,1,1,3,4,0,2,4,1
59,2,73,88,4,3,2,3,0,5,3,3,0,2,3,3,4,3,2,3,3,0,2,0,4,3,0,3,3,0,2,1,3,1,1,4,0,2,1,3,0,1,3,1,3,1,0,4,2,4
98,4,67,0,8,3,1,3,13,0,0,1,4,4,2,1,4,3,2,1,0,0,2,0,0,3,1,3,2,3,0,0,2,1,0,0,4,0,2,0,1,3,2,0,4,1,0,1,0,2
59,3,70,11,8,4,3,1,12,1,3,2,1,0,3,3,1,3,0,1,0,1,1,3,1,1,2,3,2,1,0,1,1,2,0,2,0,3,1,2,0,0,1,3,3,2,1,3,3,0
73,4,92,49,3,1,1,2,19,2,1,0,3,4,4,4,1,3,4,1,0,4,2,0,3,1,0,3,1,0,4,1,0,3,4,2,3,4,4,4,1,0,4,3,2,1,4,2,0,1
7,1,75,14,5,0,2,3,3,2,2,2,3,5,1,0,1,0,2,3,3,0,4,2,0,0,4,0,0,4,3,1,2,4,0,0,4,1,0,2,4,2,2,0,4,0,4,1,4,0
90,0,84,19,15,2,3,3,6,5,2,0,0,0,4,4,4,1,0,3,0,4,4,4,3,0,3,4,2,3,4,1,1,2,1,2,1,4,2,4,1,0,4,3,2,0,1,0,1,0
93,0,46,6,1,1,1,3,23,8,4,0,4,2,4,4,4,0,3,0,0,3,2,2,1,2,4,2,1,0,2,1,0,1,2,1,0,4,0,4,0,1,3,3,4,2,1,3,1,0
1,4,22,61,19,3,2,2,1,3,4,2,4,1,4,4,4,0,0,3,3,4,0,2,2,1,4,1,4,0,1,0,1,0,2,3,1,4,1,1,3,3,0,4,0,1,0,3,4,0
4,0,52,74,16,0,1,2,23,4,1,2,4,3,2,1,1,0,2,4,3,2,4,2,3,0,0,1,0,3,3,3,3,4,0,4,3,1,0,4,4,1,0,3,3,2,0,2,3,1
44,2,76,95,1,0,3,0,7,2,3,0,2,3,2,1,1,2,1,3,3,0,2,0,1,0,0,3,2,0,3,0,0,3,0,0,4,2,1,3,0,1,1,0,3,0,1,3,1,2
9,0,81,12,11,3,0,3,13,7,3,2,4,1,4,4,2,4,3,4,2,2,4,2,1,2,4,2,3,1,0,2,1,1,4,2,1,0,1,0,1,2,1,0,0,1,3,0,3,0
17,3,15,16,2,1,0,3,13,7,0,2,2,3,2,1,1,0,2,1,0,3,4,3,0,3,4,3,3,2,1,0,4,4,4,4,4,0,2,2,1,1,2,1,3,1,3,3,4,0
78,0,50,13,3,3,3,1,18,4,3,3,1,3,0,2,1,4,3,0,4,1,0,0,1,2,1,3,2,2,3,2,1,1,1,1,0,0,2,1,0,0,4,1,4,0,3,0,3,1
68,1,8,18,16,3,3,1,24,1,3,1,3,4,3,3,1,1,0,1,4,4,3,1,4,1,2,0,2,3,3,2,0,0,2,0,0,3,4,0,3,3,0,0,3,2,2,2,4,4
36,4,73,88,6,0,1,1,8,3,1,2,1,2,4,4,1,2,1,3,3,3,0,0,4,4,0,0,1,0,0,1,4,4,0,4,1,0,0,1,0,2,2,2,3,2,4,3,2,0
0,3,88,67,13,1,1,3,9,3,4,0,3,1,0,2,4,4,1,3,3,4,1,3,2,3,4,2,1,2,1,0,0,2,2,2,4,2,1,2,0,2,0,2,4,1,2,0,4,0
73,4,76,95,15,1,2,2,24,9,0,3,2,5,3,3,3,4,1,3,3,3,2,2,1,0,0,1,0,4,1,0,2,3,0,0,0,0,1,1,4,1,4,3,4,1,4,0,2,2
46,3,15,16,2,2,2,1,14,0,4,2,1,5,4,1,4,4,1,1,0,2,2,4,3,3,3,4,2,0,3,0,0,1,4,0,4,0,2,2,0,1,3,4,0,3,0,3,1,3
70,3,41,21,19,4,0,1,2,2,3,3,0,2,1,0,1,4,3,4,2,4,1,3,4,0,0,2,3,1,2,2,0,1,0,0,2,4,2,2,1,0,4,3,2,2,3,1,3,4
6,4,37,57,18,1,3,3,15,6,4,2,4,0,2,1,4,4,1,4,2,0,4,2,0,0,0,1,0,2,2,1,4,3,1,0,0,0,1,0,0,2,4,3,1,0,0,3,1,0
55,0,59,23,10,1,1,2,18,2,3,1,3,4,1,0,1,2,2,3,3,1,1,3,2,4,4,0,2,0,0,0,3,1,0,2,2,1,0,1,4,2,4,4,3,3,4,4,2,0
41,3,14,59,5,4,2,1,18,4,2,2,4,4,2,1,1,0,2,4,2,3,2,2,2,0,4,3,3,0,4,0,4,1,2,3,3,3,1,4,1,0,0,3,3,2,1,0,1,0
35,2,15,16,14,0,1,3,21,3,2,3,1,0,2,1,3,1,2,1,0,2,1,3,3,1,2,2,0,3,3,1,3,1,0,2,4,0,1,3,0,3,2,0,3,4,2,3,1,3
40,1,51,71,13,0,3,3,9,3,2,3,1,0,4,4,1,3,0,1,0,3,4,3,1,0,2,0,0,0,4,4,0,2,0,1,0,4,1,2,4,3,3,1,2,2,3,3,4,4
73,4,10,62,6,3,0,1,13,0,4,2,4,1,1,0,0,2,4,1,0,4,2,0,0,3,1,2,3,1,2,2,2,1,3,0,2,2,4,4,0,1,1,3,3,2,4,2,2,2
10,1,81,12,15,4,0,3,13,7,4,3,2,1,4,4,1,3,4,0,4,3,1,2,0,1,3,0,0,3,0,2,2,0,4,0,0,1,2,1,3,0,4,3,2,1,0,1,1,4
9,0,40,78,1,1,1,1,1,8,3,3,3,5,2,1,2,4,4,2,1,3,2,0,0,0,1,0,0,3,0,0,0,3,2,3,4,1,1,1,0,0,4,0,3,1,4,3,3,1
99,3,87,27,16,0,1,3,2,2,3,2,4,1,2,1,3,0,3,3,3,1,4,2,3,0,4,2,0,0,1,2,0,2,4,1,1,2,2,2,4,1,2,1,2,4,1,1,2,0
41,3,62,29,8,0,0,1,18,4,4,3,3,4,1,0,0,1,3,3,3,3,2,2,0,1,4,4,4,2,0,0,0,0,1,3,1,2,1,3,3,2,0,0,2,2,4,3,2,2
59,3,95,1,15,2,3,1,8,3,3,0,2,3,2,1,2,4,3,3,3,4,2,0,0,4,0,0,0,0,3,3,1,1,2,2,4,0,1,3,3,2,2,4,4,4,4,1,2,0
56,0,27,48,2,1,1,3,9,3,1,0,0,5,4,4,4,2,4,3,3,4,1,3,4,3,2,1,3,0,0,0,2,0,2,0,0,3,2,2,0,3,4,3,0,3,1,0,0,1
36,4,44,22,1,2,2,1,12,1,0,2,2,3,1,0,0,1,0,3,3,4,1,3,2,1,2,2,0,3,3,3,2,0,2,2,3,1,4,2,0,2,0,2,3,2,1,0,1,3
62,3,62,29,7,0,3,0,13,5,4,0,2,3,0,2,2,1,1,3,3,1,4,4,2,2,0,1,2,0,3,3,4,3,1,1,3,0,2,0,0,1,4,4,0,2,4,1,2,2
5,2,41,21,12,3,2,0,6,5,3,2,3,0,2,1,2,0,4,4,2,4,1,3,0,0,2,2,0,2,0,4,0,0,1,2,4,0,3,3,1,2,4,0,2,4,1,3,4,0
15,4,58,32,15,1,1,3,19,1,2,3,3,1,1,0,3,4,0,2,1,4,2,0,1,1,0,4,1,3,1,2,1,2,0,4,1,1,4,0,0,1,0,0,3,4,1,1,3,0
74,1,41,21,13,3,0,0,15,3,3,0,2,3,2,1,1,4,2,4,2,1,4,4,0,0,0,2,0,1,2,3,2,0,2,3,4,4,0,2,4,1,3,0,2,2,0,3,0,2
28,1,3,77,18,3,1,3,1,8,3,2,0,3,1,0,2,0,4,1,0,4,2,0,0,0,0,2,2,0,1,0,0,3,1,3,2,1,3,2,4,4,1,0,3,3,1,0,2,0
60,0,65,90,5,1,3,3,11,2,4,2,1,5,1,1,0,0,2,3,3,4,0,2,2,0,0,1,0,0,3,0,3,4,4,1,3,0,2,4,0,1,2,3,3,1,4,2,3,0
82,0,90,84,14,2,0,1,20,6,1,1,2,3,1,0,4,4,0,2,1,3,2,2,4,2,0,2,2,1,3,0,0,0,0,1,1,1,0,0,4,0,4,4,4,1,2,1,0,2
70,3,44,22,12,1,0,1,11,2,4,3,0,2,4,4,1,3,4,3,3,2,2,4,3,1,3,4,3,2,2,1,2,3,3,0,2,1,1,1,0,2,4,3,0,0,4,0,4,3
6,4,97,40,12,4,0,0,17,6,3,0,3,4,1,1,1,4,3,1,0,4,4,4,1,1,0,0,1,1,0,1,0,1,3,0,4,2,4,1,4,3,4,0,1,3,2,0,3,4
54,0,38,87,5,3,3,3,11,2,3,0,2,3,0,2,4,0,3,0,0,4,1,3,3,0,2,2,2,2,3,3,1,2,0,0,0,2,2,0,0,1,0,3,4,2,2,3,3,4
71,0,20,3,14,0,1,0,11,4,0,3,2,0,2,2,1,0,2,3,3,2,4,2,0,1,0,3,1,3,4,4,3,0,1,1,3,2,2,3,0,3,0,4,0,2,0,0,2,3
36,4,90,84,11,3,0,3,16,0,4,2,3,4,2,1,2,4,3,3,3,4,4,4,3,1,3,4,4,1,0,0,0,3,3,0,2,2,4,2,3,4,1,2,4,1,4,0,0,2
71,0,67,99,10,1,1,1,11,0,4,3,0,2,4,4,1,0,2,1,0,4,3,1,2,0,2,0,4,3,0,1,3,4,1,0,0,4,2,1,0,3,3,3,0,3,0,0,0,4
90,0,5,98,15,1,1,3,12,6,0,0,1,3,2,1,1,0,2,3,3,3,2,2,2,0,4,1,3,0,1,0,3,1,3,0,4,2,2,0,3,3,0,4,0,2,4,2,2,4
62,1,40,78,14,1,3,3,18,0,3,3,1,3,2,4,4,2,4,1,0,2,0,1,2,0,0,1,2,1,1,0,2,3,0,1,1,1,0,1,0,3,0,1,4,1,4,3,3,4
30,0,73,88,0,4,0,3,19,1,1,3,2,2,1,0,2,3,2,1,0,3,1,1,3,4,2,2,3,2,1,1,2,0,2,1,1,1,4,4,0,1,1,0,0,0,1,3,2,0
4,4,39,45,16,1,0,1,10,6,1,0,2,2,2,1,3,1,2,4,2,2,4,2,4,0,1,2,3,2,0,1,3,0,3,0,4,2,4,1,1,2,4,0,3,1,3,2,4,4
94,2,75,14,10,1,1,1,3,0,4,3,3,4,2,1,1,3,4,4,2,2,2,4,2,0,0,0,2,3,4,0,2,0,0,0,2,0,4,1,0,2,2,4,3,1,4,2,2,3
14,3,97,40,10,1,1,1,13,8,3,0,3,4,4,4,2,0,4,0,4,3,1,1,1,3,1,0,1,3,0,1,0,0,2,0,1,1,0,2,3,0,4,0,4,2,2,1,1,2
78,0,46,6,11,3,0,1,0,6,1,3,2,1,2,1,2,4,3,3,0,3,0,0,2,2,0,3,0,0,0,2,0,0,3,4,3,0,0,4,4,2,3,3,2,4,2,3,4,4
57,2,12,5,10,2,3,1,17,3,0,2,0,0,4,4,1,3,4,0,4,4,4,4,2,1,3,4,0,2,4,1,0,0,2,2,1,1,0,3,3,3,4,0,4,2,4,0,3,0
28,0,30,96,2,1,1,1,12,1,0,0,0,0,1,0,4,3,2,3,3,4,4,4,4,4,3,4,1,3,2,4,4,0,2,4,2,1,2,4,0,1,4,4,3,0,0,1,2,2
98,4,0,38,19,0,0,3,15,6,2,2,2,0,2,1,1,2,1,3,3,0,4,2,2,0,4,1,3,3,4,4,4,3,3,0,0,0,4,0,3,1,2,0,2,1,0,0,3,2
35,2,45,66,2,1,0,3,9,3,3,2,0,1,2,1,1,2,1,4,2,0,2,0,2,2,0,3,1,2,1,0,4,4,1,1,4,0,0,3,1,1,4,4,3,4,2,0,4,0
4,4,43,34,17,3,2,0,13,5,2,3,4,3,3,3,1,3,4,4,2,4,2,0,0,3,0,1,0,4,4,0,2,0,2,2,1,1,2,0,3,2,1,3,1,2,3,1,0,0
40,1,14,59,18,1,3,0,2,8,3,0,4,0,1,0,4,3,2,0,4,3,1,1,2,0,0,0,0,0,4,4,3,4,1,0,1,1,3,1,3,0,1,4,0,1,3,3,0,1
12,4,26,69,6,1,0,1,0,6,2,2,2,0,2,4,4,0,3,4,2,4,4,2,1,2,4,3,3,1,0,1,0,1,0,1,1,0,4,4,1,1,4,0,4,2,2,2,4,1
62,1,89,1,16,1,2,0,13,5,2,2,0,1,1,0,4,0,1,0,4,3,2,2,1,1,4,2,3,0,2,2,0,4,1,1,2,1,0,2,0,3,4,1,2,1,0,3,2,0
42,4,75,14,1,1,1,0,18,9,1,3,0,4,2,1,0,0,0,4,2,4,2,0,2,0,0,2,1,0,0,1,1,2,4,1,2,2,1,0,1,1,1,3,2,1,0,1,1,3
6,4,98,0,7,1,1,1,14,0,3,3,3,5,3,3,4,3,2,4,2,3,4,3,0,2,2,1,2,0,3,0,3,4,3,1,0,1,2,0,1,1,2,0,2,4,4,0,1,0
34,3,12,5,12,1,0,3,1,8,2,0,2,0,1,0,4,1,0,2,1,4,1,3,2,3,2,2,3,0,4,4,4,2,2,0,2,1,0,1,0,0,4,4,3,2,2,2,1,2
22,0,90,84,16,1,2,3,9,3,3,3,0,2,0,1,3,1,2,1,3,2,0,1,3,2,0,0,3,0,2,1,3,4,0,1,4,0,2,4,0,2,2,3,3,4,3,3,2,4
61,4,68,0,2,1,0,3,15,6,3,2,2,4,2,1,1,2,1,1,0,3,1,1,3,0,2,2,4,1,0,0,4,3,3,0,1,2,2,1,0,1,1,3,3,1,4,2,0,4
15,4,78,0,9,4,3,3,10,1,3,0,0,1,3,4,1,1,0,1,0,4,1,3,4,0,2,2,2,0,1,2,1,2,4,2,2,4,4,1,4,3,4,0,3,4,1,1,1,0
77,2,78,58,16,4,1,2,19,2,3,2,0,3,2,1,1,4,2,3,3,2,1,3,0,2,2,3,3,3,1,3,3,0,0,0,4,2,0,3,0,2,4,0,4,4,1,1,2,2
20,4,56,51,8,2,2,2,11,3,4,3,4,5,1,0,1,0,2,3,3,4,3,1,1,3,1,0,1,4,3,1,4,0,2,2,2,1,0,0,4,2,4,4,1,2,4,1,1,4
37,3,29,73,11,4,2,3,19,1,4,1,4,0,2,1,2,3,2,2,1,4,1,3,4,1,4,2,0,1,0,3,3,0,0,4,4,0,1,3,2,4,0,0,0,2,4,3,2,0
44,2,13,92,3,1,1,1,2,2,0,0,3,2,2,1,1,2,1,1,0,1,2,1,1,1,3,0,2,0,2,1,4,0,0,0,3,0,1,2,1,1,0,3,4,0,1,3,2,0
83,3,46,6,5,2,1,2,17,1,2,3,2,5,1,0,3,2,1,4,2,1,4,2,4,0,4,1,2,3,3,1,0,4,0,2,4,0,0,2,4,1,1,4,4,4,1,1,1,4
1,0,66,31,3,1,1,0,18,0,3,0,3,4,1,0,1,4,3,4,2,2,2,4,2,0,3,3,1,0,3,1,1,1,0,1,2,1,0,4,1,1,4,3,1,1,2,2,0,3
30,2,0,38,17,3,2,1,4,9,3,2,3,0,4,4,1,2,1,4,2,0,4,2,2,0,4,0,3,4,4,4,3,3,2,0,1,4,1,0,0,1,1,1,3,1,0,3,2,2
62,1,54,37,10,0,0,0,1,1,3,3,2,5,1,0,3,4,0,4,2,4,4,4,2,1,0,1,1,1,1,4,1,0,0,0,1,1,0,1,1,0,4,0,0,0,1,4,4,0
99,3,20,3,19,2,2,2,17,0,4,1,2,5,2,1,1,3,4,1,0,4,4,4,1,1,2,2,4,4,3,0,2,0,0,1,4,2,0,2,4,0,4,3,2,2,0,0,0,4
2,2,24,42,18,1,2,3,4,0,3,3,2,5,2,3,2,3,1,4,2,1,4,2,2,4,1,2,3,4,3,1,4,3,0,1,1,1,1,3,1,1,4,0,0,4,4,0,0,0
59,3,4,76,8,1,3,1,0,6,0,3,1,2,0,2,4,0,3,4,2,3,1,1,0,0,1,2,2,0,2,1,0,1,3,0,3,2,0,1,0,1,2,4,3,4,1,3,1,3
1,0,8,18,9,0,1,0,6,5,4,0,2,3,1,0,4,2,4,3,3,2,4,3,4,2,3,3,0,0,4,3,0,3,3,2,2,2,0,0,0,2,3,0,3,3,4,3,4,4
17,2,77,55,6,1,0,0,18,9,3,0,3,4,2,1,3,4,1,3,3,4,2,0,0,1,1,0,3,1,0,0,0,3,2,1,4,0,0,2,0,3,4,0,4,2,2,0,2,3
7,0,37,57,18,3,0,1,21,7,1,3,4,3,2,4,4,4,1,3,3,1,4,2,0,0,4,2,0,1,3,3,3,4,0,0,1,4,0,2,4,3,1,0,3,1,2,2,3,4
10,1,15,16,19,2,0,3,13,7,0,2,2,3,4,4,4,4,1,3,3,1,1,3,0,3,4,3,1,2,1,3,0,3,0,0,1,4,0,2,0,2,4,1,2,2,4,1,2,0
55,0,34,35,6,0,1,3,9,3,0,3,0,1,4,4,2,3,1,3,3,1,4,2,3,0,4,3,3,3,2,2,4,0,0,2,1,4,2,4,0,2,0,0,1,0,1,3,2,3
48,1,68,94,9,3,2,3,2,0,2,1,4,2,2,1,0,2,0,0,4,1,3,4,4,0,3,4,2,4,2,1,2,0,3,0,4,2,4,2,3,0,1,3,2,4,3,0,3,3
9,0,81,12,8,1,3,3,13,7,2,2,1,0,3,3,1,3,4,3,3,3,1,1,1,2,2,2,2,4,4,4,0,2,4,4,0,3,0,0,3,1,1,1,4,0,1,1,3,0
5,2,27,48,5,3,3,1,12,1,0,3,1,2,1,0,4,3,2,3,3,3,1,1,4,3,1,0,2,0,2,2,4,4,0,4,2,0,1,3,0,2,0,4,2,0,2,3,2,0
36,4,65,90,1,4,1,0,15,3,4,3,3,4,4,4,3,3,4,1,0,3,2,2,0,4,4,0,4,0,2,0,0,3,2,1,3,4,1,1,0,3,0,3,4,2,3,2,2,1
13,1,24,0,14,0,1,1,5,5,1,3,0,4,0,2,3,0,3,2,1,2,1,3,0,2,3,2,0,3,0,0,0,0,3,1,3,2,0,2,2,4,4,3,4,2,2,2,2,0
54,0,27,48,16,1,2,1,23,1,4,2,0,3,1,0,4,0,3,4,2,2,2,4,4,3,3,1,0,4,1,3,1,2,0,0,2,0,2,4,1,2,2,2,3,0,1,1,1,0
15,4,58,32,15,2,3,1,24,5,3,3,0,2,2,1,4,4,1,1,0,0,2,0,1,3,0,2,2,1,2,2,0,1,1,0,4,2,1,1,0,1,1,3,0,0,4,2,1,0
41,0,33,7,3,3,3,3,10,1,4,0,2,3,0,2,0,0,2,0,4,3,0,0,1,1,1,0,0,2,2,3,3,4,0,4,3,2,2,1,3,1,2,1,4,2,4,0,1,4
96,2,0,38,6,0,2,0,2,8,3,2,1,0,0,2,4,0,3,4,2,2,2,4,0,1,3,4,0,1,0,1,1,1,0,3,0,0,1,4,1,2,2,3,3,3,3,4,3,4
47,4,84,1,9,1,0,1,6,3,2,3,2,0,0,2,3,3,4,3,3,2,1,3,1,2,2,2,1,2,2,1,2,0,2,2,3,0,1,4,0,1,4,4,4,0,2,4,3,0
34,3,86,75,9,1,2,2,17,1,4,3,3,4,2,1,1,0,2,3,3,2,0,1,1,2,2,0,2,4,3,0,3,4,2,3,4,3,3,2,1,2,4,4,2,1,4,1,2,0
18,3,60,64,18,1,3,3,10,3,3,0,3,4,1,0,2,0,4,4,2,1,2,1,4,2,2,1,2,2,0,0,0,0,0,1,1,1,0,2,2,1,4,3,2,2,2,4,3,4
