column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40
31,4,13,15,12,0,3,3,2,2,3,2,3,2,1,2,1,4,4,1,3,1,0,4,2,2,1,1,0,1,1,0,2,0,2,4,3,1,4,2
79,0,61,30,4,3,2,3,10,6,0,2,3,5,2,3,2,4,4,4,3,3,2,2,1,0,1,2,0,2,2,4,0,1,4,4,0,4,0,0
22,3,78,60,11,3,3,0,16,6,3,1,4,0,1,2,2,0,2,0,1,2,4,1,1,1,2,1,4,0,1,0,0,3,3,3,4,4,3,0
89,1,78,60,12,4,3,3,16,0,3,1,3,1,2,3,1,0,0,0,3,0,0,2,2,1,3,1,0,2,1,2,3,2,2,2,4,0,3,1
64,3,22,0,8,2,2,0,3,0,2,2,0,3,4,1,4,1,1,4,0,4,0,1,0,4,0,4,2,0,1,2,0,3,2,0,3,0,1,2
19,2,95,52,12,4,2,3,7,1,1,1,1,0,4,1,0,0,3,4,3,3,4,1,4,3,0,0,3,4,0,4,0,3,4,2,2,1,3,0
91,0,0,31,17,1,0,1,0,7,2,2,4,0,3,4,1,0,0,4,0,1,1,3,2,1,1,1,2,2,1,1,2,3,4,4,4,0,1,3
8,2,2,27,17,1,0,3,8,5,0,2,2,4,3,4,4,1,0,0,4,2,0,1,1,1,4,4,0,4,3,2,0,1,4,2,4,2,0,1
97,3,18,97,8,3,0,3,22,7,2,1,4,4,4,4,2,3,0,4,0,2,1,0,1,1,3,1,2,1,4,1,1,0,4,3,1,0,1,0
27,3,9,55,1,0,2,3,16,1,3,1,4,0,4,4,1,3,4,4,3,4,4,0,4,2,2,1,1,1,3,4,0,4,3,0,3,4,1,0
70,4,77,85,1,3,1,3,23,5,2,1,0,3,1,2,2,1,1,1,0,0,0,4,1,2,0,1,1,1,1,1,4,4,4,0,4,3,1,1
39,4,41,79,1,3,3,1,9,3,2,1,4,4,2,3,2,3,0,1,2,2,0,0,2,0,2,4,0,0,0,1,1,3,1,3,1,3,3,0
67,4,16,87,0,1,2,3,5,4,0,2,4,1,0,0,2,4,4,3,0,2,4,1,0,2,2,2,0,0,2,1,2,3,0,4,3,0,4,1
62,0,4,70,6,3,0,3,13,0,2,2,4,0,4,1,4,0,3,0,1,2,1,2,0,0,0,3,3,0,3,2,0,3,3,0,3,4,4,1
50,3,7,0,1,3,3,3,3,0,3,1,3,1,0,0,2,4,4,0,3,2,4,3,2,1,2,0,0,3,1,2,4,1,2,2,3,3,3,4
36,1,96,1,5,3,1,3,23,0,0,1,0,5,2,3,1,0,1,2,0,3,2,4,0,0,0,4,1,0,1,1,0,3,4,3,4,2,1,3
8,2,71,83,19,3,1,1,3,3,2,1,0,3,3,4,1,1,1,2,0,1,3,1,1,2,0,0,1,3,2,1,0,2,3,2,2,2,0,3
0,3,2,27,15,1,1,1,18,9,4,0,4,2,1,2,4,1,0,1,1,1,1,4,4,1,2,1,2,1,3,3,3,1,0,3,4,4,1,1
88,4,61,30,4,4,2,1,8,7,3,2,1,0,1,2,4,4,4,3,3,3,4,4,4,2,1,2,0,3,3,0,1,1,0,3,3,1,0,4
0,3,99,34,5,4,2,1,13,1,1,1,4,4,4,1,4,2,1,0,4,0,1,2,0,4,0,1,0,3,2,0,0,4,0,2,2,3,0,0
60,4,31,69,19,4,2,1,18,9,3,2,0,2,0,0,2,1,1,0,2,0,2,2,2,2,2,4,1,0,3,1,0,2,2,0,2,4,4,0
13,2,25,0,7,1,2,0,19,3,1,1,4,4,1,2,0,1,1,3,3,1,0,4,1,1,0,3,1,0,1,1,4,0,1,0,1,1,1,2
58,1,91,21,8,0,3,1,10,6,1,1,2,5,1,2,1,1,1,1,2,1,2,3,1,4,3,4,1,1,2,2,4,1,4,4,2,0,3,3
34,0,55,81,1,0,2,1,10,6,3,1,3,1,1,2,4,1,0,4,3,4,0,4,1,1,0,1,0,0,4,4,4,0,4,3,2,2,0,3
31,4,37,10,12,0,3,3,15,1,3,0,2,3,2,3,1,2,3,1,4,3,3,0,2,2,1,3,3,0,3,0,0,3,3,3,2,2,1,1
84,4,30,43,18,2,0,0,7,7,4,1,2,1,1,2,2,4,4,1,4,1,0,1,1,0,0,1,1,0,0,0,1,2,3,0,0,4,1,0
32,2,12,49,12,1,0,0,14,5,1,1,2,5,0,0,4,2,1,2,1,0,4,3,2,1,1,1,0,2,4,1,4,3,4,2,1,0,4,3
76,2,20,75,1,3,3,3,21,1,4,1,4,4,1,2,4,4,4,1,2,2,0,4,1,3,0,0,0,1,1,0,0,2,0,0,1,1,1,3
66,3,78,60,8,3,1,3,5,4,4,2,1,0,2,3,4,3,2,1,0,3,1,2,0,1,0,1,4,0,0,0,2,3,2,4,3,0,3,0
89,1,39,68,0,0,3,1,15,2,2,1,1,1,4,1,2,1,1,1,2,2,3,1,4,1,3,2,1,0,0,2,3,1,1,1,4,0,3,2
16,0,56,48,0,3,0,3,1,2,4,1,3,5,4,1,1,2,3,0,0,0,4,1,0,1,1,4,0,0,0,2,4,4,0,1,0,0,3,1
29,0,66,1,1,3,3,3,6,3,3,1,3,1,1,2,1,1,1,0,1,2,0,2,1,1,1,4,1,0,3,1,1,4,1,1,0,2,0,2
50,3,33,22,12,0,3,1,6,4,4,1,2,2,1,2,2,4,4,1,2,1,0,4,1,0,0,0,0,3,4,0,2,0,2,4,4,4,4,0
57,2,36,89,12,1,0,0,5,1,1,3,4,1,1,2,4,0,3,0,4,0,3,3,4,1,4,3,0,2,0,2,0,2,4,0,3,2,1,2
46,0,91,21,4,4,2,3,5,4,4,2,2,5,1,0,4,0,3,0,3,1,4,1,0,1,1,0,3,3,2,0,0,0,2,2,3,1,1,3
46,0,8,82,5,1,0,0,6,4,0,2,2,4,4,1,4,1,0,4,1,0,0,2,0,0,0,1,2,3,2,0,2,1,3,3,1,3,0,1
92,1,55,81,9,0,2,0,1,2,3,0,0,0,0,0,4,4,2,0,2,3,1,1,0,1,3,0,1,0,1,3,4,3,3,1,3,4,3,2
7,1,79,26,11,0,1,2,15,4,1,0,4,2,1,2,4,2,2,1,0,1,2,2,4,4,4,0,4,1,2,0,0,3,0,3,0,0,1,2
25,4,42,91,2,1,0,0,11,8,0,1,2,4,1,2,4,0,3,0,1,2,0,4,1,2,0,0,0,3,3,3,2,1,1,2,1,0,3,1
61,2,40,4,8,2,2,2,3,6,0,1,0,5,0,0,4,1,0,0,3,3,2,3,1,3,4,1,0,2,0,0,0,3,4,2,3,3,3,3
80,3,36,89,15,3,0,1,3,0,2,2,3,0,2,3,1,1,1,4,1,3,2,0,3,4,3,4,0,2,0,1,4,3,0,4,0,4,2,2
57,2,2,27,18,3,2,3,8,5,0,1,0,5,4,1,2,2,3,1,3,0,4,1,0,3,0,3,0,1,3,2,4,4,0,4,1,0,1,0
34,0,39,68,0,1,2,3,10,0,1,0,1,5,4,1,4,4,4,4,3,4,1,2,4,1,1,1,3,0,2,2,3,1,2,4,2,0,3,0
33,1,46,14,0,3,0,3,10,6,0,1,4,5,1,2,2,4,4,4,1,1,2,4,1,4,2,1,1,1,4,0,1,3,0,4,3,0,1,0
52,0,38,2,14,0,3,1,23,8,4,1,4,4,2,3,1,0,0,1,2,2,1,2,3,0,1,0,2,1,0,3,0,3,0,3,0,2,0,1
27,0,47,50,7,0,3,0,22,0,2,1,2,0,2,3,1,1,1,1,2,3,1,0,3,1,0,4,1,3,4,3,4,3,0,3,3,0,1,3
25,4,64,0,0,4,0,1,22,0,3,1,2,3,1,2,2,1,1,4,4,4,0,0,1,2,0,1,2,1,0,2,0,1,3,1,4,0,2,2
11,0,54,16,1,3,3,0,14,5,1,1,1,0,4,1,0,0,3,1,2,3,4,2,4,1,0,0,3,0,2,0,0,2,2,2,1,1,1,1
22,3,64,0,5,3,1,1,8,7,3,1,4,0,1,2,1,0,0,2,1,2,1,4,1,1,2,0,3,3,2,0,2,4,4,3,2,3,2,0
99,2,78,60,19,3,1,3,21,9,2,1,1,1,1,2,4,0,3,2,0,2,0,4,1,2,0,3,0,1,0,1,0,3,0,3,3,4,4,0
44,4,96,77,12,3,2,3,19,2,3,1,4,0,4,1,1,4,2,0,2,3,1,1,4,0,1,1,4,3,4,4,3,2,4,4,2,4,1,4
49,4,34,17,8,3,0,0,24,9,2,2,1,1,4,1,3,4,2,3,1,2,3,2,0,0,1,0,0,0,2,1,3,1,4,4,3,0,4,1
16,0,71,83,7,0,3,3,16,0,2,1,2,0,2,3,1,2,3,1,2,3,1,4,3,1,0,1,0,4,1,2,0,1,0,4,4,0,2,3
68,0,79,26,9,1,3,3,7,1,3,2,4,1,4,1,1,1,0,0,4,1,0,1,0,0,0,0,0,2,0,4,2,1,3,4,0,4,3,0
28,1,57,61,0,3,0,1,0,7,3,0,2,3,1,2,1,0,0,0,0,4,1,4,4,4,2,4,0,3,2,0,1,4,3,3,2,3,1,3
88,4,40,35,17,3,3,3,3,0,2,3,3,2,0,1,1,3,4,0,2,1,2,2,0,2,0,2,0,1,0,1,1,3,4,2,0,1,2,0
0,3,83,36,9,0,2,2,3,6,1,1,1,0,1,2,4,4,4,4,1,3,4,4,4,2,2,0,0,4,0,0,2,2,0,1,3,0,1,2
91,0,67,3,8,0,2,0,12,0,3,2,1,5,3,4,2,2,3,4,3,3,0,1,1,1,1,2,0,0,0,1,2,1,0,0,2,4,4,0
43,1,91,21,7,1,2,0,6,1,4,1,4,4,4,1,0,3,0,4,3,0,0,2,0,1,3,1,3,0,2,2,1,1,0,3,3,4,3,4
89,1,78,60,14,1,2,0,14,0,0,1,4,5,1,2,1,0,0,3,3,0,2,4,2,4,2,1,2,1,1,3,4,2,1,2,1,2,1,0
93,4,78,60,6,1,3,1,19,1,3,0,0,0,2,3,1,0,0,1,1,3,4,0,1,4,0,1,2,1,1,4,2,4,0,0,2,4,3,0
79,0,90,63,0,3,0,2,15,4,1,1,0,1,4,1,1,2,3,0,1,0,0,1,0,1,0,1,3,1,2,1,0,3,3,4,2,1,1,1
90,3,41,79,15,3,2,2,14,0,2,3,3,2,4,1,4,4,4,0,3,1,0,1,4,0,0,2,0,1,0,4,4,2,4,0,1,4,0,0
87,2,96,77,3,2,2,3,3,0,3,1,4,1,1,2,1,1,1,3,3,1,0,3,1,3,4,1,0,2,0,4,4,2,1,2,3,1,1,3
47,3,28,29,18,3,2,2,3,6,1,1,0,1,1,2,1,4,0,4,3,2,0,0,1,2,2,1,2,2,1,4,0,1,3,2,1,3,1,1
38,3,63,67,13,1,3,2,19,5,1,2,2,0,0,0,1,2,3,2,1,0,1,0,1,2,2,3,0,4,1,2,0,4,1,2,2,0,4,0
86,3,68,32,4,2,1,0,22,0,1,1,2,5,4,1,2,1,1,0,1,0,2,2,4,1,2,4,1,4,0,1,4,0,2,0,1,1,2,1
81,2,96,77,12,0,3,0,13,1,3,1,3,1,4,4,2,4,4,2,2,0,0,1,2,2,4,2,4,2,4,0,2,2,2,1,2,3,3,0
56,3,88,93,0,4,0,0,10,2,0,2,1,3,2,3,4,4,4,4,1,4,0,2,3,1,2,2,4,3,0,3,4,3,0,3,2,1,3,0
73,2,34,17,17,2,2,1,5,2,1,3,1,2,4,1,1,2,3,0,4,1,0,1,4,3,1,1,0,0,2,4,3,3,4,2,4,4,2,0
43,1,67,3,12,1,1,3,22,4,0,1,3,1,3,4,4,1,0,2,0,2,3,1,4,0,4,1,0,1,4,0,2,3,0,2,3,4,2,3
10,3,24,12,15,0,2,3,6,3,3,1,3,1,4,1,1,2,3,4,0,1,0,2,0,1,2,3,4,4,4,1,0,0,4,3,3,2,4,4
93,4,54,16,8,0,3,2,15,4,4,1,4,4,2,3,2,1,1,0,2,2,1,0,1,2,2,4,0,0,3,1,0,3,4,0,3,4,4,0
29,0,44,8,0,4,0,2,19,5,1,1,4,4,2,3,1,3,4,0,1,2,1,0,3,1,1,2,4,1,4,2,0,2,0,1,3,2,3,0
12,4,84,92,5,4,2,0,11,8,4,1,0,2,4,1,4,2,1,0,3,2,2,1,4,0,1,2,1,4,1,1,3,4,3,4,3,0,4,4
51,1,84,2,12,4,2,0,0,8,4,3,2,4,4,1,1,4,2,1,0,0,1,1,4,4,3,0,0,2,3,3,2,4,1,3,3,3,4,3
19,4,68,32,0,4,0,1,15,2,4,3,2,4,2,3,3,3,2,0,0,2,0,0,3,0,1,1,1,4,4,4,3,0,0,1,3,4,3,3
64,3,55,81,11,2,1,1,22,0,3,2,0,2,4,1,1,1,1,2,1,1,2,2,4,1,4,4,1,1,1,4,0,1,4,1,2,0,3,1
41,3,94,19,17,1,0,1,1,5,3,2,4,1,1,0,1,4,4,0,4,0,3,0,0,2,2,2,0,3,1,2,4,3,0,1,2,4,3,0
34,0,24,12,4,3,2,0,7,7,0,0,2,4,1,2,2,0,2,0,2,2,1,4,1,1,0,0,4,1,3,1,1,3,2,1,2,3,4,0
94,0,64,1,19,3,1,2,22,9,3,0,4,2,4,1,3,0,3,2,1,4,2,1,4,0,0,1,3,0,1,3,0,4,3,1,0,0,3,4
67,1,67,3,5,3,1,1,5,2,3,1,4,0,0,0,2,2,3,3,1,3,0,3,0,1,3,3,3,0,0,3,4,1,1,4,4,4,1,0
41,3,88,93,8,1,1,0,4,2,1,2,1,4,2,3,1,2,3,2,1,0,0,1,2,1,2,3,3,4,3,3,1,0,3,3,1,4,4,4
71,3,98,45,14,4,1,1,6,4,4,2,0,2,0,0,2,4,4,2,0,2,2,3,2,4,2,2,1,0,3,1,1,1,2,4,2,4,2,0
43,0,24,12,19,0,0,3,22,7,2,2,3,0,3,4,1,0,0,2,4,3,1,0,2,1,0,4,2,0,4,1,2,2,0,1,3,2,3,4
65,1,97,46,5,2,0,3,19,2,4,1,4,4,4,1,1,4,2,4,1,2,0,2,0,4,3,0,4,0,0,4,3,0,2,4,2,0,3,2
23,1,23,42,6,0,0,0,0,5,3,2,4,1,1,2,2,3,0,4,0,0,3,3,2,4,4,1,0,4,4,2,4,4,1,0,3,2,1,1
66,3,2,27,12,2,1,1,5,2,1,0,4,2,2,3,4,1,0,2,1,1,0,2,3,2,3,0,0,1,2,3,4,2,3,3,4,4,4,4
57,2,4,70,12,1,0,2,20,6,3,1,3,1,4,1,2,0,2,0,1,0,3,1,0,3,0,1,1,3,2,4,0,2,1,1,3,2,3,0
34,0,48,20,0,1,2,2,12,1,4,1,3,5,0,0,2,4,4,3,3,1,0,0,2,0,1,2,1,4,0,0,1,2,4,1,1,3,2,3
0,3,95,52,3,4,0,3,9,9,4,1,4,4,2,3,1,2,3,0,1,2,1,1,3,1,2,1,3,0,1,0,0,2,0,0,0,1,1,0
94,2,84,92,12,3,2,2,19,5,3,2,3,2,2,3,3,0,3,1,3,4,0,0,3,3,0,3,0,2,0,2,0,1,3,0,4,3,4,3
3,1,55,81,10,4,1,1,12,5,2,1,2,0,1,2,0,0,3,2,0,3,0,0,4,4,2,1,3,0,1,2,0,2,1,0,3,3,1,0
80,3,61,30,15,4,3,3,7,1,3,1,2,3,4,1,1,0,0,1,1,4,0,1,4,1,1,1,0,0,0,2,2,2,0,2,1,0,1,4
51,1,44,8,19,0,1,2,20,6,3,1,3,1,1,2,1,1,1,3,1,1,2,4,1,4,0,4,0,3,1,4,4,2,2,4,2,0,0,1
67,4,7,0,11,0,1,3,1,0,4,2,4,1,4,1,4,0,3,1,0,0,2,2,4,2,1,3,0,3,1,1,1,2,3,3,4,2,4,1
52,0,34,17,1,4,2,0,5,1,4,1,2,1,4,1,4,2,1,4,3,2,2,1,4,0,0,4,0,2,0,4,0,3,0,1,0,0,3,1
4,0,58,51,15,0,2,2,4,1,2,1,1,1,4,1,3,1,0,2,3,2,3,2,0,0,1,0,0,0,2,4,0,1,2,3,2,0,0,0
51,1,42,91,6,0,3,3,23,5,3,2,4,1,1,2,1,4,2,3,2,0,2,1,1,4,3,1,4,3,2,1,0,2,3,0,1,3,1,2
53,2,90,63,15,4,3,1,1,5,4,0,2,3,2,3,4,2,1,1,2,3,1,0,3,1,4,4,1,4,1,4,0,2,1,3,4,1,1,2
14,1,57,61,11,4,2,3,3,0,3,0,4,2,4,1,4,2,1,0,3,2,2,1,0,0,3,3,2,4,3,1,0,2,0,3,0,0,4,1
47,3,84,92,0,3,0,1,5,2,3,1,2,0,0,0,3,2,4,0,1,3,1,1,0,1,2,2,0,0,0,3,1,4,3,1,3,1,4,0
53,2,9,55,4,1,0,2,18,9,3,3,4,4,4,1,0,1,1,0,1,0,1,1,0,3,4,4,1,3,3,3,0,2,4,2,4,1,1,0
51,1,68,32,9,1,3,3,10,6,0,1,4,5,4,1,2,1,1,2,1,3,2,1,0,0,2,4,0,1,1,4,4,4,3,4,4,0,1,0
91,0,42,91,13,4,1,3,19,2,0,1,4,5,4,1,0,1,1,2,1,3,4,1,0,0,1,4,1,3,3,4,4,3,0,1,2,1,0,0
70,4,59,94,11,3,3,3,16,0,0,2,0,2,0,0,3,1,0,2,2,1,2,0,2,2,2,2,2,4,2,1,0,0,4,0,4,4,3,4
43,0,7,56,7,3,1,3,21,9,4,1,4,4,4,1,1,4,2,2,1,1,1,0,0,1,1,0,4,0,3,1,0,3,2,0,2,1,3,0
71,3,41,79,18,3,2,3,20,8,3,1,4,3,1,2,3,4,2,0,3,3,0,4,4,1,2,0,0,0,0,2,2,3,0,4,3,4,1,0
64,3,57,61,8,4,0,1,13,1,2,2,3,0,1,0,2,2,3,4,0,2,2,3,1,1,0,3,3,1,1,0,2,0,3,2,3,4,3,0
51,1,35,71,6,4,1,0,0,8,3,2,3,2,3,0,1,0,0,0,1,1,2,3,0,1,2,1,0,4,3,2,0,0,2,2,0,3,0,1
76,2,47,50,13,2,0,3,7,4,0,0,3,3,2,3,2,0,2,0,1,1,0,0,2,1,0,0,4,2,4,0,0,3,0,3,4,1,0,1
68,0,0,31,14,1,2,1,6,4,4,0,1,2,3,4,2,0,2,0,0,1,2,3,2,0,0,1,4,0,0,1,3,0,3,4,3,4,4,2
89,1,34,17,14,1,1,1,14,9,0,1,4,5,0,0,1,1,1,2,1,3,2,0,0,4,3,3,3,2,2,1,0,3,4,2,3,4,0,0
49,4,76,62,16,1,2,3,24,0,3,3,3,1,0,0,1,2,3,4,3,0,4,3,0,2,3,3,0,0,0,1,4,4,3,2,3,0,0,0
78,4,55,81,0,4,1,0,5,3,2,1,0,3,1,2,1,1,1,2,1,0,1,4,2,0,2,3,1,1,0,0,1,2,3,0,2,0,1,0
19,2,2,27,11,2,1,0,6,4,1,0,2,1,0,0,4,3,2,2,0,4,3,3,2,3,0,1,0,4,3,1,0,4,4,4,0,0,4,1
59,0,66,23,18,4,3,1,19,4,4,1,3,5,2,3,3,4,2,0,3,3,4,2,3,1,1,1,1,2,0,1,0,3,1,0,1,4,2,0
34,1,80,95,4,4,0,0,9,5,3,2,1,5,4,1,4,3,2,4,1,1,2,2,4,4,4,0,1,2,0,2,0,0,2,2,0,3,3,0
36,1,85,28,5,1,1,0,19,4,2,3,1,4,1,2,1,4,2,2,0,0,1,4,1,4,3,1,0,4,0,1,1,4,0,4,0,4,1,2
70,4,40,3,19,0,1,3,10,6,4,1,0,0,4,1,4,0,3,2,1,0,4,2,4,0,2,3,3,0,2,0,0,2,0,3,0,2,3,3
3,1,78,60,18,2,0,3,22,1,0,2,2,4,1,2,4,4,4,4,1,1,3,2,4,0,2,2,0,0,0,4,2,1,4,0,4,2,4,0
14,1,4,70,5,0,3,2,0,0,1,1,0,1,1,2,3,2,4,1,1,4,3,0,2,0,2,0,1,2,3,2,4,3,4,4,2,2,2,4
24,4,24,12,9,1,3,1,16,6,3,1,2,3,1,2,2,1,1,1,2,0,1,0,4,2,1,4,0,3,4,0,1,2,0,4,1,2,4,0
8,2,34,17,16,3,2,1,6,4,0,1,4,5,0,0,1,4,2,4,3,1,0,3,0,3,0,1,4,0,2,1,0,3,3,1,4,0,4,0
5,0,11,88,11,1,0,2,0,0,2,2,3,0,0,0,1,1,1,4,1,0,1,3,0,0,1,1,0,0,0,1,0,0,3,4,3,4,1,1
84,4,28,29,10,2,0,2,0,0,4,1,0,0,1,2,4,1,0,0,1,4,4,1,1,0,0,1,0,4,1,3,0,0,3,4,3,3,1,2
1,4,6,73,5,0,3,2,0,0,1,1,4,4,4,1,1,3,0,1,2,2,2,2,0,1,1,0,1,0,0,1,4,0,3,0,4,4,1,1
22,3,90,63,7,1,2,3,10,6,3,1,4,0,1,2,4,0,3,1,0,3,4,2,1,1,2,3,0,0,1,0,1,2,0,0,1,4,2,0
81,2,23,42,14,1,2,0,9,5,4,1,3,5,2,2,1,4,2,4,0,0,2,4,1,2,0,1,4,3,1,2,4,3,1,0,4,4,4,2
88,0,96,77,16,0,3,2,3,6,4,0,4,2,0,0,1,2,3,4,2,2,2,3,3,1,1,1,3,0,4,2,4,2,0,2,1,3,0,0
42,2,96,77,7,0,3,0,19,4,0,1,4,5,1,0,1,1,1,0,2,3,2,3,0,3,4,4,1,2,2,0,2,3,1,3,3,2,4,0
65,1,76,62,1,2,3,3,23,5,4,1,1,3,4,1,4,0,3,1,2,4,0,1,4,1,2,3,3,0,3,2,4,3,4,3,1,0,1,0
54,4,63,67,12,3,2,3,15,1,3,2,4,1,2,3,1,0,1,4,0,0,3,2,3,4,0,4,1,4,1,2,0,3,0,0,2,4,1,0
44,4,26,64,18,0,2,3,19,2,2,2,4,0,1,2,3,1,0,4,3,3,4,4,1,2,2,1,2,0,4,3,3,2,2,4,1,3,1,2
9,3,0,0,12,4,2,3,13,0,2,2,4,0,2,3,3,0,3,4,3,0,1,0,1,0,1,0,3,3,4,1,3,0,4,3,3,0,4,3
48,1,90,63,8,1,1,3,5,4,3,1,4,0,1,2,1,1,3,2,0,3,2,0,4,4,2,3,0,4,2,1,0,0,3,3,1,0,4,4
28,1,29,99,12,0,3,1,11,0,1,2,2,1,1,2,0,4,0,1,2,2,3,4,1,1,3,1,0,0,4,1,4,1,2,1,3,0,2,1
5,0,41,79,2,1,0,0,4,1,3,2,0,2,2,3,1,2,3,0,1,3,2,0,1,0,0,3,0,0,3,0,0,1,4,0,4,0,2,1
76,3,28,29,7,0,3,0,21,8,4,2,4,1,4,1,3,2,4,1,0,1,3,2,0,1,2,2,0,3,1,1,2,2,2,4,0,4,4,3
88,4,3,24,6,0,0,0,24,0,1,1,4,4,2,3,4,4,4,0,1,0,0,0,1,0,0,3,0,4,0,2,4,2,3,2,2,0,1,0
45,2,62,78,5,1,1,0,22,0,3,3,4,4,1,2,2,2,3,3,1,0,2,4,4,3,0,0,0,4,3,2,4,4,0,4,4,4,4,1
94,2,18,0,11,4,1,0,10,2,1,1,2,5,0,0,0,4,0,2,0,3,2,3,1,3,0,0,2,0,0,2,1,3,0,1,3,0,2,0
24,4,34,0,6,1,3,0,3,6,3,0,0,1,1,2,1,2,3,1,3,2,0,4,4,2,1,4,3,3,1,3,3,1,0,4,3,0,4,2
74,1,13,15,16,3,0,2,11,6,4,1,0,0,1,2,1,1,1,0,1,3,2,4,1,4,4,0,0,3,1,4,1,4,3,4,2,4,1,2
97,3,2,27,7,2,0,3,22,7,1,0,0,0,2,3,1,3,4,3,1,3,4,0,2,0,1,4,1,4,1,0,2,3,4,0,0,0,1,1
84,4,68,0,18,3,2,3,10,6,0,1,4,5,4,1,3,1,0,4,3,3,2,1,4,3,0,0,0,0,1,4,4,4,3,4,1,2,3,3
66,3,26,64,19,3,1,1,4,1,3,3,1,4,1,2,2,1,2,1,1,0,0,2,4,1,1,1,4,4,0,4,2,0,4,3,4,0,3,4
57,2,74,98,12,3,2,2,3,6,3,2,4,1,2,3,4,1,0,4,1,2,0,2,1,3,0,4,2,4,0,0,0,4,0,2,4,0,1,4
1,4,62,78,9,1,3,1,19,1,3,2,0,2,0,0,4,4,4,1,2,3,2,0,1,2,0,2,1,0,1,1,2,3,3,2,4,3,1,1
3,1,55,0,2,3,1,3,19,2,3,2,0,2,2,3,1,4,2,1,1,1,0,0,2,4,3,1,4,3,1,3,3,2,0,4,4,3,3,0
51,1,82,74,19,3,1,3,0,1,1,0,0,0,2,3,4,0,3,2,1,0,4,0,1,1,4,3,0,0,1,1,2,4,1,3,1,4,0,0
10,3,73,9,12,4,2,1,18,2,3,2,2,1,3,4,4,0,3,4,2,1,0,1,4,1,1,3,4,1,1,4,4,4,3,4,3,4,2,3
90,3,51,37,2,3,1,1,0,7,3,0,3,1,4,1,2,2,3,2,0,1,0,4,0,4,2,1,0,2,3,1,2,3,4,4,4,2,0,2
3,1,51,37,4,3,2,0,22,0,3,2,4,1,4,1,1,3,4,0,0,2,0,2,0,1,4,0,0,3,3,2,4,3,4,0,2,1,1,0
19,2,8,82,13,1,3,1,1,5,4,2,1,0,0,0,2,0,2,0,2,2,2,0,0,3,4,0,0,2,2,3,4,1,1,3,3,0,4,0
1,4,53,7,5,4,2,3,10,0,3,2,2,5,0,1,2,4,4,0,4,0,2,1,4,0,0,2,1,3,0,2,0,3,4,1,0,0,3,2
66,3,36,89,8,4,1,3,4,8,4,1,4,4,4,1,0,1,1,2,0,0,1,1,4,4,3,4,0,0,2,1,2,0,3,2,3,4,2,2
49,3,26,1,11,4,2,2,1,9,2,0,4,5,2,3,1,1,1,1,3,0,2,2,2,2,1,4,1,0,0,3,0,4,2,3,4,2,3,0
19,2,28,29,14,2,0,0,23,0,4,0,1,2,4,2,3,2,4,0,0,2,2,4,1,3,4,0,1,0,4,3,4,0,0,4,0,4,1,0
94,2,38,0,0,3,0,3,22,7,3,2,3,2,2,3,2,2,2,0,0,2,0,2,4,3,4,0,0,3,0,1,2,1,2,1,3,2,3,0
46,0,24,12,9,4,1,3,3,0,1,2,1,1,1,2,2,1,1,1,0,4,3,4,1,0,1,4,0,1,4,2,0,3,3,4,4,0,3,3
16,0,21,41,16,4,3,3,19,2,0,2,4,1,2,2,0,2,2,0,0,2,3,4,4,0,1,0,4,4,1,3,3,3,0,3,0,4,1,3
41,3,65,33,6,1,3,3,19,2,3,2,4,1,0,0,3,4,2,1,2,2,4,1,0,2,2,0,1,1,0,3,3,4,1,3,0,3,4,2
39,4,71,83,8,4,1,3,19,2,1,2,0,5,3,4,3,1,0,2,1,3,4,1,4,2,1,1,2,4,1,3,1,3,4,3,4,3,3,0
1,1,43,66,16,0,3,2,19,5,2,1,4,4,1,2,1,1,1,4,2,0,1,0,4,4,0,3,1,1,4,0,0,3,3,3,2,0,3,2
92,1,76,62,19,2,0,3,5,4,3,1,3,1,0,0,4,1,0,4,0,1,0,0,0,0,3,0,2,2,0,1,0,2,3,0,3,4,4,1
13,2,95,52,14,1,2,0,9,5,4,2,3,3,4,1,2,1,1,3,0,3,0,2,4,3,0,4,1,4,1,2,0,2,4,0,3,4,4,3
73,2,19,38,14,3,3,3,18,3,0,1,0,5,0,0,2,2,1,1,2,0,1,0,2,3,0,4,1,2,0,0,1,4,4,2,3,2,3,2
10,3,46,14,14,1,1,3,7,1,3,1,2,3,1,2,1,3,4,2,0,4,1,2,1,1,2,2,0,1,1,4,2,4,3,0,4,0,1,3
52,0,32,65,4,1,0,0,0,8,1,1,4,4,1,2,1,4,2,0,0,0,0,4,4,0,0,0,0,2,0,4,2,1,1,1,1,2,1,0
69,2,91,21,4,3,2,3,13,0,3,1,4,0,1,2,1,2,3,0,3,3,4,4,1,3,0,1,3,0,2,2,0,4,1,1,0,0,3,3
90,3,59,94,18,2,0,1,19,1,4,2,1,0,1,2,4,1,0,4,1,2,1,4,4,2,3,0,2,4,0,4,0,2,1,4,3,2,0,0
23,2,27,96,18,4,3,0,19,4,3,1,4,0,0,0,1,3,4,2,2,4,1,3,0,3,0,1,0,2,4,0,0,1,1,0,3,0,3,0
