column1,column2,column3,column4,column5,column6,column7,column8,column9,column10
13,3,77,11,1,1,0,1,2,3
9,0,98,92,2,2,0,0,2,3
48,3,92,73,3,3,1,1,3,3
74,0,14,23,4,1,4,3,4,4
27,3,4,9,3,1,0,1,4,4
2,4,75,89,4,3,1,3,0,0
41,3,52,99,3,1,1,2,0,4
24,0,75,89,0,1,1,2,1,3
37,3,4,9,3,2,0,2,2,3
62,2,24,35,2,0,0,4,0,1
78,4,2,34,3,1,0,3,4,4
40,0,92,73,3,3,0,0,0,4
2,4,43,0,1,1,0,3,1,3
52,0,61,53,0,0,2,2,2,0
42,4,43,0,1,0,0,1,1,0
69,1,26,0,1,1,1,4,1,1
60,2,98,92,1,2,1,4,4,3
20,2,10,21,0,0,0,1,2,1
60,2,82,75,1,0,0,0,1,3
82,4,87,17,0,0,0,1,4,0
41,0,65,90,0,3,4,2,2,3
85,2,57,7,1,0,0,4,0,3
14,4,47,58,0,4,0,2,1,3
57,3,45,43,0,0,2,2,1,1
82,4,60,14,0,1,0,2,2,3
8,2,81,85,0,1,3,4,1,3
68,4,52,99,3,1,1,2,3,2
66,4,86,55,1,0,0,1,3,0
42,4,0,8,1,3,1,1,3,3
72,4,0,8,1,0,0,3,2,3
18,3,61,53,3,4,3,1,4,2
23,0,16,71,3,1,4,1,3,3
54,2,90,13,0,4,0,0,2,3
12,1,65,90,0,1,0,4,1,3
93,2,83,86,3,4,0,2,1,1
47,0,86,55,4,0,4,2,3,1
71,2,49,94,0,3,0,0,1,2
30,2,19,44,0,3,0,0,0,2
52,0,0,8,0,4,4,0,2,1
14,4,20,15,1,3,0,2,4,3
86,4,56,1,2,1,0,4,3,0
49,4,13,2,3,4,1,3,3,3
0,1,19,4,0,1,3,3,1,3
43,2,22,67,0,1,1,3,2,0
28,1,29,33,3,2,1,4,2,3
49,3,2,34,0,4,2,3,0,2
55,0,80,66,0,0,4,2,1,0
85,2,99,83,0,4,0,1,4,2
76,3,28,47,3,0,1,1,0,0
46,3,97,37,3,4,2,2,1,2
8,2,53,31,0,3,2,0,2,2
98,2,49,94,3,2,1,0,3,3
52,0,10,21,0,4,2,4,4,4
18,3,85,26,4,2,1,1,0,0
12,1,56,1,2,1,3,4,3,0
14,4,48,59,4,1,2,3,2,3
23,4,10,21,2,0,1,3,3,3
34,3,33,48,0,0,1,3,3,3
22,1,46,87,3,2,2,4,0,3
3,3,32,42,0,4,2,1,3,3
42,4,86,55,2,3,1,0,3,3
40,2,64,95,4,1,1,4,4,3
0,1,49,94,0,2,1,4,2,1
99,1,79,97,1,2,3,4,0,1
54,2,2,3,2,1,1,0,1,3
46,3,59,40,0,2,2,1,2,3
78,2,79,97,2,0,0,0,0,1
87,0,58,30,0,1,0,2,1,0
67,0,42,3,0,2,4,3,3,1
26,2,40,74,2,1,2,4,1,2
9,1,1,50,0,3,1,4,1,1
79,1,38,19,0,4,3,1,2,2
98,2,51,18,2,0,2,0,3,3
79,1,10,21,2,0,3,4,1,3
91,0,76,38,1,0,4,4,1,0
85,2,93,20,1,0,0,1,0,0
47,0,60,14,3,0,0,2,0,1
71,2,36,3,0,2,0,0,3,4
23,4,79,97,1,0,1,2,0,0
78,4,99,83,3,3,1,3,4,0
16,1,19,44,4,1,3,2,3,0
63,1,59,0,4,1,0,4,3,2
29,0,66,36,3,2,0,2,1,3
9,1,83,86,2,4,1,4,2,3
42,0,40,74,4,1,1,0,3,4
47,0,55,46,0,3,4,0,0,3
98,2,28,47,1,1,0,0,3,2
77,0,13,2,3,4,2,3,0,4
92,0,39,27,0,2,4,0,2,0
70,3,43,0,2,0,2,0,0,4
26,2,7,60,0,2,2,0,3,3
27,2,26,39,4,0,0,1,2,2
61,3,82,75,1,2,2,2,4,3
68,4,90,13,0,0,1,1,1,2
67,0,54,6,2,2,4,4,2,1
73,1,29,33,1,0,1,4,3,1
16,1,30,88,1,0,3,2,2,2
83,2,41,91,4,3,0,4,2,3
35,4,17,69,0,2,1,2,0,3
93,2,65,90,1,4,0,0,1,2
51,0,79,97,2,2,2,2,1,3
45,1,61,53,3,0,3,3,0,3
46,3,43,3,4,0,1,2,3,3
59,2,58,30,0,1,0,4,4,1
9,1,32,42,1,1,3,4,3,3
14,4,52,99,0,2,1,3,0,1
59,2,70,41,1,3,0,0,3,3
13,3,70,41,1,0,1,1,2,3
89,3,70,41,1,0,2,2,3,0
6,3,52,99,3,2,2,1,3,3
66,2,76,38,1,0,1,4,1,3
96,0,67,57,1,1,0,3,3,3
63,1,8,1,0,0,1,4,3,3
91,4,41,91,0,3,2,3,3,0
9,1,72,49,0,2,1,3,3,3
51,1,43,0,0,1,1,1,1,2
59,2,25,98,0,2,0,0,0,0
6,3,85,26,4,1,0,1,4,3
40,2,56,1,0,1,2,4,4,3
38,0,59,1,2,0,4,4,2,3
62,4,65,90,0,3,0,3,2,1
11,2,68,63,4,1,2,0,1,0
71,2,48,59,3,0,0,0,3,2
73,1,47,58,2,1,0,4,2,3
23,4,78,77,2,0,1,3,4,1
62,4,7,60,2,2,0,1,1,2
63,1,25,98,1,4,0,1,0,0
18,0,65,90,0,1,4,2,1,3
33,0,20,15,3,1,1,2,1,1
17,0,84,4,0,1,2,2,2,0
71,2,66,36,0,0,0,4,4,2
66,2,43,0,1,0,0,0,1,3
82,4,32,42,1,4,1,3,0,0
97,3,61,53,3,4,0,1,4,2
0,1,86,55,4,3,1,3,4,3
80,0,47,0,4,0,0,0,2,3
42,4,38,19,2,0,1,2,2,2
64,4,99,83,0,4,0,4,0,3
69,1,7,60,2,0,0,4,3,4
73,1,93,20,4,1,3,3,0,3
94,3,16,71,0,1,2,2,3,4
1,2,87,17,0,2,3,0,1,3
49,4,32,42,1,4,1,3,2,4
88,1,0,0,1,0,1,3,1,0
40,2,20,15,1,1,2,0,3,4
71,0,50,28,2,1,0,2,4,0
9,1,24,1,0,1,1,2,1,1
31,2,0,8,0,0,2,4,3,2
62,0,6,72,4,0,4,4,3,3
41,3,48,59,2,0,2,3,4,3
42,0,43,0,2,1,4,2,3,0
72,4,16,71,0,3,1,1,4,4
37,3,52,99,0,1,0,1,3,0
9,1,52,99,3,1,3,2,2,2
86,4,56,1,0,1,1,3,2,0
85,2,94,62,0,0,0,2,2,0
83,0,1,50,2,3,4,0,4,0
91,4,62,29,0,2,1,3,1,0
78,4,64,95,2,1,1,3,2,3
45,1,28,47,2,1,3,4,4,0
77,4,29,33,1,2,0,3,3,1
15,2,5,0,1,0,2,1,2,2
28,1,85,26,4,1,1,4,0,3
65,3,11,78,4,0,0,1,3,1
59,2,92,73,3,0,0,0,4,2
65,3,98,92,0,0,0,2,2,4
64,4,30,88,3,1,1,3,2,2
25,0,18,51,1,2,4,0,3,3
38,0,20,0,1,2,0,4,4,3
1,2,0,8,1,3,0,4,1,1
62,0,0,0,2,1,4,4,1,1
9,0,17,69,3,1,0,4,3,4
90,1,42,82,0,0,3,4,2,3
14,4,20,15,3,3,2,1,3,1
72,1,0,8,0,1,0,1,3,4
61,3,6,72,4,4,2,2,1,3
20,2,64,95,0,0,1,4,1,1
39,4,81,85,4,1,1,3,1,2
9,1,18,51,3,2,0,4,1,3
32,4,65,90,0,1,1,2,4,4
12,1,77,11,1,1,3,4,0,1
20,4,97,37,0,1,1,2,0,3
56,4,0,8,0,0,0,3,2,0
91,4,71,61,1,3,1,3,1,1
88,1,74,16,1,2,3,4,2,3
55,0,97,37,0,4,0,0,3,1
68,4,9,52,0,3,1,2,0,1
73,1,25,98,1,0,1,4,0,1
77,0,85,26,4,1,4,0,0,1
96,0,55,46,0,1,0,2,4,2
12,1,69,45,1,1,1,1,3,3
2,4,61,53,3,0,0,3,0,3
41,3,22,67,4,4,0,1,2,2
83,2,72,49,0,2,2,4,2,3
49,4,30,0,1,1,1,2,3,0
54,2,11,78,1,2,4,0,1,3
5,0,89,96,2,0,4,4,1,3
51,1,14,23,4,4,1,4,1,2
49,4,74,16,0,0,1,3,4,3
66,2,21,56,2,2,2,4,2,4
59,2,94,62,0,4,2,0,4,0
35,4,51,18,0,0,1,4,0,3
18,3,85,26,0,3,0,2,2,3
8,2,72,49,0,1,0,2,2,4
14,4,0,0,0,0,0,3,2,1
47,0,97,37,4,4,4,2,4,3
30,1,40,74,2,1,3,4,3,4
24,0,86,55,2,3,0,2,2,1
4,1,45,43,3,0,1,1,1,4
34,3,32,42,1,4,2,3,0,0
92,0,38,19,1,0,4,2,4,1
16,1,59,40,4,2,3,4,2,3
24,0,32,42,0,1,0,4,4,2
28,1,43,0,2,1,1,4,4,3
42,4,69,45,0,3,2,3,1,2
72,4,61,53,3,4,1,3,3,0
42,4,65,90,2,1,0,3,1,4
2,1,92,73,3,3,3,2,0,2
93,2,57,7,2,1,2,4,3,3
9,1,61,53,0,4,3,3,4,1
28,1,2,34,4,4,1,2,2,1
65,3,1,50,0,3,1,3,1,3
25,4,41,91,4,1,1,3,0,3
61,3,87,17,0,2,0,1,0,2
77,4,98,92,2,4,1,1,3,4
5,0,58,30,0,1,2,2,1,3
43,0,60,14,0,0,0,4,0,4
70,3,94,62,3,0,2,2,2,3
88,1,47,58,0,0,0,3,1,3
45,1,83,86,0,3,3,4,0,3
81,3,81,85,4,4,2,1,3,2
9,1,60,14,0,0,3,4,1,3
31,2,58,1,2,1,1,2,0,2
38,0,57,7,1,1,4,2,2,0
89,3,39,27,0,0,2,1,1,4
0,1,24,35,2,1,1,1,2,0
37,3,55,46,0,2,2,3,0,3
76,3,87,17,1,2,2,1,1,1
18,3,66,36,3,2,0,1,0,3
58,1,2,34,0,3,3,4,3,4
12,1,0,8,2,0,3,3,4,3
48,2,16,71,0,1,0,2,2,1
9,1,96,32,0,1,0,4,4,1
21,3,45,43,0,0,0,3,1,3
40,2,39,27,0,1,0,0,4,2
76,3,2,34,3,4,0,3,3,3
49,4,36,3,3,1,2,3,3,2
62,0,98,92,1,0,0,2,0,4
90,1,94,62,0,4,3,4,2,1
6,3,41,91,0,3,2,2,2,3
68,4,32,42,0,4,1,0,2,3
72,4,73,76,1,3,1,3,3,1
65,3,87,2,2,4,0,2,1,3
77,0,30,88,4,0,4,0,3,3
22,1,89,96,2,4,3,3,3,3
27,3,97,37,4,4,2,2,1,3
93,2,60,0,1,1,0,0,0,0
89,3,4,9,4,1,1,2,4,4
8,0,30,88,0,4,0,4,0,3
66,2,55,46,0,2,2,0,3,1
40,2,38,19,0,2,0,0,1,1
58,1,97,37,0,2,3,4,1,3
17,0,55,46,0,1,4,2,3,0
51,1,51,18,0,0,1,4,3,4
64,4,10,21,2,0,0,2,4,3
65,3,42,82,3,1,0,2,4,3
23,4,32,42,0,4,0,3,2,3
0,1,56,1,0,1,0,3,1,4
25,4,94,62,0,0,0,1,1,2
47,0,63,0,1,1,2,2,0,3
27,3,91,64,4,0,2,1,0,3
22,1,90,13,0,4,0,4,4,1
94,4,59,40,0,2,1,1,2,3
60,2,5,25,0,0,0,0,2,3
11,2,98,92,0,0,4,3,3,4
77,4,31,5,2,0,0,3,3,1
28,2,42,82,3,1,0,0,1,4
41,3,6,0,1,1,0,1,3,4
31,2,96,2,1,0,1,1,4,3
9,1,83,86,2,2,3,1,2,3
70,3,4,9,4,3,0,3,3,4
20,2,29,3,4,1,0,0,4,2
89,3,97,37,2,0,0,1,2,2
54,2,97,37,0,4,2,1,2,2
59,2,12,1,0,1,2,0,2,3
3,3,83,86,3,1,1,2,0,3
67,0,56,1,0,0,0,4,1,0
27,3,66,36,4,1,0,1,2,1
42,0,21,56,2,1,0,3,1,0
54,2,82,75,1,2,0,4,1,0
34,2,19,44,4,3,0,4,2,3
59,4,51,18,2,0,1,3,3,0
53,3,77,11,1,0,2,2,2,4
65,3,65,90,0,4,1,1,2,0
52,0,94,4,0,1,4,4,4,2
83,2,19,44,4,3,2,4,3,4
60,2,8,2,3,0,2,1,1,1
43,0,96,0,2,1,0,1,3,3
97,3,98,92,2,2,0,2,4,3
14,4,46,87,3,2,0,3,3,3
6,3,40,74,1,3,2,1,4,3
42,4,66,36,0,2,2,2,0,3
45,1,50,28,2,1,3,4,4,4
99,0,19,44,0,3,4,2,3,3
79,1,99,83,0,3,3,4,4,3
3,3,60,14,3,1,0,1,3,1
45,1,13,2,3,2,3,4,0,0
0,1,83,86,2,2,3,1,2,3
89,3,65,90,0,4,2,2,1,2
22,1,52,99,3,2,0,2,0,4
41,3,77,11,2,0,1,2,1,3
87,0,33,48,0,0,4,0,3,3
37,3,47,58,0,0,2,2,2,1
27,3,45,43,0,1,2,1,0,3
45,1,16,71,3,1,3,4,0,3
32,4,77,11,4,0,1,2,0,3
42,4,31,5,2,3,0,3,1,0
48,3,71,61,1,3,1,2,2,2
51,1,33,48,2,0,1,3,3,3
65,3,23,12,4,3,2,1,1,3
61,3,22,67,0,3,1,2,2,3
27,2,84,4,2,3,4,1,4,4
36,1,65,90,0,1,3,4,3,0
92,0,83,86,2,3,4,0,3,2
29,0,54,6,1,3,4,4,4,3
99,1,49,94,1,1,3,2,2,3
27,3,99,83,0,4,0,2,2,3
2,4,81,85,4,4,0,1,0,3
32,4,40,74,2,0,0,3,2,4
41,3,84,4,2,3,2,1,3,0
85,2,70,41,1,0,3,0,2,3
81,3,25,98,0,4,0,1,0,2
64,4,65,90,0,1,1,2,2,3
78,4,2,34,3,4,1,3,4,3
73,1,36,3,0,2,3,4,1,3
47,0,31,0,1,2,2,0,2,1
25,4,61,53,3,4,1,3,4,0
93,2,0,8,1,0,0,0,2,1
77,0,0,8,1,1,0,4,1,3
98,2,61,53,3,4,2,4,0,0
89,3,17,69,0,1,1,2,0,3
37,3,8,54,0,4,2,2,4,0
60,2,49,94,0,2,2,3,4,4
25,4,87,17,4,0,0,2,2,1
73,1,16,71,0,0,0,4,2,2
59,1,17,0,1,0,0,4,3,2
51,1,16,71,3,0,2,4,2,3
30,1,41,91,4,1,3,4,3,1
18,3,30,88,3,1,2,1,2,3
37,3,37,1,0,0,2,1,1,4
37,3,18,51,3,0,1,2,4,4
64,2,77,11,1,0,1,3,0,3
14,4,87,17,1,2,0,3,2,1
65,3,2,34,0,4,1,2,0,3
14,4,10,21,2,0,0,3,1,1
77,0,38,0,0,1,0,2,1,2
77,4,65,90,0,1,1,3,1,1
60,2,97,37,0,4,0,1,3,0
75,2,4,9,3,2,0,1,1,4
93,2,9,52,2,2,2,4,1,3
40,2,59,40,0,1,2,0,2,3
7,4,11,78,0,2,0,3,0,3
85,2,19,44,4,1,0,1,2,3
49,4,63,93,1,2,1,3,1,0
22,1,6,72,4,4,0,4,4,4
31,2,41,91,4,3,0,1,1,2
58,1,52,99,4,4,3,2,1,4
11,2,61,53,3,4,2,4,1,3
49,4,90,13,0,4,2,0,4,0
42,4,10,21,2,2,0,2,0,1
2,4,94,62,4,3,2,2,2,3
54,2,8,54,4,0,2,4,3,4
56,4,36,3,3,2,0,3,1,4
52,3,85,26,4,2,2,2,3,4
91,4,27,84,4,0,1,3,2,3
20,2,7,60,2,1,0,0,3,2
70,0,64,95,4,0,4,4,2,2
37,3,70,4,0,4,0,1,0,3
2,4,51,18,2,0,1,3,1,0
62,0,60,14,0,1,1,4,2,2
15,2,24,35,2,2,2,1,1,0
27,3,35,65,2,1,2,2,4,1
16,1,16,71,0,2,3,1,1,0
41,1,34,79,3,0,3,0,2,3
85,2,56,4,4,3,0,4,3,3
58,1,6,72,4,0,3,0,1,2
95,4,5,25,3,1,0,1,0,3
89,1,23,12,4,1,1,4,4,0
59,2,97,37,0,4,0,0,2,4
86,4,29,33,2,2,0,1,4,0
64,4,99,83,4,4,1,2,4,3
24,0,90,13,1,0,0,3,2,3
57,3,59,40,2,2,2,2,3,1
47,0,54,6,3,2,1,2,0,1
27,3,73,76,1,1,2,2,4,1
7,4,85,26,0,3,2,2,3,0
73,1,42,82,3,1,1,4,2,3
33,0,93,1,0,0,2,1,0,1
31,2,14,23,4,2,0,0,0,1
59,2,68,63,0,1,1,0,1,4
62,0,74,16,0,2,4,4,4,2
83,2,93,20,3,0,2,4,1,1
19,4,54,6,0,1,1,3,4,0
2,4,68,63,0,0,0,2,3,0
45,1,43,0,4,1,0,1,4,4
16,1,65,90,0,1,2,4,2,2
82,4,5,25,3,1,1,3,4,3
77,0,99,83,0,4,0,0,3,3
6,3,74,16,1,4,0,3,2,1
32,4,60,14,3,1,0,2,0,0
49,4,16,71,0,1,1,3,4,4
35,4,6,72,4,4,0,3,4,2
32,4,11,78,0,0,0,1,1,3
74,0,64,95,0,1,4,4,2,3
40,2,59,40,2,2,0,4,1,0
27,3,4,9,4,3,2,1,0,3
47,0,75,89,1,1,4,2,3,0
73,1,74,16,0,1,0,1,2,4
95,4,97,37,0,1,1,3,0,2
5,2,85,26,4,1,3,3,1,3
40,2,29,33,4,0,1,4,3,2
88,2,82,0,2,1,2,2,0,2
61,3,20,15,0,3,0,1,2,1
54,0,94,62,4,4,0,0,0,1
34,3,0,8,0,1,2,3,0,3
84,0,65,90,1,1,4,0,1,0
89,3,75,89,0,4,2,3,2,3
59,2,34,79,3,3,4,0,0,3
63,1,32,42,0,4,3,4,3,3
64,4,56,1,2,0,1,2,0,1
28,1,24,1,2,0,3,4,3,0
54,2,13,3,4,2,1,1,0,3
55,0,51,18,0,0,4,3,3,0
12,2,8,54,4,4,0,1,4,3
61,3,52,99,0,1,0,3,3,2
59,1,72,49,4,1,3,4,3,3
59,2,0,8,1,0,1,4,2,3
34,3,32,42,0,1,0,3,4,3
6,1,61,53,0,0,3,2,2,0
61,3,39,27,1,3,0,1,0,3
79,1,72,49,0,0,1,2,2,2
14,4,70,41,1,1,1,2,0,3
85,2,79,97,1,0,0,4,3,2
47,0,66,36,3,0,2,2,3,3
45,1,28,47,2,1,3,3,2,0
44,1,90,13,2,1,1,3,3,4
4,0,84,4,4,1,2,2,0,2
14,0,78,0,1,1,1,0,4,3
81,3,89,96,2,0,0,2,4,2
79,0,59,40,0,0,4,2,3,3
78,4,73,76,0,0,0,2,0,0
5,0,10,21,2,0,4,0,3,4
17,0,30,88,4,1,2,2,1,2
54,2,62,1,2,0,2,1,3,0
88,1,56,1,4,1,3,1,3,1
70,3,8,9,3,1,2,2,3,1
62,0,36,3,0,1,4,2,1,2
61,3,6,72,2,4,2,1,4,3
63,1,4,9,4,3,3,4,0,3
13,3,97,37,0,1,2,2,4,0
42,4,38,19,1,4,2,3,1,1
28,1,16,0,1,1,3,4,3,3
3,2,87,17,4,2,4,4,3,0
1,2,81,85,0,0,0,0,3,2
31,2,26,39,4,1,2,0,2,1
41,3,5,25,1,0,0,3,0,1
73,1,9,52,2,2,3,4,3,4
49,1,49,94,3,1,0,1,2,1
59,2,19,44,4,3,0,0,4,2
18,3,49,2,3,0,0,1,3,3
6,3,36,1,2,1,2,2,4,2
78,4,84,4,1,1,0,1,0,0
15,2,93,20,1,0,1,1,0,0
76,3,46,87,0,1,0,2,4,0
28,0,72,2,1,1,4,4,4,4
20,2,13,2,2,0,0,4,1,2
92,0,13,2,0,0,1,0,3,4
48,2,1,50,1,3,0,4,0,0
21,3,72,49,4,0,0,2,3,0
48,2,38,19,1,3,0,0,1,1
77,0,4,9,3,1,4,4,1,1
81,3,88,70,2,4,0,2,1,2
73,0,0,8,0,0,0,0,0,0
57,3,2,34,1,0,0,1,1,3
81,3,43,0,2,1,1,1,2,2
8,2,20,15,0,4,1,4,4,4
24,0,14,23,0,2,1,4,0,3
62,0,59,40,2,0,4,2,4,1
31,2,64,95,4,1,0,4,4,2
72,4,52,99,0,2,0,3,0,1
89,3,87,17,4,2,2,2,2,3
17,0,31,5,1,3,4,0,4,2
98,2,99,83,0,4,4,1,2,3
31,2,30,88,0,4,2,3,4,3
38,0,85,26,0,2,4,2,1,1
4,0,22,67,1,3,0,2,1,2
33,0,38,19,1,4,2,2,0,4
21,3,41,91,0,3,0,1,3,0
98,2,49,94,3,1,0,4,4,3
51,0,64,95,4,0,4,2,3,2
23,4,14,23,0,2,1,2,1,0
49,4,18,51,0,1,1,2,4,3
0,1,57,7,1,0,3,4,2,3
46,3,49,94,3,2,0,1,2,0
9,1,93,20,1,1,0,3,3,3
10,0,43,0,2,0,0,4,4,3
45,1,47,58,2,4,3,4,3,2
45,1,38,19,0,0,3,3,2,3
26,2,0,8,1,1,4,0,4,0
52,0,72,49,0,2,4,3,3,1
56,4,1,50,0,3,2,1,1,4
73,1,66,36,0,1,3,1,2,3
35,4,86,55,1,0,1,3,2,0
11,2,5,25,3,0,2,2,1,2
23,4,97,37,3,1,0,2,1,0
72,4,93,20,1,1,1,3,1,0
40,2,11,78,4,2,3,4,1,3
65,3,91,64,2,0,2,1,1,2
25,4,39,27,1,1,2,1,2,3
16,1,26,39,4,0,1,4,3,3
46,3,86,55,4,3,2,2,4,3
20,2,87,17,0,2,2,1,1,1
9,1,5,25,3,1,1,4,2,0
22,1,61,53,0,0,1,2,1,1
5,0,19,44,0,3,0,2,4,1
41,3,10,21,0,4,2,2,0,0
46,3,4,9,4,1,2,2,4,3
91,4,21,4,0,4,0,3,3,2
94,3,58,30,0,1,2,2,1,1
24,0,70,41,1,0,4,0,2,1
23,0,58,30,0,1,4,2,1,3
1,0,75,89,0,0,4,2,4,0
16,0,43,0,4,1,4,2,1,3
65,3,80,66,0,0,0,1,2,3
55,0,72,49,4,1,4,4,3,3
61,3,30,88,4,0,1,3,3,1
72,4,26,39,4,1,1,3,2,3
87,0,3,68,0,0,2,2,0,3
19,4,39,27,1,3,1,3,0,2
3,3,83,86,2,3,0,2,4,3
29,0,56,1,0,4,4,2,2,1
20,2,67,57,1,1,0,4,3,0
84,0,28,47,2,0,4,0,2,4
59,2,70,41,0,1,0,1,4,0
89,3,32,42,1,1,2,1,1,1
65,3,18,51,1,1,0,1,4,1
80,1,2,34,0,4,3,2,4,1
45,1,26,39,4,0,3,4,2,3
98,2,69,45,3,1,0,0,4,3
35,4,94,62,2,4,1,2,3,2
93,2,49,94,4,1,0,0,2,3
83,2,51,18,0,1,0,3,4,3
95,3,66,36,0,0,2,2,2,0
88,1,0,8,0,0,1,4,0,3
62,0,3,68,0,3,0,2,2,3
77,0,97,37,0,4,1,4,4,3
71,2,1,50,2,3,1,0,3,3
6,3,7,60,2,0,2,3,1,3
70,3,35,65,1,1,2,1,0,0
33,0,1,50,2,3,4,4,2,3
10,0,99,83,2,4,2,0,2,0
59,2,16,71,1,2,0,1,1,4
61,3,96,32,0,0,0,1,2,3
47,2,93,20,1,0,0,4,0,3
53,3,68,63,0,0,2,2,1,3
79,1,50,28,0,1,0,3,0,0
81,3,66,36,3,0,0,2,0,3
13,0,82,0,1,0,4,0,2,4
16,1,70,41,0,0,3,4,4,4
54,2,92,73,0,3,3,0,4,0
9,1,8,54,0,3,0,4,2,0
48,2,3,68,0,4,2,4,3,1
57,3,1,50,1,3,2,3,3,2
8,2,91,2,3,4,0,0,2,4
79,1,46,87,3,2,1,4,1,0
40,2,61,53,0,0,0,0,4,0
46,3,71,61,1,0,0,1,4,3
37,1,50,28,1,4,3,4,1,3
24,0,0,8,0,0,0,2,2,2
38,1,16,71,0,2,3,4,2,0
27,3,87,17,4,4,0,2,0,3
81,3,70,41,0,4,2,1,2,2
87,0,6,72,4,4,0,4,0,0
82,4,93,20,0,1,0,2,4,4
91,0,27,84,0,2,2,2,0,3
70,3,19,44,2,3,1,1,2,3
59,3,33,48,2,3,0,1,0,3
35,1,45,43,3,1,3,1,2,0
26,2,88,70,2,0,0,0,3,2
63,1,24,35,3,1,3,4,1,2
72,4,2,34,3,4,1,1,2,1
27,3,96,32,1,1,1,1,1,3
30,1,89,96,2,0,3,2,2,1
95,4,15,22,0,3,0,1,0,2
47,0,30,88,4,1,4,4,1,3
45,0,93,20,0,1,1,2,2,3
72,4,87,17,1,2,1,3,1,3
51,1,70,41,1,0,3,2,2,2
27,3,9,0,2,0,2,4,0,3
48,2,6,72,1,0,2,0,4,2
6,1,41,91,4,1,3,4,3,0
12,1,60,14,3,0,1,3,1,3
42,4,50,28,2,1,0,2,3,2
95,4,13,2,2,0,1,3,3,3
83,2,24,35,2,3,2,0,3,0
52,0,54,6,2,0,4,2,2,0
14,4,73,76,0,1,1,3,1,3
28,1,1,50,0,3,3,4,0,1
39,2,11,78,1,3,3,0,3,3
86,0,77,11,1,2,4,3,2,3
28,0,50,28,1,0,0,0,1,1
75,2,30,88,4,0,2,4,2,2
82,4,30,88,4,0,1,2,3,3
83,0,80,0,1,0,0,0,1,3
82,4,6,72,2,4,1,3,1,3
93,2,31,5,2,4,4,1,2,3
74,0,63,93,1,4,0,1,1,0
72,4,19,44,4,3,1,3,0,0
27,3,16,71,0,1,0,2,1,1
77,0,85,26,4,1,0,3,2,0
97,3,57,7,1,1,0,2,4,2
55,0,61,53,3,3,4,2,4,0
53,3,5,25,3,1,2,3,2,4
35,4,58,30,2,1,1,3,4,1
52,0,17,69,0,3,4,2,2,2
31,2,16,71,4,3,2,0,3,1
21,2,24,35,4,1,4,4,4,3
66,2,14,23,4,3,1,1,3,3
24,0,68,63,0,0,0,2,0,4
59,2,30,88,4,0,0,0,2,3
40,2,94,62,3,4,1,0,0,1
59,2,26,39,4,0,2,1,0,3
62,0,44,24,2,0,4,2,0,3
69,1,28,47,3,1,3,2,1,3
76,3,26,39,0,0,2,2,0,3
85,2,59,40,2,2,0,0,3,1
76,2,39,27,1,3,0,4,2,3
31,2,94,62,3,0,2,0,0,4
13,3,94,62,3,4,0,3,4,3
59,1,49,94,2,2,3,4,2,1
14,4,65,90,0,1,0,1,0,2
88,1,97,37,4,4,3,4,3,0
9,1,38,19,2,0,1,1,3,0
23,4,55,46,1,3,0,1,3,3
53,3,61,53,1,4,0,1,0,4
24,0,21,56,2,2,0,2,2,2
81,3,77,11,0,0,0,1,2,0
23,4,40,74,1,1,2,2,2,0
26,2,52,99,4,1,2,4,2,3
67,0,52,99,3,2,4,2,2,4
49,4,0,8,0,3,1,1,1,2
29,0,9,52,2,1,4,2,1,4
26,2,47,58,0,4,0,0,3,2
25,4,97,37,0,4,2,3,0,4
64,4,73,76,0,3,0,3,1,3
9,1,13,2,3,2,0,1,2,4
26,2,29,33,1,3,0,3,0,2
70,0,97,37,0,4,0,2,2,0
59,2,92,73,0,3,0,0,1,2
64,4,52,99,3,2,2,3,4,0
49,4,72,49,0,1,1,0,1,4
63,4,33,48,1,4,1,3,2,2
45,2,86,55,1,0,0,3,2,0
34,3,25,98,0,2,2,2,0,3
14,4,41,91,4,3,0,1,3,3
61,3,29,33,4,0,0,1,2,3
41,3,50,28,0,4,0,1,2,3
81,0,68,63,4,0,0,2,1,3
88,3,66,36,3,2,2,2,0,2
38,0,61,53,1,0,4,4,2,0
12,1,39,5,2,2,3,4,1,0
0,1,29,33,4,2,3,4,2,2
5,0,59,40,0,0,2,2,2,3
42,4,44,24,2,3,1,3,0,2
54,2,66,36,0,0,2,0,2,4
63,2,65,90,0,1,2,1,3,2
60,2,48,59,3,0,3,2,2,0
70,3,76,38,1,0,2,2,3,0
68,4,99,0,1,1,0,0,1,3
2,4,72,49,4,1,1,3,3,2
18,3,62,29,4,0,2,1,2,0
57,3,97,0,1,1,2,3,3,3
5,0,10,21,0,0,2,4,3,3
70,3,12,81,1,0,2,2,0,4
72,4,65,90,0,3,1,4,4,3
64,3,56,1,2,4,2,2,1,3
59,2,31,5,0,4,2,0,2,3
82,4,43,0,4,0,0,3,0,1
16,1,4,9,4,1,3,4,0,0
45,1,96,32,0,0,1,1,4,0
81,3,49,94,3,1,0,1,3,0
86,4,51,18,0,0,0,2,2,0
70,3,13,2,3,0,0,1,0,1
88,1,28,47,3,0,0,4,3,1
35,4,47,58,0,4,0,1,3,4
70,3,27,0,1,0,0,3,4,3
66,0,77,11,4,0,0,0,3,4
0,1,25,98,0,4,0,1,2,3
