ProviderNumber,HospitalName,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Sample,StateAvg
31302,NORTHERN COCHISE COMMUNITY HOSPITAL,WILLCOX,AZ,85643,COCHISE,5203843541,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),1 patients,AZ_HF-3
60014,PRESBYTERIAN/ST LUKE'S MEDICAL CENTER,DENVER,CO,80218,DENVER,3038396100,Acute Care Hospitals,Government - State,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,99 patients,CO_HF-1
340035,FIRSTHEALTH RICHMOND MEMORIAL HOSPITAL,ROCKINGHAM,NC,28379,RICHMOND,9104173000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),76 patients,NC_SCIP-INF-6
260138,ST LUKES HOSPITAL OF KANSAS CITY,KANSAS CITY,MO,64111,JACKSON,8169322000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,755 patients,MO_SCIP-INF-1
50099,SAN ANTONIO COMMUNITY HOSPITAL,UPLAND,CA,91786,SAN BERNARDINO,7149852811,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),106 patients,CA_HF-3
390266,GROVE CITY MEDICAL CENTER,GROVE CITY,PA,16127,MERCER,7244507000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,1 patients,PA_AMI-4
50043,ALTA BATES SUMMIT MEDICAL CENTER--SUMMIT CAMPUS,OAKLAND,CA,94609,ALAMEDA,5106554000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,132 patients,CA_PN-5C
370039,CLAREMORE REGIONAL HOSPITAL,CLAREMORE,OK,74017,ROGERS,9183426777,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,10 patients,OK_AMI-1
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,3756,GRAFTON,6036505000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,125 patients,NH_PN-3B
390076,BRANDYWINE HOSPITAL,COATESVILLE,PA,19320,CHESTER,6103838000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,61 patients,PA_PN-4
50121,HANFORD COMMUNITY MEDICAL CENTER,HANFORD,CA,93230,KINGS,5595829000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,CA_AMI-8A
360203,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,CAMBRIDGE,OH,43725,GUERNSEY,7404398111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,19 patients,OH_HF-4
450280,BAYLOR MEDICAL CENTER AT GARLAND,GARLAND,TX,75042,DALLAS,9724875000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,315 patients,TX_HF-1
140303,THSC LLC NEUROLOGIC AND ORTHOPEDIC INST OF CHGO,CHICAGO,IL,60640,COOK,7732500000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),0 patients,IL_PN-6
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,SYRACUSE,NY,13203,ONONDAGA,3154485111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),745 patients,NY_SCIP-INF-6
50747,COASTAL COMMUNITIES HOSPITAL,SANTA ANA,CA,92704,ORANGE,7147545454,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),20 patients,CA_HF-3
21305,WRANGELL MEDICAL CENTER,WRANGELL,AK,99929,WRANGELL PETERSBURG,9078747000,Critical Access Hospitals,Government - Local,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,1 patients,AK_AMI-5
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,ANNISTON,AL,36207,CALHOUN,2562355121,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,137 patients,AL_PN-7
450234,COMANCHE COUNTY MEDICAL CENTER,COMANCHE,TX,76442,COMANCHE,2548794900,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,50 patients,TX_HF-2
100265,MEASE HOSPITAL - COUNTRYSIDE,SAFETY HARBOR,FL,34695,PINELLAS,7277346950,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),50 patients,FL_AMI-3
490126,ALLEGHANY REGIONAL HOSPITAL,LOW MOOR,VA,24457,ALLEGHANY,7038626011,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,92 patients,VA_PN-7
250007,BILOXI REGIONAL MEDICAL CENTER,BILOXI,MS,39533,HARRISON,2284361104,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,57 patients,MS_HF-4
141337,PERRY MEMORIAL HOSPITAL,PRINCETON,IL,61356,BUREAU,8158752811,Critical Access Hospitals,Government - State,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,54 patients,IL_HF-2
100055,HELEN ELLIS MEMORIAL HOSPITAL,TARPON SPRINGS,FL,34689,PINELLAS,7279425000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),22 patients,FL_AMI-3
360189,MADISON COUNTY HOSPITAL INC,LONDON,OH,43140,MADISON,7408457010,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,27 patients,OH_PN-4
340010,WAYNE MEMORIAL HOSPITAL,GOLDSBORO,NC,27534,WAYNE,9197361110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,40 patients,NC_SCIP-CARD-2
390062,NASON HOSPITAL,ROARING SPRING,PA,16673,BLAIR,8142242141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),16 patients,PA_HF-3
10064F,MIAMI VA MEDICAL CENTER,MIAMI,FL,33125,MIAMI-DADE,3053244455,Acute Care - VA Medical Center,Government Federal,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,54 patients,FL_PN-2
440168,METHODIST HEALTHCARE FAYETTE HOSPITAL,SOMERVILLE,TN,38068,FAYETTE,9015164014,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,7 patients,TN_SCIP-VTE-1
31300,WICKENBURG COMMUNITY HOSPITAL,WICKENBURG,AZ,85390,MARICOPA,9286845421,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,17 patients,AZ_HF-2
50644,LOS ANGELES METROPOLITAN MEDICAL CTR,LOS ANGELES,CA,90018,LOS ANGELES,3237307300,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,54 patients,CA_PN-7
140032,ST ANTHONYS MEMORIAL HOSPITAL,EFFINGHAM,IL,62401,EFFINGHAM,2173422121,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,15 patients,IL_AMI-5
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,ATLANTA,GA,30308,FULTON,4046864411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,56 patients,GA_PN-4
440227,STONECREST MEDICAL CENTER,SMYRNA,TN,37167,RUTHERFORD,6157682000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,75 patients,TN_PN-7
450005,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,ORANGE,TX,77630,ORANGE,4098831273,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,67 patients,TX_SCIP-INF-1
10139,BROOKWOOD MEDICAL CENTER,BIRMINGHAM,AL,35209,JEFFERSON,2058771000,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),871 patients,AL_SCIP-INF-6
260005,SSM ST JOSEPH HEALTH CENTER,SAINT CHARLES,MO,63301,SAINT CHARLES,6369475000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,MO_AMI-7A
40091,MEDICAL PARK HOSPITAL,HOPE,AR,71801,HEMPSTEAD,8707772323,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,4 patients,AR_SCIP-INF-1
440060,MILAN GENERAL HOSPITAL,MILAN,TN,38358,GIBSON,7316861591,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),6 patients,TN_HF-3
30083,PARADISE VALLEY HOSPITAL,PHOENIX,AZ,85032,MARICOPA,6029235000,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100 patients,AZ_HF-2
100253,JUPITER MEDICAL CENTER,JUPITER,FL,33458,PALM BEACH,5617472234,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,4 patients,FL_SCIP-INF-4
140217,PROVENA - SAINT JOSEPH HOSPITAL,ELGIN,IL,60123,KANE,8476953200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,129 patients,IL_AMI-5
330222,SARATOGA HOSPITAL,SARATOGA SPRINGS,NY,12866,SARATOGA,5185873222,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,172 patients,NY_PN-7
500031,GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,98520,GRAYS HARBOR,3605328330,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,267 patients,WA_PN-5C
360025,FIRELANDS REGIONAL MEDICAL CENTER,SANDUSKY,OH,44870,ERIE,4195575510,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,74 patients,OH_SCIP-CARD-2
440050,TAKOMA REGIONAL HOSPITAL,GREENEVILLE,TN,37743,GREENE,4236393151,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,52 patients,TN_SCIP-VTE-1
230101,ST FRANCIS HOSPITAL,ESCANABA,MI,49829,DELTA,9067863311,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,104 patients,MI_PN-5C
370083,PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,ANTLERS,OK,74523,PUSHMATAHA,5802983341,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,0 patients,OK_AMI-5
370048,MCCURTAIN MEMORIAL HOSPITAL,IDABEL,OK,74745,MCCURTAIN,5802867623,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),45 patients,OK_SCIP-INF-6
390009,SAINT VINCENT HEALTH CENTER,ERIE,PA,16544,ERIE,8144525000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,85 patients,PA_PN-4
421304,EDGEFIELD COUNTY HOSPITAL,EDGEFIELD,SC,29824,EDGEFIELD,8036371150,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,35 patients,SC_PN-2
500053,KENNEWICK GENERAL HOSPITAL,KENNEWICK,WA,99336,BENTON,5095866111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,194 patients,WA_SCIP-INF-2
360116,BROWN COUNTY HOSPITAL,GEORGETOWN,OH,45121,BROWN,5133787500,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,29 patients,OH_PN-4
490063,INOVA FAIRFAX HOSPITAL,FALLS CHURCH,VA,22042,FAIRFAX,7036981110,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,31 patients,VA_HF-4
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653,CHICOT,8702655351,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,AR_AMI-3
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,RENO,NV,89502,WASHOE,7753281263,Acute Care - VA Medical Center,Government Federal,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),223 patients,NV_SCIP-INF-6
90004,GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,20007,DISTRICT OF COLUMBIA,2027843000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,241 patients,DC_SCIP-VTE-1
230034,CHEBOYGAN MEMORIAL HOSPITAL,CHEBOYGAN,MI,49721,CHEBOYGAN,2316275601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),189 patients,MI_SCIP-INF-6
130028,PORTNEUF MEDICAL CENTER,POCATELLO,ID,83201,BANNOCK,2082391000,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,2 patients,ID_AMI-8A
21303,SITKA COMMUNITY HOSPITAL,SITKA,AK,99835,SITKA,9077473241,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,3 patients,AK_AMI-5
650001,GUAM MEMORIAL HOSPITAL AUTHORITY,TAMUNING,GU,96913,GUAM,6716472552,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,7 patients,GU_SCIP-INF-2
61320,GUNNISON VALLEY HOSPITAL,GUNNISON,CO,81230,GUNNISON,9706411456,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),14 patients,CO_SCIP-INF-6
10040,GADSDEN REGIONAL MEDICAL CENTER,GADSDEN,AL,35903,ETOWAH,2564944000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,255 patients,AL_PN-2
451356,MEMORIAL MEDICAL CENTER,PORT LAVACA,TX,77979,CALHOUN,3615526713,Critical Access Hospitals,Proprietary,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,6 patients,TX_AMI-5
531302,MEMORIAL HOSPITAL OF CONVERSE COUNTY,DOUGLAS,WY,82633,CONVERSE,3073582122,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,75 patients,WY_SCIP-INF-2
50127,WOODLAND MEMORIAL HOSPITAL,WOODLAND,CA,95695,YOLO,5306623961,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,94 patients,CA_SCIP-VTE-1
261326,MCCUNE - BROOKS HOSPITAL,CARTHAGE,MO,64836,JASPER,4173588121,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,MO_AMI-4
100275,WELLINGTON REGIONAL MEDICAL CENTER,WELLINGTON,FL,33414,PALM BEACH,5617988500,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,12 patients,FL_HF-4
180010,SAINT JOSEPH HOSPITAL,LEXINGTON,KY,40504,FAYETTE,8593131714,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),140 patients,KY_AMI-3
390185,HAZLETON GENERAL HOSPITAL,HAZLETON,PA,18201,LUZERNE,5705014000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,36 patients,PA_AMI-5
330047,ST MARY'S HOSPITAL AT AMSTERDAM,AMSTERDAM,NY,12010,MONTGOMERY,5188421900,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,NY_SCIP-INF-4
60028,EXEMPLA SAINT JOSEPH HOSPITAL,DENVER,CO,80218,DENVER,3038377111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,134 patients,CO_SCIP-INF-4
41005F,PROVIDENCE VA MEDICAL CENTER,PROVIDENCE,RI,2908,COLUMBIA,4014573042,Acute Care - VA Medical Center,Government Federal,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,19 patients,RI_HF-4
390132,ST JOSEPH'S HOSPITAL,PHILADELPHIA,PA,19130,PHILADELPHIA,2157872000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,19 patients,PA_SCIP-INF-1
430077,RAPID CITY REGIONAL HOSPITAL,RAPID CITY,SD,57701,PENNINGTON,6057198100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,284 patients,SD_HF-2
250067,CLAY COUNTY MEDICAL CENTER,WEST POINT,MS,39773,CLAY,6624952300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,1 patients,MS_SCIP-CARD-2
60076,STERLING REGIONAL MEDCENTER,STERLING,CO,80751,LOGAN,9705213100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,124 patients,CO_SCIP-VTE-1
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,28359,ROBESON,9106715000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,13 patients,NC_AMI-8A
170094,COFFEY COUNTY HOSPITAL,BURLINGTON,KS,66839,COFFEY,6203642121,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,52 patients,KS_HF-2
390004,HOLY SPIRIT HOSPITAL,CAMP HILL,PA,17011,CUMBERLAND,7177632100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,290 patients,PA_AMI-2
450330,OAKBEND MEDICAL CENTER,RICHMOND,TX,77469,FORT BEND,2813413000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,TX_AMI-8A
371331,DRUMRIGHT REGIONAL HOSPITAL,DRUMRIGHT,OK,74030,CREEK,9183822300,Critical Access Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,3 patients,OK_PN-3B
170010,MERCY HOSPITAL OF KANSAS INDEPENDENCE,INDEPENDENCE,KS,67301,MONTGOMERY,6203312200,Acute Care Hospitals,Voluntary non-profit - Church,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),60 patients,KS_SCIP-INF-3
440063,JOHNSON CITY MEDICAL CENTER,JOHNSON CITY,TN,37604,WASHINGTON,4234316111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,71 patients,TN_PN-3B
210009,THE JOHNS HOPKINS HOSPITAL,BALTIMORE,MD,21287,BALTIMORE CITY,4109555000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,500 patients,MD_SCIP-VTE-1
190111,WILLIS KNIGHTON MEDICAL CENTER,SHREVEPORT,LA,71103,CADDO,3186324000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,84 patients,LA_PN-3B
100256,REGIONAL MEDICAL CENTER BAYONET POINT,HUDSON,FL,34667,PASCO,7278192929,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,177 patients,FL_AMI-4
251303,STONE COUNTY HOSPITAL,WIGGINS,MS,39577,STONE,6019286600,Critical Access Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,1 patients,MS_HF-1
160153,MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,51101,WOODBURY,7122792010,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),90 patients,IA_HF-3
100055,HELEN ELLIS MEMORIAL HOSPITAL,TARPON SPRINGS,FL,34689,PINELLAS,7279425000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),109 patients,FL_PN-6
490098,COMMUNITY MEM HEALTHCENTER,SOUTH HILL,VA,23970,MECKLENBURG,4344473151,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,VA_AMI-8A
230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,SOUTHFIELD,MI,48075,OAKLAND,2488493011,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,854 patients,MI_HF-1
450871,AUSTIN SURGICAL HOSPITAL,AUSTIN,TX,78746,TRAVIS,5123479888,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,107 patients,TX_SCIP-VTE-1
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,WA,99204,SPOKANE,5094743040,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Children&#8217;s Asthma Care,CAC-1,Children Who Received Reliever Medication While Hospitalized for Asthma,87 patients,WA_CAC-1
10064F,MIAMI VA MEDICAL CENTER,MIAMI,FL,33125,MIAMI-DADE,3053244455,Acute Care - VA Medical Center,Government Federal,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,46 patients,FL_PN-4
450584,WILBARGER GENERAL HOSPITAL,VERNON,TX,76384,WILBARGER,9405529351,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,1 patients,TX_SCIP-CARD-2
410001,MEMORIAL HOSPITAL OF RHODE ISLAND,PAWTUCKET,RI,2860,PROVIDENCE,4017292000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,49 patients,RI_AMI-1
