column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50,column51,column52,column53,column54,column55,column56,column57,column58,column59,column60
76,1,14,1,15,1,1,2,10,0,4,1,4,5,2,1,1,4,1,0,2,0,3,0,3,0,0,4,1,1,1,2,0,1,0,0,3,2,4,0,1,0,2,4,0,4,2,4,0,1,0,2,2,1,2,2,0,0,4,3
43,3,10,71,7,4,0,2,12,0,3,0,0,5,0,3,2,3,4,0,2,2,2,0,2,3,0,1,0,3,1,0,2,4,2,4,3,4,0,0,0,1,1,3,0,1,3,1,3,2,4,3,1,2,3,3,2,1,3,3
65,2,83,55,6,0,3,2,21,9,2,1,4,4,0,3,0,0,2,0,2,2,4,2,3,0,0,0,2,0,0,2,4,0,3,2,1,1,1,2,4,4,2,4,0,2,2,3,4,0,2,4,0,1,4,1,1,2,2,0
24,3,99,72,10,0,0,1,14,2,0,2,0,5,0,3,1,3,0,4,4,3,1,3,3,0,1,0,4,3,1,4,1,0,4,3,0,1,0,2,1,0,0,4,1,0,1,1,3,0,4,1,1,4,4,2,0,0,2,1
58,2,20,31,8,1,1,3,18,1,0,3,1,1,0,3,1,2,3,2,3,4,3,4,4,2,1,4,1,3,0,0,2,0,2,3,3,4,2,3,3,4,4,1,0,4,2,1,0,3,2,3,0,0,0,4,2,1,4,3
79,3,81,4,18,2,3,1,7,1,0,3,3,4,2,1,0,0,2,2,3,2,1,3,2,3,2,0,1,0,0,4,4,0,2,0,0,4,3,0,0,0,3,1,2,4,1,2,3,1,0,3,1,1,4,3,1,3,3,3
63,4,19,44,11,0,1,2,8,9,3,2,1,3,3,0,0,0,2,1,1,2,1,3,0,1,2,4,0,0,1,4,2,1,3,1,2,1,1,1,4,4,3,3,3,1,0,0,1,4,4,4,2,1,3,2,0,2,1,0
79,3,91,22,4,3,0,3,10,5,3,0,1,4,4,4,1,4,1,2,3,2,3,4,2,3,1,3,3,3,4,0,4,0,4,0,0,1,2,4,1,1,0,4,0,0,4,4,3,1,0,4,3,3,1,2,0,1,1,1
37,1,79,37,16,1,2,1,10,9,0,0,1,3,1,2,0,0,2,1,1,1,0,2,4,2,4,4,4,0,1,1,2,4,2,2,2,1,1,1,4,2,4,1,0,0,1,3,0,1,0,0,1,1,1,0,3,1,2,4
70,2,6,32,13,4,3,1,12,3,2,0,0,2,2,1,1,0,2,1,1,4,1,0,0,0,1,1,2,2,0,0,1,0,0,0,1,1,1,1,4,4,0,1,3,0,0,3,0,0,0,1,4,3,2,3,2,1,1,4
35,3,10,71,14,0,2,3,1,0,2,2,1,4,4,4,0,0,2,3,0,4,3,4,3,0,2,4,0,0,3,1,1,2,0,4,4,0,1,1,4,0,2,0,4,0,3,4,3,2,4,1,0,4,1,2,0,1,2,3
15,3,41,1,11,3,0,2,12,3,3,0,4,1,2,1,2,3,4,3,0,0,2,4,3,0,3,4,1,2,4,1,0,0,0,1,0,0,1,0,1,3,2,4,4,0,0,0,0,1,0,0,3,4,0,0,3,1,3,2
2,1,54,0,16,1,0,3,16,4,2,3,1,5,2,1,0,2,1,1,1,4,3,4,4,2,4,4,4,3,1,2,0,0,1,1,1,2,2,4,0,1,3,1,3,2,4,2,3,4,1,3,0,2,3,0,0,0,4,1
2,1,71,26,4,0,3,2,22,2,2,0,1,1,2,1,2,3,4,4,4,3,4,4,2,3,1,4,1,1,4,2,4,0,2,1,1,0,3,0,1,0,0,0,1,4,0,0,0,1,1,3,3,2,0,2,0,1,1,0
51,2,69,61,1,4,0,1,17,1,1,3,1,4,2,1,4,0,0,2,3,4,0,1,2,3,2,0,1,0,0,2,0,4,4,0,4,2,2,2,2,0,3,1,3,4,0,0,2,3,4,1,1,0,1,3,3,2,4,1
29,2,12,98,13,2,0,1,0,6,0,2,1,3,4,4,0,3,0,0,2,2,0,1,0,1,2,1,4,1,1,1,4,0,0,4,0,3,3,3,2,1,3,3,1,0,4,2,2,0,2,2,1,0,2,2,2,1,2,1
6,3,71,26,8,1,1,3,20,6,2,0,4,0,4,4,4,3,4,2,4,1,2,3,0,1,1,4,1,0,1,0,4,1,0,0,0,0,1,0,2,1,1,1,2,0,0,0,1,2,4,2,4,2,1,2,4,1,2,1
26,3,43,21,15,4,2,0,5,6,3,3,1,0,4,4,0,0,2,2,3,1,1,0,3,0,1,1,2,3,2,1,2,2,0,0,4,0,4,0,4,1,3,1,0,2,2,0,2,1,4,1,4,0,0,4,2,2,3,3
92,1,78,67,6,1,1,2,2,2,0,1,4,1,2,1,0,2,1,1,1,2,2,0,2,3,4,3,3,4,4,0,2,0,1,1,1,1,1,0,1,1,0,2,3,1,1,0,0,1,1,2,0,1,2,2,1,1,2,4
91,4,20,31,0,2,0,3,12,3,4,0,1,4,4,4,0,1,3,3,0,4,0,0,1,1,3,4,1,3,3,2,2,4,0,4,0,1,2,1,3,3,1,1,4,4,2,0,0,0,3,4,4,3,2,3,4,3,2,1
76,0,18,17,1,4,1,2,4,7,4,3,3,3,3,0,2,0,0,2,3,2,2,0,3,0,0,0,4,0,1,0,0,1,1,1,4,1,0,2,1,3,2,0,1,0,4,1,0,2,3,1,1,0,2,0,0,2,4,1
12,2,94,25,18,2,3,2,3,0,0,0,2,4,3,0,0,1,3,4,4,3,2,2,3,1,0,2,0,0,0,2,0,1,1,3,2,2,4,3,3,4,0,2,2,1,0,1,4,3,3,4,3,3,0,0,2,4,1,1
44,4,53,23,19,4,3,2,12,3,0,1,1,4,4,4,3,3,2,1,1,2,3,4,2,3,1,2,0,0,4,2,0,0,2,4,0,0,4,2,0,1,3,1,4,3,3,4,3,0,4,4,1,4,0,3,1,1,4,3
59,1,22,2,13,4,1,3,3,7,0,0,1,3,4,4,1,4,1,2,4,2,4,2,1,4,4,2,1,0,0,2,4,1,3,4,4,1,1,4,0,0,2,3,2,0,2,0,0,4,1,4,2,3,0,3,1,0,1,2
33,3,7,75,12,4,1,2,0,1,4,2,1,4,0,0,2,4,3,1,1,3,3,1,2,3,2,0,1,3,1,1,4,1,1,4,2,4,2,3,0,0,1,1,0,1,2,2,0,1,3,3,0,4,2,4,3,2,4,1
61,3,3,76,1,1,0,1,3,7,3,0,1,4,3,4,0,1,3,2,3,1,1,0,2,3,3,4,1,0,3,3,1,4,0,4,4,1,1,3,0,0,0,1,3,0,0,0,4,3,0,2,1,0,2,2,4,2,1,4
60,2,44,54,4,4,2,2,20,2,3,3,0,2,1,0,1,0,2,1,1,1,1,0,1,1,4,2,1,2,0,2,2,0,2,1,0,3,3,0,4,1,2,0,0,4,1,3,0,3,0,0,1,1,2,1,0,2,2,4
36,4,51,87,13,4,1,3,12,3,0,2,4,2,0,3,0,2,1,2,3,2,4,0,2,3,0,0,4,0,1,1,4,4,1,0,2,0,2,0,0,0,3,1,0,3,4,1,2,4,0,4,1,4,2,4,4,0,4,4
32,4,48,85,12,4,1,1,17,3,1,0,4,2,2,1,3,4,0,1,1,3,2,2,3,0,1,0,4,0,1,0,1,4,1,0,1,0,0,2,2,0,0,0,0,0,0,0,4,4,0,4,2,3,0,0,3,2,2,1
19,0,82,3,12,1,1,1,20,0,4,3,2,2,2,1,4,0,0,3,0,0,1,2,0,1,1,2,0,2,0,0,0,4,1,1,0,4,4,1,1,0,2,0,4,0,3,3,0,0,0,0,1,2,4,1,2,2,4,3
46,4,27,65,16,2,3,3,19,2,0,0,1,3,2,1,4,0,0,0,2,1,4,1,2,3,4,4,2,0,0,1,1,1,2,1,0,1,1,2,2,0,0,3,1,0,0,2,0,0,0,2,0,1,0,4,4,2,4,1
42,0,74,15,19,1,2,3,9,9,0,3,4,0,0,3,1,0,2,1,1,1,2,3,1,4,1,4,2,1,0,1,2,0,3,3,0,1,2,0,4,4,0,1,3,2,1,4,1,0,3,4,3,3,4,0,3,3,4,1
10,0,37,18,7,2,0,3,5,1,3,3,0,2,2,1,3,4,0,2,3,4,0,1,4,2,4,4,3,0,1,1,4,0,4,1,0,1,2,2,1,2,0,3,0,1,0,2,2,0,0,4,1,3,2,4,1,2,2,3
34,2,33,0,7,4,0,3,7,6,0,0,1,3,0,3,4,3,4,0,2,4,4,3,0,1,1,0,4,0,0,1,4,0,0,3,1,3,4,1,1,3,0,3,1,0,4,3,0,3,2,0,4,0,2,4,0,4,1,3
48,0,86,1,8,2,3,3,12,3,3,3,3,5,0,3,1,1,0,1,1,4,0,1,2,3,0,1,0,3,4,0,3,0,2,2,3,1,2,0,2,1,3,4,3,0,3,0,0,2,3,3,0,1,2,4,0,2,1,3
54,0,84,42,11,4,1,3,4,0,3,2,1,3,2,1,1,3,4,1,1,0,1,2,4,2,4,4,3,0,0,0,2,2,0,0,0,2,0,2,1,0,4,4,3,3,2,3,0,0,0,3,1,0,2,3,0,3,3,3
6,3,14,93,5,4,2,3,10,5,1,3,3,0,2,1,1,2,3,3,0,1,1,0,3,0,1,4,1,0,2,1,3,0,3,1,0,4,4,3,3,0,2,1,4,4,2,0,1,1,0,2,4,4,1,1,0,1,1,3
59,1,49,81,2,2,0,2,14,6,3,2,4,3,1,0,1,0,2,2,2,1,4,1,2,3,3,4,1,0,1,0,0,4,1,1,2,3,2,1,4,1,3,0,3,1,0,2,2,1,2,4,3,2,0,0,3,2,0,4
74,4,39,8,10,1,2,2,6,8,2,1,2,3,3,0,0,0,2,3,0,3,1,3,1,4,4,3,3,0,1,0,2,0,3,1,0,1,0,0,0,4,4,2,0,2,4,0,3,0,1,1,1,4,2,3,1,1,1,3
65,2,41,60,4,1,0,3,5,8,3,0,1,1,0,3,1,0,2,1,1,0,0,1,4,2,1,4,1,4,0,1,4,0,0,3,3,0,1,1,4,0,0,1,0,4,2,2,0,0,2,1,1,4,4,0,0,2,3,2
22,4,37,18,11,4,1,3,4,0,3,0,3,0,2,1,0,0,2,2,3,1,2,3,4,2,3,4,0,0,0,1,2,0,0,0,1,2,4,0,0,2,4,0,0,0,1,1,0,0,4,4,4,4,1,4,1,1,1,3
4,0,88,86,11,4,0,1,4,9,0,3,2,5,2,1,0,0,2,3,0,3,0,1,0,1,1,1,2,1,1,1,0,4,4,0,0,0,0,1,0,3,3,0,3,2,1,0,0,4,3,4,4,3,2,4,4,2,4,2
36,4,46,35,0,1,1,1,9,0,3,3,0,2,4,4,1,0,0,1,1,1,4,1,0,1,1,0,0,2,1,1,0,0,0,4,0,4,1,0,1,3,1,3,0,1,3,2,2,4,0,2,1,0,2,3,3,3,2,3
74,4,14,93,11,1,1,1,4,0,3,0,4,1,0,3,1,0,2,4,4,4,0,0,4,2,2,1,1,0,0,0,0,1,4,2,3,2,4,0,4,2,0,2,1,4,1,4,0,2,0,2,1,3,3,0,1,4,0,2
15,3,20,31,15,4,2,2,4,7,0,1,1,4,2,1,4,2,2,1,1,4,4,3,1,4,3,4,1,3,3,0,1,1,0,0,0,0,0,0,0,4,1,2,4,0,2,0,1,2,4,4,1,3,4,2,3,4,1,1
64,0,72,59,11,1,1,2,21,9,0,0,4,0,3,0,0,1,3,4,4,0,4,3,0,1,1,2,0,4,1,0,3,2,1,0,2,3,2,3,0,3,0,2,0,1,1,0,1,4,0,3,2,4,1,0,4,1,1,1
16,4,22,45,19,2,1,2,13,5,1,3,3,0,0,0,2,1,2,4,3,1,1,0,2,3,3,0,2,0,2,1,0,2,1,0,0,1,4,0,4,2,1,0,3,2,1,0,2,4,0,0,2,3,2,4,0,1,0,2
94,3,87,69,13,0,2,2,23,6,1,3,3,1,4,4,2,3,4,3,0,1,1,0,2,3,3,3,3,0,0,4,3,0,3,0,2,3,1,0,1,1,1,0,4,0,4,1,2,2,4,0,0,1,2,0,2,1,4,4
58,2,84,42,8,0,0,2,6,8,0,3,3,4,4,0,0,0,2,2,3,4,4,3,0,2,4,1,0,0,1,2,1,4,0,4,0,2,3,0,1,2,2,1,2,0,0,1,1,0,3,3,3,0,2,4,0,0,0,3
71,3,54,40,2,0,2,3,10,5,3,0,1,4,2,1,0,3,2,2,3,4,2,2,2,3,1,1,2,0,3,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,2,3,4,2,4,2,3,4,0,4,4,4,1,3
70,2,54,0,7,1,2,3,2,1,1,2,1,4,4,0,3,4,1,0,2,4,2,2,4,0,0,1,2,3,0,2,0,4,3,2,2,2,0,2,0,4,0,4,2,0,2,1,4,2,1,4,0,1,0,3,2,4,2,2
53,0,88,86,14,4,1,3,19,2,3,0,4,1,2,1,1,0,2,1,1,1,0,2,2,3,2,4,0,4,1,3,3,1,1,0,1,3,3,0,4,0,0,1,0,1,3,0,4,0,3,3,0,1,3,0,1,0,1,1
14,1,3,76,13,1,3,2,0,1,2,3,1,5,4,4,2,0,1,3,3,4,0,0,3,0,2,4,0,3,1,3,2,1,0,4,4,4,2,1,1,4,2,0,0,1,1,4,3,0,0,4,0,4,1,0,0,4,2,4
65,2,82,3,4,2,2,2,4,7,3,0,3,0,3,0,3,4,0,1,1,1,4,1,4,2,0,4,1,0,2,0,0,2,0,1,1,2,0,0,1,1,0,3,3,4,0,3,2,0,3,4,1,0,4,2,0,4,2,3
74,4,36,1,8,2,3,3,15,0,0,3,0,0,3,0,4,3,0,1,1,1,1,0,3,0,4,0,2,4,0,4,0,2,2,0,4,4,4,2,2,0,0,3,3,2,2,0,2,4,4,4,0,0,0,1,4,2,4,2
56,0,95,49,12,3,3,2,11,8,3,3,3,0,3,0,0,0,2,3,0,1,0,2,2,3,1,4,1,4,1,3,3,0,2,1,2,2,1,1,4,0,3,4,4,0,2,3,4,2,0,1,0,3,2,0,0,3,4,3
21,4,14,1,16,1,2,3,9,9,3,2,2,1,0,3,2,0,0,1,1,4,4,3,4,2,1,2,0,4,4,1,0,2,0,1,3,1,1,2,1,0,4,1,0,0,0,0,3,0,0,1,3,3,1,3,0,0,4,0
44,4,80,79,11,2,2,0,0,3,3,3,4,1,0,3,3,3,2,3,0,0,4,3,1,4,0,0,3,3,4,3,1,2,3,3,0,1,2,0,4,0,1,1,0,1,0,2,0,0,0,2,1,3,2,4,0,1,2,4
1,2,70,74,7,4,0,3,16,4,1,3,0,0,2,1,0,3,0,2,2,3,1,3,1,4,4,4,4,0,2,2,0,4,0,1,0,3,2,3,1,0,0,3,1,0,4,1,1,3,2,1,0,4,0,0,0,0,4,1
54,2,51,87,0,2,0,1,4,3,0,2,1,3,1,2,0,2,1,4,3,0,0,1,4,2,3,0,2,0,0,0,0,0,1,2,1,0,1,4,0,2,4,1,3,2,0,2,0,1,2,4,0,0,4,2,4,4,4,1
47,2,86,48,8,4,3,1,20,0,1,0,1,2,2,1,0,0,2,2,3,3,3,0,4,0,1,1,2,0,1,4,3,0,1,1,0,0,1,1,4,4,2,3,4,0,0,0,3,3,2,1,1,4,4,1,2,1,1,1
24,3,59,52,7,4,0,3,23,3,2,1,1,2,2,1,0,0,2,3,3,0,3,0,0,1,2,1,1,4,1,2,4,0,1,0,0,1,1,1,4,0,0,1,0,4,2,0,1,3,4,4,1,1,1,2,4,2,3,3
77,4,26,2,16,2,3,0,10,8,2,0,0,2,2,1,0,3,0,1,1,3,1,0,2,3,1,3,3,0,1,0,0,0,2,0,0,2,0,3,1,2,1,2,3,1,2,0,0,4,3,4,4,4,2,3,3,0,1,1
54,3,64,3,11,1,1,3,3,7,1,0,1,2,2,1,1,0,2,3,0,3,3,0,1,4,3,4,1,2,0,3,0,0,4,0,0,0,1,1,0,0,1,0,4,0,2,4,2,2,4,0,1,1,2,3,4,3,3,4
48,0,38,16,12,2,1,0,19,3,0,0,1,3,4,4,3,1,3,1,1,1,2,3,2,3,1,1,2,1,0,2,2,0,1,0,0,1,1,3,0,0,3,1,0,2,2,1,0,2,3,1,2,1,2,0,4,2,2,4
79,3,72,59,8,4,3,2,12,3,4,0,1,4,2,1,0,3,0,1,1,1,4,1,0,1,0,4,1,0,0,2,2,0,0,1,1,0,1,2,1,3,1,1,1,0,2,2,2,3,4,2,4,4,0,1,4,2,1,4
59,1,77,36,7,0,2,3,16,4,0,2,1,3,2,0,0,2,1,2,1,4,2,2,1,4,0,2,3,1,0,0,0,2,3,0,0,4,0,0,2,0,0,3,3,4,0,3,4,4,0,4,1,1,1,3,0,0,4,3
48,0,48,85,12,1,0,2,5,5,0,3,1,1,4,4,4,3,4,1,1,4,1,0,2,3,2,3,2,4,4,0,1,0,4,4,0,3,2,0,0,1,4,1,0,0,0,1,0,0,3,0,3,1,1,2,4,1,4,0
36,4,57,0,13,3,0,1,19,9,3,2,1,3,1,2,0,0,2,1,1,3,4,4,3,0,1,1,2,0,1,1,0,4,4,2,2,0,2,0,0,0,0,1,0,2,1,4,3,0,0,3,0,0,0,2,3,1,2,1
42,0,85,30,2,1,3,0,11,5,0,3,1,1,2,1,2,4,0,2,3,0,0,1,3,1,1,4,1,4,4,0,1,2,2,0,0,4,0,2,2,3,1,0,1,0,0,2,2,0,0,3,0,4,2,4,0,4,1,4
26,3,14,93,8,1,1,1,2,9,2,3,1,1,0,3,0,4,4,3,0,2,4,0,3,0,3,1,0,3,4,0,0,4,0,3,1,0,4,0,0,4,2,0,4,0,3,1,2,0,0,0,0,2,1,0,2,1,0,1
16,4,79,37,19,2,1,2,6,8,2,2,1,4,2,1,1,3,4,4,4,4,2,2,2,1,0,4,1,3,3,2,4,1,0,0,0,0,4,0,1,3,1,2,1,1,3,3,4,4,0,1,0,0,3,0,0,2,3,1
24,3,79,37,11,0,1,3,1,3,2,2,1,4,1,2,1,1,0,1,1,1,1,0,2,3,3,1,0,3,0,0,1,4,1,2,4,0,2,1,2,2,1,4,3,0,0,0,2,0,0,4,1,0,3,1,3,2,1,4
51,2,85,30,7,1,2,0,21,0,0,0,0,5,4,4,4,1,3,1,1,4,1,4,2,3,0,0,4,1,1,4,0,2,0,2,0,0,4,3,3,0,3,1,0,3,4,4,4,3,4,0,0,2,4,4,3,1,1,1
59,1,42,51,7,1,2,1,2,5,3,0,1,1,1,2,1,0,2,3,0,4,4,3,0,1,3,4,1,0,0,1,0,0,0,0,1,1,2,1,4,0,4,4,4,4,3,2,1,1,0,4,1,4,4,0,2,2,4,3
88,1,66,95,5,1,3,3,13,7,1,2,0,1,2,1,3,2,1,1,1,3,0,0,1,4,4,4,4,4,0,1,0,2,2,1,1,1,1,0,0,0,1,1,3,0,1,4,0,1,1,4,0,2,1,4,0,2,4,0
42,0,62,56,11,1,1,3,21,9,1,0,1,2,2,1,1,3,4,2,3,4,4,1,1,4,2,1,4,0,0,1,1,1,1,1,0,0,1,1,0,0,1,3,1,0,4,0,2,0,3,2,1,3,0,4,3,2,2,3
47,2,72,59,0,1,1,2,7,6,1,0,0,5,4,4,3,2,1,4,4,2,0,1,3,0,1,1,2,2,1,2,3,1,4,4,4,0,1,1,0,2,0,4,2,2,1,2,0,3,0,0,3,1,4,2,2,1,4,3
8,2,3,76,1,2,1,0,7,4,0,1,1,4,4,4,3,0,4,2,3,3,0,0,2,3,1,4,1,0,0,0,3,3,1,0,0,2,1,4,1,1,3,0,3,0,1,0,2,3,2,2,0,4,4,2,1,1,2,2
73,1,97,27,2,1,3,3,19,2,0,0,1,3,0,0,4,0,0,2,3,3,4,4,2,1,3,1,0,0,1,0,0,0,2,0,2,3,0,3,2,3,3,1,1,2,0,1,3,2,1,4,1,4,1,2,0,3,2,1
8,1,35,0,12,4,1,3,4,0,3,3,1,0,4,4,2,0,1,1,1,3,3,1,2,3,1,0,4,2,2,2,0,1,1,0,0,2,0,2,1,1,0,1,3,0,4,1,0,1,2,4,1,1,2,0,1,3,3,1
98,3,48,85,14,4,1,2,14,6,3,3,3,5,4,4,1,0,2,2,3,2,0,1,2,3,3,1,0,1,1,2,0,3,1,1,4,0,0,0,0,0,1,0,1,0,0,2,2,0,4,0,3,4,1,2,3,3,0,1
2,1,2,66,11,2,2,2,20,8,3,0,4,1,0,3,1,3,4,0,2,2,2,0,0,1,2,3,2,0,4,3,1,2,2,3,3,2,3,2,0,3,0,3,0,0,1,0,4,1,0,0,4,1,0,2,4,4,0,1
9,0,94,25,11,1,1,1,22,2,2,0,1,5,4,4,0,0,2,0,2,2,2,0,2,3,2,4,1,3,1,2,0,1,1,1,0,1,3,1,4,1,3,1,1,0,0,4,0,0,0,0,2,3,2,4,4,3,1,3
40,1,51,87,13,0,2,1,17,1,4,0,2,0,0,3,3,2,1,1,1,0,3,0,4,2,3,0,3,0,0,0,0,0,3,3,3,4,2,0,1,2,0,3,3,2,0,0,0,1,1,4,1,2,2,0,0,3,2,1
63,4,85,30,12,1,0,1,21,7,4,3,4,1,2,1,1,0,2,2,3,4,0,1,2,3,1,4,1,0,4,0,1,4,4,0,1,1,2,1,0,1,3,0,4,4,2,1,3,4,0,3,4,3,3,0,0,4,1,1
21,4,43,21,19,0,0,0,16,6,1,1,4,5,0,3,0,4,0,0,4,3,4,0,0,1,2,4,0,3,3,0,0,0,4,1,2,0,4,0,1,3,0,2,2,0,0,0,2,4,4,1,2,1,1,4,3,1,2,1
42,2,44,54,0,1,1,1,20,0,0,0,1,3,0,3,3,2,1,2,3,3,1,3,2,3,1,0,4,1,0,3,3,1,4,1,2,4,4,0,0,0,1,1,1,3,4,1,1,3,3,3,2,0,0,0,0,2,3,3
6,3,7,75,10,0,0,2,3,0,0,0,3,0,0,3,1,3,0,1,1,4,0,1,2,3,2,4,0,0,2,2,4,0,4,3,3,2,3,3,2,1,3,1,0,0,3,4,0,2,4,4,0,4,3,1,4,1,4,1
1,2,39,8,7,0,0,2,19,1,3,3,1,5,2,1,1,3,4,2,3,3,4,4,0,1,1,0,4,3,1,2,2,4,4,1,0,4,3,2,1,4,2,0,0,3,0,2,0,3,2,1,1,4,1,0,4,0,4,4
88,4,82,3,19,3,0,1,4,9,4,0,4,2,0,3,0,2,1,0,2,4,2,2,1,4,0,4,1,0,1,2,1,0,4,3,0,0,0,4,1,4,1,3,1,0,2,2,1,0,0,4,2,2,1,3,4,3,1,4
79,3,34,88,11,1,1,2,10,0,0,0,3,2,2,1,3,0,4,3,0,4,2,2,2,3,2,4,0,1,0,1,4,1,1,1,2,2,0,0,0,1,0,4,4,0,3,4,0,1,0,3,0,3,2,0,4,1,2,0
54,3,60,43,0,2,0,1,5,4,3,3,1,5,0,3,0,0,4,3,0,1,2,3,2,3,2,4,0,3,1,3,0,4,4,4,2,3,2,0,0,0,1,0,4,0,0,1,0,2,4,4,0,3,0,2,0,3,4,3
22,2,16,3,10,1,2,2,5,5,2,0,0,2,4,4,0,0,2,2,3,4,2,2,1,4,2,2,0,0,0,3,1,2,2,4,0,4,4,1,0,0,1,0,1,0,0,4,4,3,2,0,1,4,0,2,1,1,2,1
73,1,7,75,1,1,0,0,13,7,2,3,1,5,2,1,1,3,4,2,3,1,4,1,2,3,1,4,1,1,1,2,4,0,0,1,2,1,0,2,1,1,3,4,1,0,2,2,4,3,1,2,0,4,2,0,3,3,2,0
93,0,27,65,13,1,3,2,20,8,4,3,1,0,0,3,2,0,0,2,3,4,4,3,3,0,1,4,1,1,3,0,1,2,1,2,0,2,3,1,1,0,0,1,1,0,2,3,1,4,3,0,1,3,3,0,4,1,3,1
71,3,14,93,8,3,2,0,24,2,4,3,1,0,1,2,2,0,0,1,1,2,2,0,1,4,3,4,1,0,2,1,3,0,2,2,2,2,3,2,1,2,2,1,3,4,0,1,2,1,3,1,1,0,1,2,2,2,1,4
90,2,53,23,18,3,2,2,1,4,2,3,1,5,2,1,1,2,3,2,3,4,1,0,2,3,3,1,0,3,2,0,3,4,0,1,0,3,0,1,0,1,3,1,1,0,3,3,0,0,3,4,0,0,2,2,0,1,4,3
32,1,38,16,12,1,0,3,19,2,0,3,4,0,2,1,0,0,2,3,0,4,1,0,3,0,1,4,1,0,2,2,0,4,1,0,1,1,3,2,1,0,2,4,3,4,0,0,2,3,1,4,2,4,0,0,4,1,2,3
17,1,78,67,11,4,0,2,1,4,3,0,4,1,2,1,3,1,3,3,0,2,2,0,4,2,1,1,2,4,4,1,2,0,4,0,0,2,0,3,3,1,0,4,1,0,0,3,2,2,2,2,3,4,2,2,4,1,1,3
89,1,78,67,7,4,0,1,12,3,3,3,4,1,0,3,1,2,3,1,1,3,1,3,1,1,1,1,2,4,1,1,4,0,0,2,3,1,1,2,0,0,4,1,4,0,1,2,0,0,2,2,1,3,3,4,0,1,2,1
80,1,27,65,18,4,1,1,10,9,2,3,1,5,1,2,0,0,2,2,3,0,4,3,2,3,1,1,2,3,1,0,1,4,1,1,1,0,1,2,0,0,1,0,3,0,1,1,3,0,1,3,3,1,1,3,0,2,0,1
54,3,70,74,12,4,2,1,12,0,2,3,4,3,2,1,0,0,2,1,1,2,2,0,4,0,3,1,0,1,1,1,0,2,3,1,0,2,4,3,0,0,2,2,3,0,0,3,4,0,4,4,4,4,1,0,0,2,1,1
4,0,41,60,8,2,3,1,12,3,0,1,4,1,2,1,2,0,0,3,0,3,4,4,4,2,1,0,4,2,4,1,1,2,2,0,1,0,1,2,2,2,0,2,1,2,0,2,3,0,3,4,2,2,0,0,0,3,3,1
37,1,60,43,7,1,2,3,14,1,0,1,2,5,1,2,2,0,0,0,2,0,1,2,2,3,1,4,1,3,1,0,0,0,0,0,0,2,4,2,2,1,0,3,4,1,2,0,4,0,1,4,0,1,3,2,0,1,2,1
93,0,74,15,5,2,0,1,4,9,0,1,1,4,0,3,4,1,3,1,1,0,3,3,3,0,2,0,1,0,3,0,0,0,4,3,0,1,0,1,3,4,2,4,3,4,2,3,2,0,3,4,1,2,4,0,0,2,0,1
8,1,17,73,17,2,2,3,24,7,3,0,3,0,0,3,1,3,4,1,1,1,1,0,2,3,3,2,1,0,2,0,2,2,3,3,3,1,0,2,1,0,2,3,0,0,2,4,0,0,0,1,2,3,1,0,0,1,4,4
12,2,67,64,7,4,0,2,21,9,2,3,1,5,0,3,1,0,2,1,0,0,2,4,2,3,1,4,1,1,1,4,3,0,0,3,1,1,1,1,0,2,3,4,4,4,2,4,3,3,2,4,0,3,0,4,4,3,1,4
6,3,85,30,2,1,3,2,8,9,3,0,1,1,1,0,2,0,0,0,2,2,1,3,1,4,1,0,4,4,4,4,0,0,3,1,2,0,1,0,2,0,4,4,1,0,4,1,4,1,0,0,2,0,1,3,3,3,3,4
52,1,9,28,18,1,1,3,21,9,0,1,1,4,0,0,0,3,0,1,1,4,3,4,2,3,4,4,4,3,3,4,0,4,1,4,2,0,0,2,2,1,3,3,1,3,3,4,0,0,0,0,4,1,0,3,4,2,4,3
4,0,14,93,7,1,2,1,16,5,1,1,1,1,4,4,3,1,3,1,1,1,0,0,3,0,1,0,4,0,4,0,0,2,2,0,0,3,2,2,3,3,0,1,0,0,0,1,0,0,3,0,0,3,0,2,0,2,4,3
45,3,44,1,2,0,2,2,21,9,0,2,0,5,0,3,3,4,2,1,1,2,1,3,4,3,1,4,1,1,1,1,1,1,0,3,1,0,1,1,1,1,3,3,3,4,3,2,1,2,3,3,0,3,0,0,1,4,1,1
54,3,17,73,19,0,0,1,2,5,1,3,2,1,2,1,1,2,3,1,1,2,3,4,1,4,2,1,4,4,4,0,0,0,1,1,0,3,4,1,0,4,0,1,0,3,4,4,3,2,0,2,4,0,3,0,0,0,0,3
2,2,65,63,8,4,3,0,0,3,4,0,1,4,1,2,1,3,4,2,3,1,3,4,2,3,1,1,2,3,0,2,4,0,0,0,2,1,2,0,0,0,3,1,0,2,1,2,4,3,4,4,4,4,3,2,0,1,2,1
28,1,14,93,17,1,0,2,7,6,0,0,1,3,0,3,4,0,0,3,0,1,0,2,3,0,3,2,4,1,1,1,4,4,4,0,0,0,3,0,1,0,2,4,0,3,4,0,0,3,1,2,1,1,1,0,4,1,1,1
