ProviderNumber,HospitalName,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Sample,StateAvg
490088,BEDFORD MEMORIAL HOSPITAL,BEDFORD,VA,24523,Bedford City,5405873446,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),15 patients,VA_SCIP-INF-3
140281,NORTHWESTERN MEMORIAL HOSPITAL,CHICAGO,IL,60611,COOK,3129262000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),313 patients,IL_HF-3
191324,OCHSNER ST ANNE GENERAL HOSPITAL,RACELAND,LA,70394,LAFOURCHE,9855378377,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,20 patients,LA_SCIP-INF-1
450584,WILBARGER GENERAL HOSPITAL,VERNON,TX,76384,WILBARGER,9405529351,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,TX_SCIP-INF-4
521314,LUTHER MIDELFORT- CHIPPEWA VALLEY MAYO HLTH SYSTEM,BLOOMER,WI,54724,CHIPPEWA,7155682000,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,13 patients,WI_PN-5C
330397,INTERFAITH MEDICAL CENTER,BROOKLYN,NY,11213,KINGS,7186134000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,6 patients,NY_SCIP-CARD-2
100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,DAVENPORT,FL,33837,POLK,8634224971,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,181 patients,FL_PN-3B
450847,MEMORIAL HERMANN KATY HOSPITAL,KATY,TX,77494,HARRIS,2813921111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,7 patients,TX_AMI-7A
160147,GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,50112,POWESHIEK,6412367511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,70 patients,IA_SCIP-VTE-1
41323,ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,71635,ASHLEY,8703644111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2 patients,AR_AMI-3
241350,MERCY HOSPITAL & HEALTH CARE CENTER,MOOSE LAKE,MN,55767,CARLTON,2184854481,Critical Access Hospitals,Government - Hospital District or Authority,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,27 patients,MN_SCIP-VTE-1
461303,SANPETE VALLEY HOSPITAL - CAH,MOUNT PLEASANT,UT,84647,SANPETE,4354622441,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,UT_AMI-4
281350,JOHNSON COUNTY HOSPITAL,TECUMSEH,NE,68450,JOHNSON,4023353361,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,1 patients,NE_AMI-1
210028,SAINT MARY'S HOSPITAL,LEONARDTOWN,MD,20650,SAINT MARYS,3014758981,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),99 patients,MD_PN-6
330166,WESTFIELD MEMORIAL HOSPITAL; INC,WESTFIELD,NY,14787,CHAUTAUQUA,7163264921,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,,NY_AMI-2
521304,ST JOSEPHS COM HLTH SVCS,HILLSBORO,WI,54634,VERNON,6084898000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,5 patients,WI_SCIP-INF-2
181310,CARROLL COUNTY HOSPITAL,CARROLLTON,KY,41008,CARROLL,5027324321,Critical Access Hospitals,Government - Local,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),,KY_SCIP-INF-6
280065,GREAT PLAINS REGIONAL MEDICAL CENTER,NORTH PLATTE,NE,69101,LINCOLN,3086968000,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,140 patients,NE_SCIP-VTE-2
510050,WHEELING HOSPITAL,WHEELING,WV,26003,OHIO,3042433000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,193 patients,WV_PN-5C
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,UNIONVILLE,MO,63565,PUTNAM,6609472411,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,14 patients,MO_PN-2
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,91342,LOS ANGELES,8183641555,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,261 patients,CA_HF-1
210008,MERCY MEDICAL CENTER INC,BALTIMORE,MD,21202,BALTIMORE CITY,4103329000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,166 patients,MD_PN-3B
50084,ST JOSEPHS MED CENTER OF STOCKTON,STOCKTON,CA,95204,SAN JOAQUIN,2099432000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),101 patients,CA_HF-3
330127,JACOBI MEDICAL CENTER,BRONX,NY,10461,BRONX,7189185000,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,3 patients,NY_SCIP-INF-4
520196,OAK LEAF SURGCL HSPTL,EAU CLAIRE,WI,54701,EAU CLAIRE,7158318130,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,WI_AMI-7A
110200,HUGHSTON HOSPITAL,COLUMBUS,GA,31909,MUSCOGEE,7064942100,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,GA_SCIP-INF-4
10047,GEORGIANA HOSPITAL,GEORGIANA,AL,36033,BUTLER,3343762205,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,AL_SCIP-INF-1
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,BERKELEY,CA,94705,ALAMEDA,5102044444,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,95 patients,CA_AMI-2
330002,PENINSULA HOSPITAL CENTER,FAR ROCKAWAY,NY,11691,QUEENS,7187342000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,150 patients,NY_PN-7
490120,CHESAPEAKE GENERAL HOSPITAL,CHESAPEAKE,VA,23320,CHESAPEAKE CITY,8045478121,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,75 patients,VA_AMI-4
340114,REX HOSPITAL,RALEIGH,NC,27607,WAKE,9197843100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),583 patients,NC_SCIP-INF-3
200033,EASTERN MAINE MEDICAL CENTER,BANGOR,ME,4401,PENOBSCOT,2079737000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),119 patients,ME_AMI-3
50245,ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,CA,92324,SAN BERNARDINO,9095801000,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),19 patients,CA_AMI-3
490075,DANVILLE REGIONAL MEDICAL CENTER,DANVILLE,VA,24541,DANVILLE CITY,4347992100,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,199 patients,VA_SCIP-VTE-1
341311,CHATHAM HOSPITAL INC,SILER CITY,NC,27344,CHATHAM,9196632113,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,4 patients,NC_SCIP-INF-2
450379,RHD MEMORIAL MEDICAL CENTER,DALLAS,TX,75234,DALLAS,9722471000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,48 patients,TX_AMI-1
371307,CIMARRON MEMORIAL HOSPITAL,BOISE CITY,OK,73933,CIMARRON,5805442501,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,OK_HF-3
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTE,BUFFALO,NY,14215,ERIE,7168623611,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,1 patients,NY_AMI-7A
60008,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,ALAMOSA,CO,81101,ALAMOSA,7195892511,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,66 patients,CO_PN-3B
330214,NYU HOSPITALS CENTER,NEW YORK,NY,10016,NEW YORK,2122637300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),682 patients,NY_SCIP-INF-6
30016,CASA GRANDE REGIONAL MEDICAL CENTER,CASA GRANDE,AZ,85222,PINAL,5203816453,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,38 patients,AZ_AMI-1
10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,210 patients,AL_HF-1
520089,MERITER HSPTL,MADISON,WI,53715,DANE,6084176210,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,127 patients,WI_SCIP-INF-4
490088,BEDFORD MEMORIAL HOSPITAL,BEDFORD,VA,24523,Bedford City,5405873446,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,8 patients,VA_HF-4
161376,CASS COUNTY MEMORIAL HOSPITAL,ATLANTIC,IA,50022,CASS,7122433250,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,8 patients,IA_PN-4
170039,SUMNER REGIONAL MEDICAL CENTER,WELLINGTON,KS,67152,SUMNER,6203991299,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,37 patients,KS_PN-5C
250141,BAPTIST MEMORIAL HOSPITAL DESOTO,SOUTHAVEN,MS,38671,DESOTO,6623494000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,141 patients,MS_HF-4
241311,SIBLEY MEDICAL CENTER,ARLINGTON,MN,55307,SIBLEY,5079642271,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,MN_AMI-3
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,JACKSON,TN,38301,MADISON,7315415000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,1665 patients,TN_SCIP-INF-1
110087,GWINNETT MEDICAL CENTER,LAWRENCEVILLE,GA,30045,GWINNETT,6784424310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,168 patients,GA_AMI-1
190125,ST FRANCIS MEDICAL CENTER,MONROE,LA,71201,OUACHITA,3189664141,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Children&#8217;s Asthma Care,CAC-1,Children Who Received Reliever Medication While Hospitalized for Asthma,52 patients,LA_CAC-1
110130,IRWIN COUNTY HOSPITAL,OCILLA,GA,31774,IRWIN,2294683845,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100 patients,GA_SCIP-INF-3
30012,YAVAPAI REGIONAL MEDICAL CENTER,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),94 patients,AZ_PN-6
321305,NOR LEA GENERAL HOSPITAL,LOVINGTON,NM,88260,LEA,5753966611,Critical Access Hospitals,Voluntary non-profit - Other,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),18 patients,NM_PN-6
150038,MORGAN HOSPITAL AND MEDICAL CENTER,MARTINSVILLE,IN,46151,MORGAN,7653496500,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,5 patients,IN_SCIP-CARD-2
141334,ST JOSEPH MEMORIAL HOSPITAL,MURPHYSBORO,IL,62966,JACKSON,6186843156,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),1 patients,IL_SCIP-INF-3
330249,COMMUNITY MEMORIAL HOSPITAL; INC,HAMILTON,NY,13346,MADISON,3158241100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,96 patients,NY_PN-3B
30088,BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,85206,MARICOPA,4803212000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,146 patients,AZ_PN-3B
140033,VISTA MEDICAL CENTER WEST,WAUKEGAN,IL,60085,LAKE,8472493900,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,IL_PN-4
250069,RUSH FOUNDATION HOSPITAL,MERIDIAN,MS,39301,LAUDERDALE,6014830011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),288 patients,MS_SCIP-INF-3
41314,DE WITT HOSPITAL & NURSING HOME; INC,DE WITT,AR,72042,ARKANSAS,8709463571,Critical Access Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,AR_SCIP-CARD-2
360071,VAN WERT COUNTY HOSPITAL,VAN WERT,OH,45891,VAN WERT,4192388627,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,57 patients,OH_PN-5C
340173,WAKEMED; CARY HOSPITAL,CARY,NC,27511,WAKE,9193502550,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,150 patients,NC_PN-3B
430012,AVERA SACRED HEART HOSPITAL,YANKTON,SD,57078,YANKTON,6056688000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,92 patients,SD_PN-7
70029,BRISTOL HOSPITAL,BRISTOL,CT,6010,HARTFORD,8605853000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,166 patients,CT_HF-2
390272,VALLEY FORGE MEDICAL CENTER AND HOSPITAL,NORRISTOWN,PA,19401,MONTGOMERY,2155398500,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),,PA_SCIP-INF-6
450054,SCOTT & WHITE HEALTHCARE,TEMPLE,TX,76508,BELL,2547242111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),1264 patients,TX_SCIP-INF-6
370225,FOUNDATION SURGICAL HOSPITAL OF OKLAHOMA,EDMOND,OK,73034,OKLAHOMA,4053592400,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,OK_SCIP-INF-4
10059,LAWRENCE MEDICAL CENTER,MOULTON,AL,35650,LAWRENCE,2569742200,Acute Care Hospitals,Government - Hospital District or Authority,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,71 patients,AL_PN-3B
191305,ST JAMES PARISH HOSPITAL,LUTCHER,LA,70071,SAINT JAMES,2258695512,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,LA_AMI-3
520019,ST MARYS HOSPITAL,RHINELANDER,WI,54501,ONEIDA,7153612000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,111 patients,WI_HF-2
490059,BON SECOURS - ST MARYS HOSPITAL OF RICHMOND,RICHMOND,VA,23226,HENRICO,8042818206,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),122 patients,VA_HF-3
380091,KAISER SUNNYSIDE MEDICAL CENTER,CLACKAMAS,OR,97015,CLACKAMAS,5036522880,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,261 patients,OR_SCIP-VTE-1
50239,GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,CA,91206,LOS ANGELES,8184098202,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,84 patients,CA_AMI-4
450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,SAN ANTONIO,TX,78240,BEXAR,2106918000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),,TX_PN-6
50380,GOOD SAMARITAN HOSPITAL,SAN JOSE,CA,95124,SANTA CLARA,4085592011,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,188 patients,CA_AMI-5
33019F,NORTHPORT VA MEDICAL CENTER,NORTHPORT,NY,11768,SUFFOLK,5162614400,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,NY_AMI-7A
140040,GALESBURG COTTAGE HOSPITAL,GALESBURG,IL,61401,KNOX,3093454555,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,131 patients,IL_SCIP-VTE-2
390093,CLARION HOSPITAL,CLARION,PA,16214,CLARION,8142269500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,14 patients,PA_AMI-2
420037,HILLCREST MEMORIAL HOSPITAL,SIMPSONVILLE,SC,29681,GREENVILLE,8644546151,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,SC_AMI-7A
20017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),22 patients,AK_PN-6
161358,WAYNE COUNTY HOSPITAL,CORYDON,IA,50060,WAYNE,6418722260,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,13 patients,IA_HF-2
330268,COBLESKILL REGIONAL HOSPITAL,COBLESKILL,NY,12043,SCHOHARIE,5182543270,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,7 patients,NY_HF-4
440048,BAPTIST MEMORIAL HOSPITAL,MEMPHIS,TN,38120,SHELBY,9012265000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),112 patients,TN_AMI-3
390125,WAYNE MEMORIAL HOSPITAL,HONESDALE,PA,18431,WAYNE,5702538100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),134 patients,PA_SCIP-INF-3
400110,HOSPITAL METROPOLITANO DR TITO MATTEI,YAUCO,PR,698,YAUCO,7878561000,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,89 patients,PR_SCIP-INF-1
190099,AVOYELLES HOSPITAL,MARKSVILLE,LA,71351,AVOYELLES,3182406000,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),4 patients,LA_SCIP-INF-3
50739,CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA,90301,LOS ANGELES,3106734660,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,237 patients,CA_AMI-5
160122,FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,52627,LEE,3193726530,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,11 patients,IA_AMI-1
290051,SIERRA SURGERY HOSPITAL,CARSON CITY,NV,89703,CARSON CITY,7758831700,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,NV_AMI-3
30101,WESTERN ARIZONA REGIONAL MEDICAL CTR,BULLHEAD CITY,AZ,86442,MOHAVE,9287632273,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,62 patients,AZ_HF-4
360195,WADSWORTH RITTMAN HOSPITAL,WADSWORTH,OH,44281,MEDINA,3303341504,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,OH_SCIP-INF-4
220073,MORTON HOSPITAL & MEDICAL CENTER,TAUNTON,MA,2780,BRISTOL,5088287000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,329 patients,MA_SCIP-INF-1
330049,NORTHERN DUTCHESS HOSPITAL,RHINEBECK,NY,12572,DUTCHESS,8458713391,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,132 patients,NY_SCIP-VTE-2
330160,STATEN ISLAND UNIVERSITY HOSPITAL,STATEN ISLAND,NY,10305,RICHMOND,7182269000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),87 patients,NY_HF-3
450851,BAYLOR HEART AND VASCULAR HOSPITAL,DALLAS,TX,75226,DALLAS,2148200670,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,106 patients,TX_SCIP-INF-1
